order_id,order_time,item_id,item_name,category,unit_price,quantity,total_amount,outlet_id,patron_id,payment_mode,stock_units,reorder_level
ORD-50196,2025/02/27 10:04,M112,Blueberry Cheesecake,Desserts,199.0,3,597.0,OUT-BBSR,PAT-2016,cash,15,6
ORD-50197,2025-02-14 20:42:00,M107,Veg Hakka Noodles,Main Course,219.0,2,438.0,OUT-BBSR,PAT-2019,upi,45,10
ORD-50198,2025-02-24 09:27:00,M108,Cold Brew Coffee,beverages,159.0,4,636.0,OUT-BBSR,PAT-2014,Wallet,60,15
ORD-50199,2025-01-23 13:57:00,M111,Falafel Wrap,Sides,189.0,5,945.0,OUT-BLR,PAT-2008,Card,22,8
ORD-50200,2025-02-25 10:50:00,M103,Butter Chicken Bowl,Main Course,329.0,4,1316.0,OUT-BLR,PAT-2010,upi,35,8
ORD-50201,15-01-2025 20:15:00,M106,Choco Lava Cake,Desserts,179.0,1,179.0,OUT-KOL,PAT-2021,cash,8,12
ORD-50202,2025-01-11 22:32:00,M102,Peri-Peri Fries,Sides,129.0,5,645.0,OUT-BLR,PAT-2021,Cash,90,20
ORD-50203,2025-01-31 21:42:00,M108,Cold Brew Coffee,beverages,159.0,5,795.0,OUT-KOL,PAT-2008,card,60,15
ORD-50204,2025-02-09 09:57:00,M111,Falafel Wrap,Sides,189.0,2,378.0,OUT-BBSR,PAT-2001,UPI,22,8
ORD-50205,2025-02-21 08:31:00,M109,Loaded Nachos Platter,starters,269.0,3,807.0,OUT-KOL,PAT-2006,UPI,5,10
ORD-50206,2025-02-18 13:48:00,M109,Loaded Nachos Platter,starters,269.0,2,538.0,OUT-KOL,PAT-2020,card,5,10
ORD-50207,2025-01-28 21:55:00,M111,Falafel Wrap,Sides,189.0,3,567.0,OUT-BBSR,PAT-2009,upi,22,8
ORD-50208,2025-02-06 22:17:00,M102,Peri-Peri Fries,Sides,129.0,1,129.0,OUT-BLR,PAT-2007,Cash,90,20
ORD-50209,2025-01-19 22:52:00,M109,Loaded Nachos Platter,starters,269.0,4,1076.0,OUT-BBSR,PAT-2002,cash,5,10
ORD-50210,2025-01-27 21:13:00,M102,Peri-Peri Fries,Sides,129.0,3,387.0,OUT-KOL,PAT-2019,,90,20
ORD-50211,2025/01/02 16:04,M106,Choco Lava Cake,Desserts,179.0,4,716.0,OUT-BLR,PAT-2017,,8,12
ORD-50212,2025-03-03 08:45:00,M110,Classic Cheese Burger,Main Course,239.0,4,956.0,OUT-BBSR,PAT-2024,upi,30,8
ORD-50213,2025-03-22 11:56:00,M102,Peri-Peri Fries,Sides,129.0,2,258.0,OUT-KOL,PAT-2019,Card,90,20
ORD-50214,2025-02-16 21:57:00,M108,Cold Brew Coffee,beverages,159.0,3,477.0,OUT-KOL,PAT-2016,card,60,15
ORD-50215,2025-01-05 08:19:00,M110,Classic Cheese Burger,Main Course,239.0,2,478.0,OUT-BBSR,PAT-2003,Wallet,30,8
ORD-50216,2025-01-31 13:55:00,M103,Butter Chicken Bowl,Main Course,329.0,3,987.0,OUT-KOL,PAT-2008,Card,35,8
ORD-50217,2025-03-30 13:26:00,M106,Choco Lava Cake,Desserts,179.0,5,895.0,OUT-KOL,,Cash,8,12
ORD-50218,2025-03-17 08:50:00,M106,Choco Lava Cake,Desserts,179.0,3,537.0,OUT-BBSR,PAT-2006,,8,12
ORD-50219,2025-01-19 15:02:00,M112,Blueberry Cheesecake,Desserts,199.0,3,597.0,OUT-BLR,PAT-2017,Cash,15,6
ORD-50220,2025-01-18 15:07:00,M108,Cold Brew Coffee,beverages,159.0,3,477.0,OUT-KOL,PAT-2013,UPI,60,15
ORD-50221,30-03-2025 12:39:00,M109,Loaded Nachos Platter,starters,269.0,1,269.0,OUT-KOL,PAT-2012,Wallet,5,10
ORD-50222,2025-02-07 19:34:00,M103,Butter Chicken Bowl,Main Course,329.0,5,1645.0,OUT-KOL,PAT-2002,Cash,35,8
ORD-50223,2025-01-29 09:04:00,M103,Butter Chicken Bowl,Main Course,329.0,4,1316.0,OUT-KOL,PAT-2001,Card,35,8
ORD-50224,2025-02-01 14:40:00,M106,Choco Lava Cake,Desserts,179.0,4,716.0,OUT-KOL,PAT-2014,upi,8,12
ORD-50225,2025-01-28 16:02:00,M105,Mango Basil Cooler,Beverages,149.0,3,447.0,OUT-BBSR,,Cash,70,15
ORD-50226,2025/03/23 21:56,M101,Paneer Tikka Skewers,Starters,249.0,1,249.0,OUT-BLR,PAT-2017,Card,40,10
ORD-50227,2025-01-29 14:56:00,M101,Paneer Tikka Skewers,Starters,249.0,4,996.0,OUT-KOL,PAT-2023,Card,40,10
ORD-50228,2025-02-08 17:56:00,M101,Paneer Tikka Skewers,Starters,249.0,1,249.0,OUT-KOL,PAT-2011,,40,10
ORD-50229,2025-02-06 11:09:00,M101,Paneer Tikka Skewers,Starters,249.0,4,996.0,OUT-BLR,PAT-2020,Card,40,10
ORD-50230,2025-01-23 10:07:00,M101,Paneer Tikka Skewers,Starters,249.0,2,498.0,OUT-KOL,PAT-2013,Wallet,40,10
ORD-50231,2025-02-10 08:39:00,M106,Choco Lava Cake,Desserts,179.0,3,537.0,OUT-KOL,PAT-2025,Card,8,12
ORD-50232,2025-03-27 12:16:00,M104,Margherita Wood-Fired Pizza,Main Course,299.0,4,1196.0,OUT-BBSR,PAT-2013,card,25,8
ORD-50233,2025-03-06 12:27:00,M104,Margherita Wood-Fired Pizza,Main Course,299.0,2,598.0,OUT-BBSR,PAT-2004,Card,25,8
ORD-50234,2025-01-19 13:50:00,M104,Margherita Wood-Fired Pizza,Main Course,299.0,3,897.0,OUT-KOL,PAT-2025,cash,25,8
ORD-50235,2025-03-04 19:11:00,M106,Choco Lava Cake,Desserts,179.0,5,895.0,OUT-BBSR,PAT-2022,UPI,8,12
ORD-50236,2025-02-16 18:35:00,M111,Falafel Wrap,Sides,189.0,4,756.0,OUT-KOL,PAT-2019,,22,8
ORD-50237,2025-03-15 21:23:00,M107,Veg Hakka Noodles,Main Course,219.0,1,219.0,OUT-KOL,PAT-2006,,45,10
ORD-50238,2025-01-10 13:17:00,M103,Butter Chicken Bowl,Main Course,329.0,3,987.0,OUT-BBSR,PAT-2006,Wallet,35,8
ORD-50239,2025-03-11 12:11:00,M107,Veg Hakka Noodles,Main Course,219.0,3,657.0,OUT-BBSR,PAT-2010,Wallet,45,10
ORD-50240,2025-01-27 19:00:00,M103,Butter Chicken Bowl,Main Course,329.0,3,987.0,OUT-BLR,PAT-2015,card,35,8
ORD-50241,2025/02/14 14:06,M104,Margherita Wood-Fired Pizza,Main Course,299.0,5,1495.0,OUT-BLR,PAT-2025,card,25,8
ORD-50242,2025-03-23 15:24:00,M107,Veg Hakka Noodles,Main Course,219.0,5,1095.0,OUT-BLR,PAT-2008,UPI,45,10
ORD-50243,2025-01-17 18:14:00,M103,Butter Chicken Bowl,Main Course,329.0,1,329.0,OUT-BLR,PAT-2021,,35,8
ORD-50244,2025-03-23 13:27:00,M104,Margherita Wood-Fired Pizza,Main Course,299.0,3,897.0,OUT-BBSR,PAT-2021,upi,25,8
ORD-50245,2025-01-29 08:21:00,M111,Falafel Wrap,Sides,189.0,2,378.0,OUT-BBSR,PAT-2015,UPI,22,8
ORD-50246,2025-02-25 21:48:00,M102,Peri-Peri Fries,Sides,129.0,1,129.0,OUT-BBSR,PAT-2014,,90,20
ORD-50247,2025-01-18 15:42:00,M109,Loaded Nachos Platter,starters,269.0,4,1076.0,OUT-KOL,PAT-2005,Card,5,10
ORD-50248,2025-01-19 14:27:00,M102,Peri-Peri Fries,Sides,129.0,2,258.0,OUT-BBSR,PAT-2010,Card,90,20
ORD-50249,2025-01-29 12:31:00,M106,Choco Lava Cake,Desserts,179.0,3,537.0,OUT-BLR,PAT-2019,cash,8,12
ORD-50250,2025-01-19 13:18:00,M101,Paneer Tikka Skewers,Starters,249.0,4,996.0,OUT-BLR,PAT-2006,upi,40,10
ORD-50251,2025-01-17 10:19:00,M108,Cold Brew Coffee,beverages,159.0,1,159.0,OUT-BBSR,PAT-2014,Wallet,60,15
ORD-50252,2025-03-31 08:07:00,M109,Loaded Nachos Platter,starters,269.0,1,269.0,OUT-BBSR,PAT-2020,UPI,5,10
ORD-50253,2025-03-21 08:59:00,M103,Butter Chicken Bowl,Main Course,329.0,3,987.0,OUT-KOL,PAT-2014,Cash,35,8
ORD-50254,2025-01-28 14:13:00,M107,Veg Hakka Noodles,Main Course,219.0,4,876.0,OUT-BBSR,,Cash,45,10
ORD-50255,2025-03-09 18:50:00,M112,Blueberry Cheesecake,Desserts,199.0,3,597.0,OUT-KOL,PAT-2003,Cash,15,6
ORD-50256,2025/01/29 19:43,M103,Butter Chicken Bowl,Main Course,329.0,4,1316.0,OUT-KOL,PAT-2008,Wallet,35,8
ORD-50257,2025-01-29 16:58:00,M102,Peri-Peri Fries,Sides,129.0,2,258.0,OUT-BLR,,UPI,90,20
ORD-50258,2025-01-22 17:15:00,M105,Mango Basil Cooler,Beverages,149.0,3,447.0,OUT-KOL,PAT-2011,Card,70,15
ORD-50259,2025-03-02 11:19:00,M110,Classic Cheese Burger,Main Course,239.0,1,239.0,OUT-BBSR,PAT-2005,Card,30,8
ORD-50260,2025-02-08 12:30:00,M101,Paneer Tikka Skewers,Starters,249.0,4,996.0,OUT-BLR,PAT-2009,,40,10
ORD-50261,27-02-2025 21:47:00,M102,Peri-Peri Fries,Sides,129.0,1,129.0,OUT-KOL,PAT-2006,,90,20
ORD-50262,2025-01-07 08:13:00,M107,Veg Hakka Noodles,Main Course,219.0,4,876.0,OUT-BBSR,PAT-2022,upi,45,10
ORD-50263,2025-03-06 15:58:00,M103,Butter Chicken Bowl,Main Course,329.0,3,987.0,OUT-KOL,PAT-2023,,35,8
ORD-50264,2025-02-12 21:37:00,M112,Blueberry Cheesecake,Desserts,199.0,1,199.0,OUT-BLR,PAT-2018,card,15,6
ORD-50265,2025-03-25 16:40:00,M109,Loaded Nachos Platter,starters,269.0,2,538.0,OUT-BBSR,PAT-2002,Card,5,10
ORD-50266,2025-03-16 16:13:00,M111,Falafel Wrap,Sides,189.0,5,945.0,OUT-BLR,PAT-2004,Cash,22,8
ORD-50267,2025-03-19 13:36:00,M112,Blueberry Cheesecake,Desserts,199.0,1,199.0,OUT-BLR,PAT-2005,,15,6
ORD-50268,2025-03-31 17:57:00,M106,Choco Lava Cake,Desserts,179.0,5,895.0,OUT-BBSR,PAT-2007,cash,8,12
ORD-50269,2025-03-16 08:26:00,M102,Peri-Peri Fries,Sides,129.0,3,387.0,OUT-BBSR,PAT-2006,Card,90,20
ORD-50270,2025-03-15 10:35:00,M104,Margherita Wood-Fired Pizza,Main Course,299.0,2,598.0,OUT-KOL,PAT-2013,Wallet,25,8
ORD-50271,2025/01/16 12:19,M112,Blueberry Cheesecake,Desserts,199.0,2,398.0,OUT-BLR,PAT-2012,card,15,6
ORD-50272,2025-01-01 13:02:00,M108,Cold Brew Coffee,beverages,159.0,5,795.0,OUT-KOL,PAT-2001,card,60,15
ORD-50273,2025-03-19 11:27:00,M108,Cold Brew Coffee,beverages,159.0,2,318.0,OUT-BBSR,PAT-2013,card,60,15
ORD-50274,2025-03-03 08:47:00,M109,Loaded Nachos Platter,starters,269.0,4,1076.0,OUT-KOL,PAT-2008,Cash,5,10
ORD-50275,2025-01-23 18:32:00,M109,Loaded Nachos Platter,starters,269.0,3,807.0,OUT-KOL,PAT-2025,Card,5,10
ORD-50276,2025-03-23 13:29:00,M104,Margherita Wood-Fired Pizza,Main Course,299.0,1,299.0,OUT-BBSR,PAT-2013,,25,8
ORD-50277,2025-02-11 14:04:00,M101,Paneer Tikka Skewers,Starters,249.0,2,498.0,OUT-KOL,PAT-2021,cash,40,10
ORD-50278,2025-03-19 12:12:00,M106,Choco Lava Cake,Desserts,179.0,5,895.0,OUT-BLR,PAT-2009,cash,8,12
ORD-50279,2025-02-26 19:33:00,M106,Choco Lava Cake,Desserts,179.0,2,358.0,OUT-BBSR,PAT-2012,upi,8,12
ORD-50280,2025-03-22 15:38:00,M104,Margherita Wood-Fired Pizza,Main Course,299.0,1,299.0,OUT-BLR,PAT-2004,,25,8
ORD-50281,27-02-2025 16:05:00,M112,Blueberry Cheesecake,Desserts,199.0,4,796.0,OUT-BBSR,PAT-2013,Wallet,15,6
ORD-50282,2025-01-07 09:32:00,M107,Veg Hakka Noodles,Main Course,219.0,4,876.0,OUT-KOL,PAT-2020,,45,10
ORD-50283,2025-02-22 17:19:00,M109,Loaded Nachos Platter,starters,269.0,2,538.0,OUT-BLR,PAT-2006,Wallet,5,10
ORD-50284,2025-03-12 08:34:00,M112,Blueberry Cheesecake,Desserts,199.0,2,398.0,OUT-KOL,PAT-2024,,15,6
ORD-50285,2025-01-16 22:57:00,M107,Veg Hakka Noodles,Main Course,219.0,3,657.0,OUT-BLR,PAT-2009,Cash,45,10
ORD-50286,2025/01/31 22:59,M111,Falafel Wrap,Sides,189.0,5,945.0,OUT-BLR,PAT-2011,Card,22,8
ORD-50287,2025-02-07 15:17:00,M105,Mango Basil Cooler,Beverages,149.0,1,149.0,OUT-BLR,PAT-2007,Cash,70,15
ORD-50288,2025-03-17 16:51:00,M112,Blueberry Cheesecake,Desserts,199.0,2,398.0,OUT-BLR,PAT-2001,Wallet,15,6
ORD-50289,2025-03-16 21:35:00,M112,Blueberry Cheesecake,Desserts,199.0,1,199.0,OUT-KOL,PAT-2023,cash,15,6
ORD-50290,2025-01-31 21:55:00,M106,Choco Lava Cake,Desserts,179.0,5,895.0,OUT-KOL,PAT-2018,Wallet,8,12
ORD-50291,2025-02-25 08:54:00,M104,Margherita Wood-Fired Pizza,Main Course,299.0,2,598.0,OUT-BBSR,PAT-2017,Cash,25,8
ORD-50292,2025-03-21 15:06:00,M105,Mango Basil Cooler,Beverages,149.0,4,596.0,OUT-BBSR,PAT-2013,UPI,70,15
ORD-50293,2025-03-20 20:24:00,M111,Falafel Wrap,Sides,189.0,3,567.0,OUT-BLR,PAT-2002,UPI,22,8
ORD-50294,2025-01-20 13:51:00,M101,Paneer Tikka Skewers,Starters,249.0,3,747.0,OUT-BBSR,PAT-2002,UPI,40,10
ORD-50295,2025-03-23 22:59:00,M106,Choco Lava Cake,Desserts,179.0,5,895.0,OUT-BBSR,PAT-2013,,8,12
ORD-50296,2025-01-13 14:53:00,M103,Butter Chicken Bowl,Main Course,329.0,4,1316.0,OUT-KOL,PAT-2007,cash,35,8
ORD-50297,2025-03-18 09:41:00,M102,Peri-Peri Fries,Sides,129.0,4,516.0,OUT-KOL,PAT-2006,,90,20
ORD-50298,2025-01-14 14:36:00,M109,Loaded Nachos Platter,starters,269.0,2,538.0,OUT-BLR,PAT-2001,UPI,5,10
ORD-50299,2025-01-31 15:48:00,M106,Choco Lava Cake,Desserts,179.0,3,537.0,OUT-KOL,PAT-2003,upi,8,12
ORD-50300,2025-02-12 11:18:00,M107,Veg Hakka Noodles,Main Course,219.0,4,876.0,OUT-KOL,PAT-2023,,45,10
ORD-50301,2025/02/20 17:22,M103,Butter Chicken Bowl,Main Course,329.0,3,987.0,OUT-BLR,PAT-2007,upi,35,8
ORD-50302,2025-03-03 14:51:00,M111,Falafel Wrap,Sides,189.0,1,189.0,OUT-BLR,PAT-2023,,22,8
ORD-50303,2025-02-07 12:38:00,M105,Mango Basil Cooler,Beverages,149.0,1,149.0,OUT-BLR,PAT-2010,Card,70,15
ORD-50304,2025-01-27 09:09:00,M103,Butter Chicken Bowl,Main Course,329.0,3,987.0,OUT-BBSR,PAT-2007,Card,35,8
ORD-50305,2025-03-22 15:50:00,M110,Classic Cheese Burger,Main Course,239.0,1,239.0,OUT-BBSR,PAT-2023,cash,30,8
ORD-50306,2025-01-03 16:24:00,M106,Choco Lava Cake,Desserts,179.0,5,895.0,OUT-KOL,PAT-2010,Cash,8,12
ORD-50307,2025-01-18 13:09:00,M104,Margherita Wood-Fired Pizza,Main Course,299.0,5,1495.0,OUT-KOL,PAT-2024,UPI,25,8
ORD-50308,2025-01-02 22:09:00,M101,Paneer Tikka Skewers,Starters,249.0,4,996.0,OUT-BLR,PAT-2015,Cash,40,10
ORD-50309,2025-01-18 10:16:00,M104,Margherita Wood-Fired Pizza,Main Course,299.0,4,1196.0,OUT-BBSR,PAT-2020,Cash,25,8
ORD-50310,2025-02-25 15:43:00,M105,Mango Basil Cooler,Beverages,149.0,1,149.0,OUT-KOL,PAT-2007,Card,70,15
ORD-50311,2025-03-06 16:47:00,M106,Choco Lava Cake,Desserts,179.0,1,179.0,OUT-BLR,PAT-2020,Wallet,8,12
ORD-50312,2025-03-01 11:26:00,M103,Butter Chicken Bowl,Main Course,329.0,1,329.0,OUT-BBSR,PAT-2014,upi,35,8
ORD-50313,2025-03-22 14:13:00,M108,Cold Brew Coffee,beverages,159.0,3,477.0,OUT-KOL,PAT-2006,Card,60,15
ORD-50314,2025-01-24 12:40:00,M106,Choco Lava Cake,Desserts,179.0,4,716.0,OUT-BLR,PAT-2012,card,8,12
ORD-50315,2025-03-08 09:51:00,M106,Choco Lava Cake,Desserts,179.0,1,179.0,OUT-BLR,PAT-2009,,8,12
ORD-50316,2025/03/20 14:49,M108,Cold Brew Coffee,beverages,159.0,2,318.0,OUT-BLR,PAT-2021,cash,60,15
ORD-50317,2025-01-15 09:29:00,M110,Classic Cheese Burger,Main Course,239.0,3,717.0,OUT-KOL,PAT-2022,upi,30,8
ORD-50318,2025-02-20 18:44:00,M109,Loaded Nachos Platter,starters,269.0,3,807.0,OUT-BBSR,PAT-2004,UPI,5,10
ORD-50319,2025-02-26 09:18:00,M112,Blueberry Cheesecake,Desserts,199.0,2,398.0,OUT-KOL,PAT-2001,Wallet,15,6
ORD-50320,2025-03-10 21:54:00,M111,Falafel Wrap,Sides,189.0,2,378.0,OUT-BBSR,PAT-2020,cash,22,8
ORD-50321,25-03-2025 13:18:00,M101,Paneer Tikka Skewers,Starters,249.0,2,498.0,OUT-BLR,PAT-2006,cash,40,10
ORD-50322,2025-01-12 12:26:00,M105,Mango Basil Cooler,Beverages,149.0,5,745.0,OUT-BBSR,PAT-2006,upi,70,15
ORD-50323,2025-03-25 19:50:00,M107,Veg Hakka Noodles,Main Course,219.0,2,438.0,OUT-BBSR,PAT-2020,cash,45,10
ORD-50324,2025-03-10 21:00:00,M101,Paneer Tikka Skewers,Starters,249.0,4,996.0,OUT-BLR,PAT-2024,,40,10
ORD-50325,2025-02-17 13:28:00,M109,Loaded Nachos Platter,starters,269.0,2,538.0,OUT-KOL,PAT-2022,Wallet,5,10
ORD-50326,2025-02-23 21:42:00,M102,Peri-Peri Fries,Sides,129.0,5,645.0,OUT-BLR,PAT-2019,UPI,90,20
ORD-50327,2025-03-08 19:13:00,M110,Classic Cheese Burger,Main Course,239.0,2,478.0,OUT-BBSR,PAT-2017,Cash,30,8
ORD-50328,2025-02-20 11:33:00,M105,Mango Basil Cooler,Beverages,149.0,4,596.0,OUT-KOL,PAT-2021,Card,70,15
ORD-50329,2025-03-19 13:43:00,M111,Falafel Wrap,Sides,189.0,5,945.0,OUT-BBSR,PAT-2018,Cash,22,8
ORD-50330,2025-03-28 08:06:00,M101,Paneer Tikka Skewers,Starters,249.0,4,996.0,OUT-BLR,PAT-2023,UPI,40,10
ORD-50331,2025/02/06 08:18,M107,Veg Hakka Noodles,Main Course,219.0,1,219.0,OUT-BLR,PAT-2006,,45,10
ORD-50332,2025-01-20 10:48:00,M111,Falafel Wrap,Sides,189.0,1,189.0,OUT-BLR,PAT-2022,Wallet,22,8
ORD-50333,2025-01-20 09:08:00,M102,Peri-Peri Fries,Sides,129.0,2,258.0,OUT-BBSR,PAT-2012,upi,90,20
ORD-50334,2025-03-06 12:23:00,M103,Butter Chicken Bowl,Main Course,329.0,3,987.0,OUT-BLR,PAT-2025,cash,35,8
ORD-50335,2025-02-23 10:31:00,M107,Veg Hakka Noodles,Main Course,219.0,5,1095.0,OUT-BBSR,PAT-2023,upi,45,10
ORD-50336,2025-03-05 18:34:00,M109,Loaded Nachos Platter,starters,269.0,1,269.0,OUT-BBSR,PAT-2009,,5,10
ORD-50337,2025-01-20 17:22:00,M105,Mango Basil Cooler,Beverages,149.0,5,745.0,OUT-BLR,PAT-2006,Cash,70,15
ORD-50338,2025-01-04 13:16:00,M102,Peri-Peri Fries,Sides,129.0,3,387.0,OUT-BLR,PAT-2022,UPI,90,20
ORD-50339,2025-02-17 12:05:00,M112,Blueberry Cheesecake,Desserts,199.0,4,796.0,OUT-BLR,,Card,15,6
ORD-50340,2025-03-05 14:39:00,M106,Choco Lava Cake,Desserts,179.0,2,358.0,OUT-BBSR,PAT-2002,Wallet,8,12
ORD-50341,28-01-2025 22:29:00,M109,Loaded Nachos Platter,starters,269.0,4,1076.0,OUT-KOL,PAT-2020,cash,5,10
ORD-50342,2025-02-10 11:34:00,M105,Mango Basil Cooler,Beverages,149.0,4,596.0,OUT-BLR,PAT-2010,Wallet,70,15
ORD-50343,2025-03-04 13:06:00,M111,Falafel Wrap,Sides,189.0,1,189.0,OUT-BLR,PAT-2024,,22,8
ORD-50344,2025-02-18 17:32:00,M111,Falafel Wrap,Sides,189.0,2,378.0,OUT-KOL,PAT-2020,Card,22,8
ORD-50345,2025-01-27 19:49:00,M108,Cold Brew Coffee,beverages,159.0,4,636.0,OUT-BBSR,PAT-2015,Card,60,15
ORD-50346,2025/02/16 12:47,M112,Blueberry Cheesecake,Desserts,199.0,1,199.0,OUT-BBSR,,UPI,15,6
ORD-50347,2025-03-15 20:05:00,M102,Peri-Peri Fries,Sides,129.0,5,645.0,OUT-BBSR,PAT-2010,upi,90,20
ORD-50348,2025-01-08 19:04:00,M105,Mango Basil Cooler,Beverages,149.0,1,149.0,OUT-BBSR,PAT-2011,Wallet,70,15
ORD-50349,2025-03-02 08:25:00,M111,Falafel Wrap,Sides,189.0,2,378.0,OUT-BLR,PAT-2005,upi,22,8
ORD-50350,2025-03-25 13:00:00,M106,Choco Lava Cake,Desserts,179.0,5,895.0,OUT-KOL,PAT-2011,cash,8,12
