id,product_id,customer_id,quantity,sales_amount,sale_date
1470,OFF-BI-10003982,DK-12835,2,41.54,2017-12-09
1471,OFF-PA-10001293,DK-12835,2,12.96,2017-12-09
1472,OFF-AR-10000634,ON-18715,2,6.848,2015-09-24
1473,OFF-LA-10004272,KN-16390,3,8.67,2017-07-11
1474,FUR-FU-10004270,NM-18520,4,6.688,2015-12-01
1475,OFF-AR-10003770,NP-18685,6,17.28,2016-11-19
1476,OFF-BI-10000320,NP-18685,3,17.712,2016-11-19
1477,OFF-LA-10003121,CG-12040,7,28.91,2017-03-19
1478,OFF-SU-10000381,CS-12505,7,52.136,2016-11-13
1479,TEC-PH-10000376,KD-16345,4,31.968,2017-11-19
1480,OFF-PA-10002262,MK-18160,4,25.92,2016-12-02
1481,OFF-PA-10002464,MK-18160,7,40.46,2016-12-02
1482,OFF-ST-10002214,MK-18160,3,33.87,2016-12-02
1483,OFF-AR-10003560,DW-13540,2,9.728,2017-08-25
1484,OFF-PA-10000130,DW-13540,1,3.424,2017-08-25
1485,TEC-AC-10000865,CP-12340,3,177.0,2016-10-14
1486,OFF-FA-10003021,MS-17770,2,3.76,2014-11-27
1487,TEC-PH-10003580,CM-12655,7,1212.848,2015-11-03
1488,TEC-AC-10001109,CM-12655,3,89.97,2015-11-03
1489,FUR-FU-10003347,CM-12655,3,42.6,2015-11-03
1490,OFF-LA-10000452,Co-12640,2,5.04,2014-11-29
1491,OFF-EN-10002986,DL-13495,4,62.96,2017-04-30
1492,OFF-PA-10001838,TS-21370,1,5.88,2017-11-24
1493,FUR-CH-10000785,TS-21370,6,977.292,2017-11-24
1494,FUR-FU-10002885,JW-15220,2,9.64,2017-10-30
1495,OFF-AR-10002952,RF-19840,3,40.05,2014-12-17
1496,OFF-AR-10003759,JD-15790,7,10.192,2017-09-04
1497,OFF-ST-10004950,JD-15790,1,16.784,2017-09-04
1498,OFF-AR-10001940,JD-15790,5,13.12,2017-09-04
1499,OFF-BI-10003981,NK-18490,5,18.16,2016-10-17
1500,OFF-PA-10002749,NG-18430,3,16.056,2017-11-12
1501,OFF-PA-10003823,NG-18430,9,223.056,2017-11-12
1502,OFF-ST-10003716,NG-18430,3,540.048,2017-11-12
1503,TEC-PH-10001300,AT-10435,2,33.52,2016-11-24
1504,FUR-FU-10000010,AT-10435,2,9.94,2016-11-24
1505,OFF-AR-10001868,PC-19000,4,6.72,2015-08-01
1506,FUR-TA-10003715,PC-19000,6,1004.976,2015-08-01
1507,OFF-BI-10003708,AR-10540,3,17.88,2017-12-24
1508,TEC-MA-10004458,CS-12505,4,396.0,2016-09-17
1509,OFF-BI-10004965,LS-16975,3,34.5,2017-12-10
1510,FUR-FU-10004270,JM-15535,2,8.36,2017-09-12
1511,OFF-AR-10002135,NH-18610,8,385.6,2017-06-24
1512,OFF-AR-10003514,NH-18610,9,35.82,2017-06-24
1513,OFF-ST-10002276,RA-19915,3,200.064,2017-08-18
1514,OFF-BI-10001098,RA-19915,5,21.38,2017-08-18
1515,OFF-BI-10001636,RA-19915,4,6.744,2017-08-18
1516,FUR-CH-10002961,AI-10855,1,63.686,2017-12-11
1517,FUR-TA-10004256,MC-17845,4,1669.6,2017-12-10
1518,OFF-BI-10004593,TB-21400,2,83.84,2014-02-03
1519,OFF-BI-10002827,TB-21400,3,13.272,2014-02-03
1520,OFF-BI-10001759,VW-21775,7,21.336,2017-02-11
1521,OFF-AR-10001419,PL-18925,5,16.52,2017-04-16
1522,FUR-FU-10002253,GH-14425,6,206.112,2015-12-06
1523,OFF-PA-10002586,GH-14425,5,19.92,2015-12-06
1524,OFF-PA-10003039,GH-14425,8,198.272,2015-12-06
1525,OFF-ST-10004804,GH-14425,6,247.104,2015-12-06
1526,OFF-AR-10004042,GH-14425,6,86.304,2015-12-06
1527,OFF-AR-10002221,CJ-12010,2,4.16,2016-07-22
1528,FUR-FU-10002456,CJ-12010,2,11.648,2016-07-22
1529,OFF-FA-10004968,MC-18130,7,26.18,2015-11-07
1530,OFF-PA-10001274,MC-18130,2,7.3,2015-11-07
1531,OFF-PA-10001125,BV-11245,3,74.352,2015-03-26
1532,OFF-ST-10000344,JF-15490,1,10.744,2017-08-31
1533,OFF-FA-10000585,JF-15490,3,8.376,2017-08-31
1534,OFF-ST-10003324,EB-13840,6,212.88,2016-12-04
1535,FUR-BO-10004015,MP-18175,2,203.983,2017-02-10
1536,OFF-ST-10000419,JM-15655,3,40.74,2016-10-29
1537,OFF-AP-10001626,JM-15655,3,11.67,2016-10-29
1538,TEC-PH-10000439,CL-11890,1,39.99,2017-09-15
1539,OFF-AR-10003478,CL-11890,2,16.28,2017-09-15
1540,FUR-BO-10002545,CL-11890,3,782.94,2017-09-15
1541,OFF-BI-10001765,CL-11890,7,242.48,2017-09-15
1542,FUR-FU-10003981,CK-12205,5,8.32,2014-03-11
1543,OFF-FA-10001561,CK-12205,6,10.464,2014-03-11
1544,OFF-BI-10004230,DB-13270,3,82.896,2014-02-04
1545,OFF-PA-10000350,DB-13270,4,34.24,2014-02-04
1546,FUR-BO-10002613,PC-18745,7,1573.488,2014-12-31
1547,OFF-PA-10000994,VB-21745,4,335.52,2015-11-23
1548,OFF-BI-10002867,VB-21745,2,23.912,2015-11-23
1549,OFF-ST-10001291,VB-21745,2,27.056,2015-11-23
1550,TEC-CO-10001046,EP-13915,1,559.992,2014-07-06
1551,OFF-AP-10004868,ME-17320,6,9.324,2017-11-13
1552,OFF-PA-10000806,IG-15085,2,111.96,2016-06-17
1553,OFF-LA-10002195,JS-15940,7,21.56,2014-05-03
1554,OFF-BI-10003719,BO-11425,5,124.75,2017-10-16
1555,OFF-AR-10001315,VW-21775,3,5.28,2015-02-06
1556,TEC-AC-10000171,AB-10150,4,91.96,2017-09-04
1557,OFF-EN-10003134,JW-16075,1,9.344,2016-05-09
1558,OFF-AR-10001955,JW-16075,5,79.36,2016-05-09
1559,FUR-TA-10001039,JE-15475,2,171.96,2015-03-16
1560,OFF-BI-10003712,EB-13750,9,35.352,2016-04-09
1561,OFF-LA-10001641,PK-18910,6,18.9,2014-04-04
1562,OFF-AR-10003732,CS-12400,1,2.78,2017-09-05
1563,FUR-TA-10000577,SG-20470,5,1044.63,2017-06-30
1564,OFF-PA-10004000,CM-12190,3,11.352,2015-11-09
1565,OFF-ST-10001370,CL-12565,5,354.9,2014-03-04
1566,TEC-PH-10004539,JO-15550,3,453.576,2015-03-19
1567,TEC-AC-10003038,AW-10840,3,21.48,2015-11-29
1568,OFF-BI-10000088,AW-10840,4,8.784,2015-11-29
1569,OFF-PA-10000357,DV-13465,3,122.97,2017-06-11
1570,OFF-AR-10003504,AH-10075,3,12.84,2017-11-26
1571,FUR-CH-10000863,SC-20095,5,603.92,2014-11-23
1572,OFF-EN-10003160,SC-20095,3,21.84,2014-11-23
1573,TEC-AC-10003280,SC-20095,1,29.99,2014-11-23
1574,FUR-CH-10000595,SC-20095,2,381.44,2014-11-23
1575,TEC-PH-10000169,MC-18100,3,40.68,2014-12-15
1576,FUR-CH-10004675,MC-18100,5,763.28,2014-12-15
1577,OFF-ST-10002406,TT-21460,2,23.952,2016-04-22
1578,OFF-PA-10001526,AP-10720,1,4.98,2016-05-23
1579,OFF-AP-10004336,DL-12865,3,170.88,2016-02-27
1580,TEC-PH-10003012,NP-18325,2,307.98,2015-08-09
1581,FUR-TA-10002607,NP-18325,9,382.806,2015-08-09
1582,OFF-ST-10000642,NP-18325,2,41.96,2015-08-09
1583,OFF-BI-10000545,NP-18325,2,1217.568,2015-08-09
1584,FUR-FU-10002157,NP-18325,3,47.04,2015-08-09
1585,FUR-FU-10001706,NP-18325,2,6.16,2015-08-09
1586,TEC-PH-10000984,NP-18325,5,979.95,2015-08-09
1587,OFF-PA-10001357,NP-18325,3,143.7,2015-08-09
1588,OFF-FA-10000992,NP-18325,3,10.65,2015-08-09
1589,TEC-AC-10002600,NP-18325,4,247.8,2015-08-09
1590,OFF-AR-10001662,VG-21805,4,10.96,2016-05-12
1591,OFF-AR-10001221,MY-18295,7,33.488,2016-04-15
1592,OFF-FA-10002988,MY-18295,5,8.04,2016-04-15
1593,TEC-PH-10004830,RD-19480,4,201.568,2015-06-23
1594,OFF-PA-10004519,JF-15490,3,13.44,2014-10-19
1595,FUR-BO-10000362,DP-13390,3,359.058,2015-03-24
1596,FUR-CH-10004540,MD-17350,2,47.992,2017-05-08
1597,FUR-FU-10001290,MY-17380,13,547.3,2017-10-16
1598,OFF-PA-10000308,AB-10150,4,16.896,2017-11-19
1599,OFF-SU-10001165,AB-10150,1,6.672,2017-11-19
1600,OFF-AR-10003373,AB-10150,4,99.136,2017-11-19
1601,FUR-FU-10001967,AB-10150,2,15.992,2017-11-19
1602,FUR-FU-10001488,GB-14530,2,211.96,2016-05-08
1603,OFF-AR-10003251,CA-12775,3,6.672,2016-12-11
1604,OFF-AR-10001044,ME-17725,6,155.94,2017-11-30
1605,TEC-PH-10004700,JO-15280,5,39.96,2016-04-19
1606,OFF-AR-10000823,JO-15280,3,5.46,2016-04-19
1607,OFF-AR-10004456,JO-15280,5,73.2,2016-04-19
1608,OFF-BI-10000050,JO-15280,1,5.84,2016-04-19
1609,OFF-PA-10002377,JO-15280,4,22.72,2016-04-19
1610,OFF-BI-10000591,JO-15280,3,9.336,2016-04-19
1611,FUR-BO-10000362,ML-17395,2,290.666,2014-05-26
1612,TEC-PH-10000441,ML-17395,2,201.584,2014-05-26
1613,TEC-PH-10002726,ML-17395,2,83.984,2014-05-26
1614,OFF-ST-10003306,YS-21880,7,1000.02,2017-12-21
1615,TEC-AC-10004855,PL-18925,3,83.976,2016-03-15
1616,OFF-LA-10002787,JK-16120,1,3.75,2015-08-10
1617,OFF-LA-10002043,JK-16120,4,41.4,2015-08-10
1618,OFF-AR-10001915,JK-16120,3,29.79,2015-08-10
1619,OFF-ST-10000352,PN-18775,2,59.48,2016-09-10
1620,OFF-PA-10000575,PN-18775,1,6.69,2016-09-10
1621,FUR-FU-10002937,JC-15385,2,198.46,2017-07-08
1622,OFF-LA-10003930,JC-15385,8,786.48,2017-07-08
1623,OFF-BI-10001107,JC-15385,2,23.168,2017-07-08
1624,TEC-AC-10003063,JC-15385,2,50.0,2017-07-08
1625,TEC-PH-10002922,JG-15160,5,675.96,2015-12-19
1626,TEC-AC-10002049,JG-15160,3,1265.85,2015-12-19
1627,OFF-AP-10002457,PO-19180,5,523.25,2015-11-16
1628,FUR-CH-10001270,MC-17275,6,517.5,2015-09-24
1629,FUR-FU-10004415,AS-10240,5,17.92,2017-06-21
1630,OFF-BI-10001510,AS-10240,6,41.256,2017-06-21
1631,OFF-ST-10002011,CL-12565,3,1006.056,2016-05-08
1632,OFF-PA-10002986,CL-12565,2,10.688,2016-05-08
1633,OFF-PA-10004451,CL-12565,2,10.368,2016-05-08
1634,OFF-ST-10000649,CL-12565,2,25.12,2016-05-08
1635,TEC-AC-10001465,CL-12565,2,58.112,2016-05-08
1636,OFF-PA-10001166,NW-18400,3,15.552,2014-11-26
1637,OFF-ST-10001097,NW-18400,5,669.08,2014-11-26
1638,TEC-PH-10000038,NW-18400,4,438.336,2014-11-26
1639,OFF-PA-10002689,TB-21280,3,19.44,2016-05-26
1640,OFF-BI-10004728,TB-21280,2,9.64,2016-05-26
1641,OFF-PA-10004675,TB-21280,2,12.7,2016-05-26
1642,FUR-FU-10000629,TB-21280,3,41.37,2016-05-26
1643,OFF-FA-10003112,BS-11380,2,12.624,2014-11-29
1644,OFF-ST-10000142,FH-14365,3,1247.64,2015-03-19
1645,TEC-CO-10001766,FH-14365,7,3149.93,2015-03-19
1646,OFF-PA-10004359,FH-14365,2,209.7,2015-03-19
1647,TEC-AC-10002323,VM-21685,2,35.36,2015-11-01
1648,OFF-FA-10001135,VM-21685,2,3.168,2015-11-01
1649,OFF-BI-10004224,SF-20200,6,121.104,2015-09-26
1650,TEC-PH-10003357,SF-20200,1,45.894,2015-09-26
1651,OFF-PA-10004475,HH-15010,2,109.92,2014-08-29
1652,OFF-PA-10003001,HH-15010,2,13.36,2014-08-29
1653,OFF-ST-10003442,CD-12280,6,169.68,2017-11-18
1654,TEC-AC-10003832,CD-12280,4,132.52,2017-11-18
1655,OFF-FA-10000611,CD-12280,2,2.96,2017-11-18
1656,OFF-BI-10001116,CD-12280,2,8.448,2017-11-18
1657,OFF-ST-10000563,CD-12280,3,95.94,2017-11-18
1658,FUR-FU-10000010,HL-15040,7,34.79,2014-05-12
1659,TEC-PH-10004922,TH-21100,3,160.776,2017-01-20
1660,OFF-BI-10004330,MM-18055,3,88.752,2017-10-30
1661,OFF-BI-10002072,MM-18055,2,13.904,2017-10-30
1662,TEC-PH-10002549,QJ-19255,5,677.58,2017-04-30
1663,OFF-BI-10002353,QJ-19255,3,13.896,2017-04-30
1664,OFF-ST-10001325,NS-18505,5,41.92,2016-11-24
1665,TEC-AC-10002049,NS-18505,3,297.576,2016-11-24
1666,OFF-FA-10002676,NS-18505,3,4.344,2016-11-24
1667,TEC-AC-10003023,NS-18505,2,94.992,2016-11-24
1668,OFF-PA-10000167,NS-18505,3,74.352,2016-11-24
1669,OFF-AR-10003405,NS-18505,3,14.04,2016-11-24
1670,FUR-TA-10001889,MM-17920,4,1018.104,2015-01-10
1671,TEC-PH-10002185,RD-19480,3,16.68,2017-10-19
1672,TEC-AC-10001013,RB-19645,2,58.58,2016-03-22
1673,TEC-PH-10002726,RD-19585,4,167.968,2017-07-03
1674,OFF-LA-10003930,SW-20455,2,196.62,2015-12-11
1675,FUR-FU-10003535,SF-20965,2,21.936,2015-09-17
1676,OFF-BI-10000088,SF-20965,3,6.588,2015-09-17
1677,OFF-ST-10000604,EB-13930,3,104.28,2016-05-18
1678,OFF-PA-10004040,EB-13930,3,17.94,2016-05-18
1679,OFF-ST-10002344,SB-20290,1,64.784,2014-09-07
1680,TEC-PH-10003589,SB-20290,3,32.382,2014-09-07
1681,FUR-FU-10000758,SB-20290,2,42.368,2014-09-07
1682,TEC-MA-10004679,SB-20290,4,399.54,2014-09-07
1683,OFF-PA-10000176,PS-18760,1,18.97,2016-09-29
1684,FUR-FU-10002597,CB-12535,3,14.82,2016-11-07
1685,OFF-AP-10002495,DK-12835,2,99.28,2017-04-24
1686,OFF-BI-10002813,DK-12835,2,1.188,2017-04-24
1687,OFF-BI-10002414,DK-12835,2,7.518,2017-04-24
1688,OFF-PA-10000788,AW-10840,2,10.368,2017-12-10
1689,FUR-FU-10004306,AW-10840,2,310.88,2017-12-10
1690,FUR-TA-10001539,TS-21610,6,853.092,2014-08-16
1691,OFF-PA-10000575,HF-14995,5,33.45,2017-12-09
1692,OFF-BI-10004182,HF-14995,5,10.4,2017-12-09
1693,FUR-FU-10004020,HZ-14950,5,21.88,2016-03-14
1694,TEC-AC-10003133,AB-10255,2,13.616,2016-06-26
1695,TEC-AC-10002006,PO-19195,4,63.96,2015-09-25
1696,OFF-BI-10003314,PO-19195,3,14.46,2015-09-25
1697,TEC-PH-10002726,PO-19195,2,104.98,2015-09-25
1698,OFF-AP-10000240,AG-10900,2,106.96,2015-12-27
1699,OFF-LA-10002381,AG-10900,7,21.56,2015-12-27
1700,FUR-TA-10004086,SC-20725,6,515.88,2014-06-03
1701,OFF-BI-10000320,ND-18370,2,11.808,2015-07-13
1702,FUR-CH-10000595,ND-18370,9,1931.04,2015-07-13
1703,OFF-PA-10000349,ND-18370,2,9.96,2015-07-13
1704,OFF-FA-10001843,CD-12790,5,12.35,2014-02-02
1705,OFF-BI-10003676,PG-18820,3,9.702,2016-03-08
1706,OFF-BI-10003638,IM-15070,2,11.61,2015-11-22
1707,OFF-LA-10003077,JK-15205,6,43.86,2017-10-30
1708,TEC-PH-10003505,JK-15205,2,148.48,2017-10-30
1709,OFF-PA-10003424,JK-15205,2,7.42,2017-10-30
1710,FUR-CH-10003061,JK-15205,1,71.992,2017-10-30
1711,OFF-AR-10003514,JK-15205,5,19.9,2017-10-30
1712,OFF-AP-10002684,JK-15205,14,1702.12,2017-10-30
1713,OFF-PA-10004405,JP-15520,6,14.304,2015-01-30
1714,FUR-TA-10004289,MM-18055,7,765.625,2017-09-08
1715,FUR-BO-10003965,DC-13285,2,307.666,2017-10-07
1716,OFF-BI-10003314,JL-15835,2,7.712,2016-04-30
1717,OFF-AP-10001563,BN-11515,5,242.9,2016-05-19
1718,OFF-ST-10004123,BN-11515,5,454.9,2016-05-19
1719,FUR-FU-10002088,BN-11515,4,35.92,2016-05-19
1720,FUR-FU-10000010,BN-11515,8,39.76,2016-05-19
1721,OFF-BI-10002824,BN-11515,4,47.744,2016-05-19
1722,TEC-PH-10001061,KD-16345,2,159.984,2015-12-20
1723,TEC-AC-10000736,KD-16345,4,255.968,2015-12-20
1724,FUR-BO-10003966,KD-16345,3,359.058,2015-12-20
1725,OFF-AP-10000828,JK-15370,3,434.352,2015-12-19
1726,OFF-AP-10002906,JK-15370,2,3.552,2015-12-19
1727,OFF-AP-10003860,JK-15370,4,88.832,2015-12-19
1728,FUR-TA-10001307,FM-14215,5,1048.35,2017-04-29
1729,TEC-AC-10003063,CA-12265,4,100.0,2016-02-07
1730,OFF-LA-10001045,CA-12265,3,7.83,2016-02-07
1731,OFF-PA-10001457,KD-16495,8,96.256,2014-09-28
1732,OFF-PA-10001804,KD-16495,2,10.688,2014-09-28
1733,OFF-ST-10000689,LH-17155,3,338.04,2016-07-10
1734,OFF-AR-10002135,LH-17155,4,154.24,2016-07-10
1735,OFF-AP-10002082,AG-10675,2,34.848,2017-07-29
1736,TEC-PH-10003442,AG-10675,5,22.0,2017-07-29
1737,OFF-AR-10002833,AG-10675,3,4.368,2017-07-29
1738,OFF-ST-10001325,DB-13120,3,31.44,2015-09-03
1739,TEC-AC-10003038,DB-13120,2,17.9,2015-09-03
1740,TEC-AC-10003590,DB-13120,5,129.45,2015-09-03
1741,OFF-LA-10000262,ED-13885,8,20.88,2014-08-09
1742,OFF-PA-10004355,MC-18100,4,20.736,2017-10-30
1743,FUR-FU-10004415,MC-18100,2,7.168,2017-10-30
1744,OFF-ST-10002486,MC-18100,2,11.168,2017-10-30
1745,TEC-AC-10001142,MC-18100,7,442.4,2017-10-30
1746,OFF-AR-10002656,BM-11785,2,13.36,2014-06-06
1747,OFF-BI-10000138,EM-14065,8,11.232,2016-08-13
1748,OFF-PA-10004947,EM-14065,3,10.272,2016-08-13
1749,OFF-PA-10003543,DA-13450,2,10.368,2014-04-25
1750,OFF-AR-10002221,DA-13450,3,6.24,2014-04-25
1751,FUR-TA-10004607,MO-17800,2,206.962,2015-11-22
1752,FUR-FU-10001918,JW-15955,2,9.46,2017-10-14
1753,OFF-ST-10004340,VW-21775,9,559.62,2017-12-02
1754,OFF-PA-10004475,VW-21775,2,109.92,2017-12-02
1755,OFF-PA-10003893,VW-21775,2,8.56,2017-12-02
1756,OFF-PA-10000100,TT-21460,11,360.712,2015-12-08
1757,TEC-PH-10001817,TT-21460,6,1718.4,2015-12-08
1758,OFF-BI-10001765,SL-20155,6,41.568,2015-07-13
1759,TEC-AC-10001013,RM-19375,2,46.864,2014-05-11
1760,OFF-AR-10003478,MB-18085,3,19.536,2014-01-05
1761,FUR-BO-10000330,AG-10900,4,411.332,2015-09-05
1762,OFF-BI-10001900,AG-10900,6,28.752,2015-09-05
1763,FUR-BO-10003159,AG-10900,3,293.199,2015-09-05
1764,OFF-SU-10002573,ML-17755,2,35.06,2016-08-04
1765,OFF-LA-10004484,ML-17755,1,4.13,2016-08-04
1766,FUR-FU-10001591,ML-17755,9,109.8,2016-08-04
1767,OFF-LA-10002034,ML-17755,2,9.82,2016-08-04
1768,OFF-BI-10004410,CC-12685,4,7.644,2014-03-22
1769,OFF-BI-10002735,CC-12685,5,51.465,2014-03-22
1770,OFF-SU-10001935,SC-20770,4,6.976,2017-03-02
1771,OFF-BI-10003291,SC-20770,7,12.222,2017-03-02
1772,OFF-ST-10004337,GG-14650,2,97.984,2016-11-27
1773,TEC-AC-10001266,GG-14650,6,62.4,2016-11-27
1774,OFF-BI-10001628,MY-18295,2,20.86,2014-04-28
1775,OFF-ST-10000877,MY-18295,9,497.61,2014-04-28
1776,OFF-AR-10004752,MY-18295,2,5.34,2014-04-28
1777,OFF-LA-10000452,MY-18295,1,3.15,2014-04-28
1778,OFF-PA-10000675,DP-13000,9,368.91,2015-11-24
1779,OFF-AR-10003045,DP-13000,5,14.7,2015-11-24
1780,TEC-AC-10003447,BD-11770,3,59.97,2016-11-11
1781,OFF-ST-10002276,BD-11770,1,83.36,2016-11-11
1782,OFF-PA-10001609,CB-12535,2,6.58,2015-07-09
1783,OFF-BI-10001597,CB-12535,3,122.94,2015-07-09
1784,OFF-PA-10004475,JE-15610,4,219.84,2017-09-22
1785,TEC-AC-10004510,JE-15610,6,98.16,2017-09-22
1786,OFF-BI-10002976,JE-15610,8,33.04,2017-09-22
1787,TEC-PH-10001615,JE-15610,3,86.97,2017-09-22
1788,TEC-PH-10001819,RP-19855,3,134.97,2015-02-15
1789,TEC-PH-10000560,RP-19855,2,699.98,2015-02-15
1790,TEC-AC-10004568,RP-19855,5,139.95,2015-02-15
1791,OFF-PA-10004092,RA-19915,1,48.94,2014-09-30
1792,FUR-CH-10001854,RP-19390,8,2807.84,2014-12-01
1793,OFF-AR-10000475,RP-19390,4,46.64,2014-12-01
1794,OFF-ST-10000777,TB-21175,2,60.416,2014-12-08
1795,OFF-AR-10004022,BE-11455,3,107.94,2016-09-05
1796,OFF-ST-10002352,MR-17545,8,63.84,2017-08-27
1797,TEC-PH-10000455,MR-17545,3,347.97,2017-08-27
1798,OFF-BI-10003910,MR-17545,6,37.008,2017-08-27
1799,FUR-FU-10003039,RM-19375,5,215.65,2016-07-07
1800,OFF-FA-10000585,JF-15565,4,11.168,2016-08-08
1801,OFF-PA-10001994,JF-15565,3,53.952,2016-08-08
1802,FUR-FU-10004270,AS-10135,1,4.18,2016-11-13
1803,OFF-BI-10002498,JA-15970,1,5.607,2017-09-22
1804,OFF-SU-10002881,JA-15970,7,4663.736,2017-09-22
1805,TEC-AC-10002926,JA-15970,2,79.984,2017-09-22
1806,TEC-PH-10002200,GK-14620,7,2575.944,2016-12-25
1807,OFF-PA-10002005,GK-14620,7,45.36,2016-12-25
1808,TEC-AC-10001465,GK-14620,7,254.24,2016-12-25
1809,TEC-PH-10004897,PB-19210,7,69.93,2016-02-11
1810,FUR-FU-10001196,HK-14890,7,16.156,2016-10-23
1811,OFF-PA-10000595,HK-14890,3,54.816,2016-10-23
1812,FUR-TA-10004534,FO-14305,7,1441.3,2014-06-09
1813,FUR-FU-10001861,BT-11680,5,77.6,2017-11-20
1814,FUR-FU-10000206,BT-11680,2,4.656,2017-11-20
1815,FUR-TA-10002607,SP-20620,3,170.136,2015-09-14
1816,OFF-LA-10000443,LL-16840,2,7.38,2015-06-04
1817,OFF-AR-10004685,LL-16840,2,9.26,2015-06-04
1818,OFF-LA-10001771,MC-17575,2,9.96,2015-12-13
1819,OFF-AP-10001394,JL-15235,2,75.6,2014-05-25
1820,FUR-FU-10002553,JL-15235,2,29.32,2014-05-25
1821,OFF-AP-10004233,EA-14035,6,92.064,2016-02-16
1822,OFF-FA-10000304,EA-14035,4,6.976,2016-02-16
1823,FUR-CH-10004754,EA-14035,3,62.958,2016-02-16
1824,OFF-PA-10000809,EA-14035,1,5.184,2016-02-16
1825,OFF-BI-10003694,SA-20830,10,31.32,2016-12-22
1826,FUR-FU-10001935,SA-20830,4,11.84,2016-12-22
1827,FUR-FU-10002878,SA-20830,1,22.784,2016-12-22
1828,TEC-PH-10002624,CH-12070,3,1127.976,2016-02-08
1829,OFF-PA-10000019,ND-18460,6,38.88,2015-07-13
1830,TEC-PH-10002885,BS-11755,2,779.796,2014-05-18
1831,TEC-PH-10000895,SL-20155,8,1439.92,2017-10-21
1832,FUR-TA-10002356,SL-20155,1,262.11,2017-10-21
1833,FUR-CH-10001270,GB-14530,3,207.0,2015-11-05
1834,TEC-MA-10000488,AS-10045,3,1439.982,2017-08-01
1835,OFF-PA-10003729,AS-10045,7,36.288,2017-08-01
1836,OFF-AR-10003056,RM-19375,5,21.4,2014-06-21
1837,OFF-AP-10002518,NH-18610,7,1245.86,2017-02-19
1838,OFF-LA-10000240,BF-10975,3,17.544,2014-08-01
1839,FUR-FU-10000629,BF-10975,4,44.128,2014-08-01
1840,OFF-AP-10001005,BF-10975,1,62.92,2014-08-01
1841,OFF-PA-10002377,BF-10975,2,78.304,2014-08-01
1842,FUR-CH-10000988,KH-16330,1,140.81,2016-07-18
1843,OFF-LA-10001074,FA-14230,4,40.096,2015-02-09
1844,FUR-FU-10001986,FA-14230,2,40.784,2015-02-09
1845,TEC-AC-10003027,GW-14605,3,90.57,2017-07-29
1846,OFF-PA-10001804,DA-13450,6,40.08,2017-01-12
1847,FUR-FU-10004973,DA-13450,2,37.68,2017-01-12
1848,FUR-CH-10002602,FH-14275,3,362.352,2017-09-10
1849,OFF-BI-10004140,FH-14275,2,7.184,2017-09-10
1850,OFF-ST-10000464,RK-19300,1,34.76,2015-07-20
1851,TEC-AC-10002253,RK-19300,5,831.2,2015-07-20
1852,OFF-PA-10000528,RK-19300,5,26.4,2015-07-20
1853,OFF-EN-10000483,RK-19300,7,106.75,2015-07-20
1854,OFF-PA-10003129,RK-19300,2,97.82,2015-07-20
1855,OFF-ST-10003442,RK-19300,5,141.4,2015-07-20
1856,OFF-AR-10003631,FM-14215,3,14.52,2014-06-13
1857,OFF-ST-10000563,AC-10420,5,127.92,2017-05-12
1858,OFF-BI-10002133,AC-10420,4,34.24,2017-05-12
1859,OFF-AP-10002311,JB-15400,2,137.62,2015-09-03
1860,TEC-PH-10004959,JB-15400,1,100.49,2015-09-03
1861,FUR-BO-10001918,GM-14440,2,257.568,2017-03-26
1862,TEC-PH-10004896,GM-14440,4,119.96,2017-03-26
1863,OFF-ST-10001328,RF-19840,4,49.632,2014-11-12
1864,FUR-TA-10004575,NC-18625,5,727.45,2016-10-13
1865,FUR-FU-10001617,NC-18625,3,24.96,2016-10-13
1866,TEC-PH-10002824,NG-18355,3,370.782,2017-11-12
1867,FUR-FU-10004460,AH-10075,5,196.45,2017-04-15
1868,OFF-PA-10003309,CH-12070,6,31.104,2015-06-25
1869,OFF-ST-10002554,CH-12070,2,78.256,2015-06-25
1870,OFF-PA-10000019,CC-12145,1,6.48,2016-08-26
1871,OFF-AR-10002067,ME-18010,5,99.2,2014-07-21
1872,FUR-CH-10001215,ME-18010,2,801.568,2014-07-21
1873,FUR-TA-10004175,ME-18010,1,272.848,2014-07-21
1874,FUR-TA-10004767,BP-11230,1,70.98,2017-11-21
1875,OFF-PA-10001685,MP-17470,2,16.224,2014-06-04
1876,FUR-BO-10003272,CJ-12010,1,176.784,2016-03-10
1877,TEC-PH-10000984,JC-15775,3,470.376,2017-03-25
1878,FUR-CH-10002880,JG-15160,4,393.568,2017-12-29
1879,TEC-PH-10002563,JG-15160,3,302.376,2017-12-29
1880,OFF-BI-10001191,CK-12760,9,68.742,2017-03-28
1881,OFF-EN-10002621,LF-17185,3,29.34,2015-03-05
1882,FUR-CH-10001146,LF-17185,7,383.607,2015-03-05
1883,OFF-ST-10000689,LF-17185,4,563.4,2015-03-05
1884,OFF-PA-10001289,CC-12430,7,217.056,2016-11-13
1885,OFF-LA-10003714,DL-12865,2,6.0,2017-01-19
1886,FUR-FU-10001889,PG-18895,3,31.56,2016-04-22
1887,OFF-FA-10002815,EH-14005,2,7.104,2014-05-13
1888,OFF-BI-10004519,EH-14005,8,398.352,2014-05-13
1889,OFF-AP-10004708,TB-21520,4,121.792,2014-10-21
1890,FUR-TA-10000617,TB-21520,3,409.59,2014-10-21
1891,OFF-PA-10001204,DK-13225,2,10.56,2014-03-14
