product_id,name,category,unit_price
FUR-FU-10004960,"Seth Thomas 12"" Clock w/ Goldtone Case",Furniture,22.98
FUR-FU-10004963,"Eldon 400 Class Desk Accessories, Black Carbon",Furniture,7.875
FUR-FU-10004973,Flat Face Poster Frame,Furniture,15.07
FUR-TA-10000198,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Furniture,330.59
FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,Furniture,243.75
FUR-TA-10000617,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Furniture,204.79500000000002
FUR-TA-10000688,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Furniture,185.175
FUR-TA-10000849,Bevis Rectangular Conference Tables,Furniture,72.99
FUR-TA-10001039,KI Adjustable-Height Table,Furniture,60.19
FUR-TA-10001086,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",Furniture,121.59
FUR-TA-10001095,Chromcraft Round Conference Tables,Furniture,122.0
FUR-TA-10001307,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Furniture,244.62
FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Furniture,57.1
FUR-TA-10001539,Chromcraft Rectangular Conference Tables,Furniture,142.18
FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,Furniture,31.1
FUR-TA-10001691,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",Furniture,68.23
FUR-TA-10001705,Bush Advantage Collection Round Conference Table,Furniture,159.45
FUR-TA-10001768,Hon Racetrack Conference Tables,Furniture,170.635
FUR-TA-10001771,"Bush Cubix Conference Tables, Fully Assembled",Furniture,184.78
FUR-TA-10001857,Balt Solid Wood Rectangular Table,Furniture,73.84
FUR-TA-10001866,Bevis Round Conference Room Tables and Bases,Furniture,134.465
FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,Furniture,254.53
FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Furniture,208.415
FUR-TA-10001950,Balt Solid Wood Round Tables,Furniture,357.19
FUR-TA-10002041,"Bevis Round Conference Table Top, X-Base",Furniture,134.465
FUR-TA-10002228,"Bevis Traditional Conference Table Top, Plinth Base",Furniture,233.35
FUR-TA-10002356,Bevis Boat-Shaped Conference Table,Furniture,170.375
FUR-TA-10002530,"Iceberg OfficeWorks 42"" Round Tables",Furniture,120.78
FUR-TA-10002533,BPI Conference Tables,Furniture,80.33
FUR-TA-10002607,KI Conference Tables,Furniture,46.075
FUR-TA-10002622,"Bush Andora Conference Table, Maple/Graphite Gray Finish",Furniture,119.69
FUR-TA-10002645,Hon Rectangular Conference Tables,Furniture,136.53
FUR-TA-10002774,Laminate Occasional Tables,Furniture,123.3
FUR-TA-10002855,Bevis Round Conference Table Top & Single Column Base,Furniture,102.44
FUR-TA-10002903,"Bevis Round Bullnose 29"" High Table Top",Furniture,181.8
FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",Furniture,169.64
FUR-TA-10003008,"Lesro Round Back Collection Coffee Table, End Table",Furniture,118.655
FUR-TA-10003238,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Furniture,330.59
FUR-TA-10003392,Global Adaptabilities Conference Tables,Furniture,252.88
FUR-TA-10003469,Balt Split Level Computer Training Table,Furniture,83.25
FUR-TA-10003473,Bretford Rectangular Conference Table Tops,Furniture,300.9
FUR-TA-10003569,Bretford CR8500 Series Meeting Room Furniture,Furniture,360.88
FUR-TA-10003715,Hon 2111 Invitation Series Corner Table,Furniture,167.5
FUR-TA-10003748,Bevis 36 x 72 Conference Tables,Furniture,99.59
FUR-TA-10003837,Anderson Hickey Conga Table Tops & Accessories,Furniture,10.66
FUR-TA-10003954,Hon 94000 Series Round Tables,Furniture,236.94
FUR-TA-10004086,KI Adjustable-Height Table,Furniture,60.19
FUR-TA-10004147,Hon 4060 Series Tables,Furniture,89.57
FUR-TA-10004152,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Furniture,70.56
FUR-TA-10004154,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",Furniture,172.11
FUR-TA-10004175,"Hon 30"" x 60"" Table with Locking Drawer",Furniture,204.64
FUR-TA-10004256,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,Furniture,333.92
FUR-TA-10004289,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Furniture,109.38
FUR-TA-10004442,Riverside Furniture Stanwyck Manor Table Series,Furniture,172.11
FUR-TA-10004534,Bevis 44 x 96 Conference Tables,Furniture,205.9
FUR-TA-10004575,Hon 5100 Series Wood Tables,Furniture,232.78
FUR-TA-10004607,Hon 2111 Invitation Series Straight Table,Furniture,103.48
FUR-TA-10004619,Hon Non-Folding Utility Tables,Furniture,127.45
FUR-TA-10004767,Safco Drafting Table,Furniture,53.235
FUR-TA-10004915,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",Furniture,212.63
OFF-AP-10000026,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Office Supplies,54.875
OFF-AP-10000027,Hoover Commercial SteamVac,Office Supplies,13.58
OFF-AP-10000055,Belkin F9S820V06 8 Outlet Surge,Office Supplies,19.49
OFF-AP-10000124,Acco 6 Outlet Guardian Basic Surge Suppressor,Office Supplies,4.99
OFF-AP-10000159,Belkin F9M820V08 8 Outlet Surge,Office Supplies,34.38
OFF-AP-10000179,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,Office Supplies,111.04
OFF-AP-10000240,Belkin F9G930V10-GRY 9 Outlet Surge,Office Supplies,53.48
OFF-AP-10000252,Harmony HEPA Quiet Air Purifiers,Office Supplies,10.53
OFF-AP-10000275,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Office Supplies,328.14
OFF-AP-10000326,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,Office Supplies,31.58
OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,Office Supplies,12.98
OFF-AP-10000390,Euro Pro Shark Stick Mini Vacuum,Office Supplies,12.2
OFF-AP-10000576,Belkin 7 Outlet SurgeMaster II,Office Supplies,96.78
OFF-AP-10000595,Disposable Triple-Filter Dust Bags,Office Supplies,4.37
OFF-AP-10000692,Fellowes Mighty 8 Compact Surge Protector,Office Supplies,18.244999999999997
OFF-AP-10000696,Holmes Odor Grabber,Office Supplies,14.42
OFF-AP-10000804,Hoover Portapower Portable Vacuum,Office Supplies,3.58
OFF-AP-10000828,Avanti 4.4 Cu. Ft. Refrigerator,Office Supplies,180.98
OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Office Supplies,131.12
OFF-AP-10000938,Avanti 1.7 Cu. Ft. Refrigerator,Office Supplies,90.88
OFF-AP-10001005,Honeywell Quietcare HEPA Air Cleaner,Office Supplies,78.65
OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Office Supplies,251.82999999999998
OFF-AP-10001124,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,Office Supplies,80.98
OFF-AP-10001154,Bionaire Personal Warm Mist Humidifier/Vaporizer,Office Supplies,46.89
OFF-AP-10001205,Belkin 5 Outlet SurgeMaster Power Centers,Office Supplies,54.48
OFF-AP-10001242,APC 7 Outlet Network SurgeArrest Surge Protector,Office Supplies,80.48
OFF-AP-10001271,Eureka The Boss Cordless Rechargeable Stick Vac,Office Supplies,50.98
OFF-AP-10001293,Belkin 8 Outlet Surge Protector,Office Supplies,40.98
OFF-AP-10001303,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Office Supplies,19.9
OFF-AP-10001366,Staple holder,Office Supplies,10.98
OFF-AP-10001391,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,Office Supplies,90.24
OFF-AP-10001394,Harmony Air Purifier,Office Supplies,170.1
OFF-AP-10001469,Fellowes 8 Outlet Superior Workstation Surge Protector,Office Supplies,41.71
OFF-AP-10001492,"Acco Six-Outlet Power Strip, 4' Cord Length",Office Supplies,8.62
OFF-AP-10001563,Belkin Premiere Surge Master II 8-outlet surge protector,Office Supplies,43.72
OFF-AP-10001564,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,Office Supplies,232.58
OFF-AP-10001626,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Office Supplies,3.89
OFF-AP-10001634,Hoover Commercial Lightweight Upright Vacuum,Office Supplies,1.7399999999999998
OFF-AP-10001947,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Office Supplies,10.99
OFF-AP-10001962,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,Office Supplies,8.39
OFF-AP-10002082,Holmes HEPA Air Purifier,Office Supplies,17.42
OFF-AP-10002118,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Office Supplies,208.16
OFF-AP-10002191,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Office Supplies,53.98
OFF-AP-10002203,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,Office Supplies,0.81
OFF-AP-10002222,Staple holder,Office Supplies,8.67
OFF-AP-10002287,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",Office Supplies,3.5
OFF-AP-10002311,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Office Supplies,61.93
OFF-AP-10002350,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Office Supplies,18.84
OFF-AP-10002403,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Office Supplies,35.21
OFF-AP-10002439,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Office Supplies,56.78
OFF-AP-10002457,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",Office Supplies,88.95
OFF-AP-10002472,3M Office Air Cleaner,Office Supplies,25.98
OFF-AP-10002495,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",Office Supplies,55.84
OFF-AP-10002518,Kensington 7 Outlet MasterPiece Power Center,Office Supplies,177.98
OFF-AP-10002534,3.6 Cubic Foot Counter Height Office Refrigerator,Office Supplies,58.92
OFF-AP-10002578,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Office Supplies,48.92
OFF-AP-10002651,Hoover Upright Vacuum With Dirt Cup,Office Supplies,289.53
OFF-AP-10002670,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,Office Supplies,69.48
OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Office Supplies,97.26
OFF-AP-10002734,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,Office Supplies,225.04
OFF-AP-10002765,Fellowes Advanced Computer Series Surge Protectors,Office Supplies,26.49
OFF-AP-10002867,Fellowes Command Center 5-outlet power strip,Office Supplies,61.05500000000001
OFF-AP-10002892,Belkin F5C206VTEL 6 Outlet Surge,Office Supplies,22.98
OFF-AP-10002906,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Office Supplies,1.78
OFF-AP-10002945,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,300.65
OFF-AP-10002998,Holmes 99% HEPA Air Purifier,Office Supplies,19.494999999999997
OFF-AP-10003040,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Office Supplies,33.62
OFF-AP-10003057,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,Office Supplies,275.37
OFF-AP-10003099,"Eureka Hand Vacuum, Bagless",Office Supplies,49.43
OFF-AP-10003217,Eureka Sanitaire  Commercial Upright,Office Supplies,132.57
OFF-AP-10003266,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Office Supplies,11.85
OFF-AP-10003278,Belkin 7-Outlet SurgeMaster Home Series,Office Supplies,11.18
OFF-AP-10003281,Acco 6 Outlet Guardian Standard Surge Suppressor,Office Supplies,12.09
OFF-AP-10003287,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Office Supplies,40.78
OFF-AP-10003590,Hoover WindTunnel Plus Canister Vacuum,Office Supplies,363.25
OFF-AP-10003622,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Office Supplies,2.6
OFF-AP-10003779,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Office Supplies,197.105
OFF-AP-10003842,Euro-Pro Shark Turbo Vacuum,Office Supplies,30.98
OFF-AP-10003849,Hoover Shoulder Vac Commercial Portable Vacuum,Office Supplies,339.93
OFF-AP-10003860,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,Office Supplies,22.21
OFF-AP-10003884,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Office Supplies,60.22
OFF-AP-10003914,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",Office Supplies,2.6
OFF-AP-10003971,Belkin 6 Outlet Metallic Surge Strip,Office Supplies,9.8
OFF-AP-10004036,Bionaire 99.97% HEPA Air Cleaner,Office Supplies,15.77
OFF-AP-10004052,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",Office Supplies,3.95
OFF-AP-10004136,Kensington 6 Outlet SmartSocket Surge Protector,Office Supplies,24.589999999999996
OFF-AP-10004233,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,Office Supplies,42.195
OFF-AP-10004249,Staple holder,Office Supplies,11.97
OFF-AP-10004336,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Office Supplies,56.96
OFF-AP-10004487,Kensington 4 Outlet MasterPiece Compact Power Control Center,Office Supplies,81.32
OFF-AP-10004532,Kensington 6 Outlet Guardian Standard Surge Protector,Office Supplies,20.48
OFF-AP-10004540,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",Office Supplies,80.16
OFF-AP-10004655,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",Office Supplies,6.79
OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies,30.45
OFF-AP-10004785,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Office Supplies,11.33
OFF-AP-10004859,Acco 6 Outlet Guardian Premium Surge Suppressor,Office Supplies,13.83
OFF-AP-10004868,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Office Supplies,6.994999999999999
OFF-AP-10004980,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,Office Supplies,34.13
OFF-AR-10000034,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Office Supplies,4.24
OFF-AR-10000122,Newell 314,Office Supplies,5.58
OFF-AR-10000127,Newell 321,Office Supplies,2.95
OFF-AR-10000203,Newell 336,Office Supplies,3.85
OFF-AR-10000246,Newell 318,Office Supplies,2.78
OFF-AR-10000255,Newell 328,Office Supplies,5.84
OFF-AR-10000315,"Dixon Ticonderoga Maple Cedar Pencil, #2",Office Supplies,3.07
OFF-AR-10000369,Design Ebony Sketching Pencil,Office Supplies,1.39
OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,37.98
OFF-AR-10000390,Newell Chalk Holder,Office Supplies,4.13
OFF-AR-10000411,Boston 16701 Slimline Battery Pencil Sharpener,Office Supplies,14.344999999999999
OFF-AR-10000422,Pencil and Crayon Sharpener,Office Supplies,1.75
OFF-AR-10000462,Sanford Pocket Accent Highlighters,Office Supplies,1.6
OFF-AR-10000475,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Office Supplies,9.33
OFF-AR-10000538,"Boston Model 1800 Electric Pencil Sharpener, Gray",Office Supplies,28.15
OFF-AR-10000588,Newell 345,Office Supplies,19.84
OFF-AR-10000614,Barrel Sharpener,Office Supplies,3.57
OFF-AR-10000634,Newell 320,Office Supplies,3.42
OFF-AR-10000657,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,2.15
OFF-AR-10000658,Newell 324,Office Supplies,11.55
OFF-AR-10000716,DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,4.46
OFF-AR-10000799,Col-Erase Pencils with Erasers,Office Supplies,5.470000000000001
OFF-AR-10000817,Manco Dry-Lighter Erasable Highlighter,Office Supplies,3.04
OFF-AR-10000823,Newell 307,Office Supplies,1.82
OFF-AR-10000896,Newell 329,Office Supplies,2.95
OFF-AR-10000914,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Office Supplies,10.495000000000001
OFF-AR-10000937,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Office Supplies,32.894999999999996
OFF-AR-10000940,Newell 343,Office Supplies,2.94
OFF-AR-10001022,SANFORD Liquid Accent Tank-Style Highlighters,Office Supplies,2.84
OFF-AR-10001026,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",Office Supplies,2.2
OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,25.99
OFF-AR-10001118,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",Office Supplies,3.035
OFF-AR-10001130,"Quartet Alpha White Chalk, 12/Pack",Office Supplies,1.99
OFF-AR-10001149,"Sanford Colorific Colored Pencils, 12/Box",Office Supplies,2.88
OFF-AR-10001166,Staples in misc. colors,Office Supplies,7.58
OFF-AR-10001177,Newell 349,Office Supplies,3.28
OFF-AR-10001216,Newell 339,Office Supplies,2.78
OFF-AR-10001221,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",Office Supplies,5.380000000000001
OFF-AR-10001227,Newell 338,Office Supplies,2.94
OFF-AR-10001231,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,2.1
OFF-AR-10001246,Newell 317,Office Supplies,2.35
OFF-AR-10001315,Newell 310,Office Supplies,1.41
OFF-AR-10001374,"BIC Brite Liner Highlighters, Chisel Tip",Office Supplies,5.83
OFF-AR-10001419,Newell 325,Office Supplies,3.715
OFF-AR-10001427,Newell 330,Office Supplies,5.98
OFF-AR-10001446,Newell 309,Office Supplies,9.24
OFF-AR-10001468,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",Office Supplies,29.95
OFF-AR-10001473,Newell 313,Office Supplies,2.62
OFF-AR-10001545,Newell 326,Office Supplies,1.76
OFF-AR-10001547,Newell 311,Office Supplies,2.21
OFF-AR-10001573,American Pencil,Office Supplies,2.33
OFF-AR-10001615,Newell 34,Office Supplies,19.84
OFF-AR-10001662,Rogers Handheld Barrel Pencil Sharpener,Office Supplies,2.74
OFF-AR-10001683,Lumber Crayons,Office Supplies,7.88
OFF-AR-10001725,Boston Home & Office Model 2000 Electric Pencil Sharpeners,Office Supplies,23.65
OFF-AR-10001761,Avery Hi-Liter Smear-Safe Highlighters,Office Supplies,5.255
OFF-AR-10001770,Economy #2 Pencils,Office Supplies,2.66
OFF-AR-10001860,BIC Liqua Brite Liner,Office Supplies,6.94
OFF-AR-10001868,Prang Dustless Chalk Sticks,Office Supplies,1.68
OFF-AR-10001897,Model L Table or Wall-Mount Pencil Sharpener,Office Supplies,17.99
OFF-AR-10001915,Peel-Off China Markers,Office Supplies,9.93
OFF-AR-10001919,"OIC #2 Pencils, Medium Soft",Office Supplies,1.88
OFF-AR-10001940,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",Office Supplies,3.28
OFF-AR-10001953,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Office Supplies,35.18
OFF-AR-10001954,Newell 331,Office Supplies,4.4
OFF-AR-10001955,Newell 319,Office Supplies,17.855
OFF-AR-10001958,Stanley Bostitch Contemporary Electric Pencil Sharpeners,Office Supplies,13.58
OFF-AR-10001972,Newell 323,Office Supplies,1.68
OFF-AR-10001988,Bulldog Table or Wall-Mount Pencil Sharpener,Office Supplies,5.99
OFF-AR-10002053,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Office Supplies,2.98
OFF-AR-10002067,Newell 334,Office Supplies,19.84
OFF-AR-10002135,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,Office Supplies,48.2
OFF-AR-10002221,12 Colored Short Pencils,Office Supplies,2.08
OFF-AR-10002240,Panasonic KP-150 Electric Pencil Sharpener,Office Supplies,37.74
OFF-AR-10002255,Newell 346,Office Supplies,2.88
OFF-AR-10002257,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",Office Supplies,2.67
OFF-AR-10002280,Staples in misc. colors,Office Supplies,5.824999999999999
OFF-AR-10002335,DIXON Oriole Pencils,Office Supplies,2.3200000000000003
OFF-AR-10002375,Newell 351,Office Supplies,3.28
OFF-AR-10002399,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Office Supplies,4.26
OFF-AR-10002445,SANFORD Major Accent Highlighters,Office Supplies,7.08
OFF-AR-10002467,Dixon Ticonderoga Pencils,Office Supplies,2.98
OFF-AR-10002578,Newell 335,Office Supplies,2.88
OFF-AR-10002656,Sanford Liquid Accent Highlighters,Office Supplies,6.68
OFF-AR-10002671,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",Office Supplies,139.13
OFF-AR-10002704,Boston 1900 Electric Pencil Sharpener,Office Supplies,14.98
OFF-AR-10002766,Prang Drawing Pencil Set,Office Supplies,2.78
OFF-AR-10002804,Faber Castell Col-Erase Pencils,Office Supplies,4.89
OFF-AR-10002818,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Office Supplies,21.98
OFF-AR-10002833,Newell 322,Office Supplies,1.82
OFF-AR-10002952,Stanley Contemporary Battery Pencil Sharpeners,Office Supplies,13.35
OFF-AR-10002956,Boston 16801 Nautilus Battery Pencil Sharpener,Office Supplies,19.810000000000002
OFF-AR-10002987,Prismacolor Color Pencil Set,Office Supplies,19.84
OFF-AR-10003045,Prang Colored Pencils,Office Supplies,2.94
OFF-AR-10003056,Newell 341,Office Supplies,4.28
OFF-AR-10003087,Staples in misc. colors,Office Supplies,1.78
OFF-AR-10003156,50 Colored Long Pencils,Office Supplies,10.16
OFF-AR-10003158,Fluorescent Highlighters by Dixon,Office Supplies,3.18
OFF-AR-10003179,Dixon Ticonderoga Core-Lock Colored Pencils,Office Supplies,7.29
OFF-AR-10003183,Avery Fluorescent Highlighter Four-Color Set,Office Supplies,2.67
OFF-AR-10003190,Newell 32,Office Supplies,2.88
OFF-AR-10003217,Newell 316,Office Supplies,4.4
OFF-AR-10003251,Prang Drawing Pencil Set,Office Supplies,2.78
OFF-AR-10003338,"Eberhard Faber 3 1/2"" Golf Pencils",Office Supplies,7.44
OFF-AR-10003373,"Boston School Pro Electric Pencil Sharpener, 1670",Office Supplies,24.78
OFF-AR-10003394,Newell 332,Office Supplies,2.94
OFF-AR-10003405,"Dixon My First Ticonderoga Pencil, #2",Office Supplies,4.68
OFF-AR-10003469,Nontoxic Chalk,Office Supplies,1.76
OFF-AR-10003477,4009 Highlighters,Office Supplies,1.34
OFF-AR-10003478,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,7.325
OFF-AR-10003481,Newell 348,Office Supplies,2.62
OFF-AR-10003504,Newell 347,Office Supplies,4.28
OFF-AR-10003514,4009 Highlighters by Sanford,Office Supplies,3.98
OFF-AR-10003560,Zebra Zazzle Fluorescent Highlighters,Office Supplies,4.86
OFF-AR-10003582,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Office Supplies,28.15
OFF-AR-10003602,"Quartet Omega Colored Chalk, 12/Pack",Office Supplies,5.84
OFF-AR-10003631,Staples in misc. colors,Office Supplies,4.355
OFF-AR-10003651,Newell 350,Office Supplies,3.28
OFF-AR-10003696,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Office Supplies,34.58
OFF-AR-10003723,Avery Hi-Liter Fluorescent Desk Style Markers,Office Supplies,3.38
OFF-AR-10003727,Berol Giant Pencil Sharpener,Office Supplies,15.29
OFF-AR-10003732,Newell 333,Office Supplies,2.78
OFF-AR-10003752,Deluxe Chalkboard Eraser Cleaner,Office Supplies,11.55
OFF-AR-10003759,"Crayola Anti Dust Chalk, 12/Pack",Office Supplies,1.82
OFF-AR-10003770,Newell 340,Office Supplies,2.88
OFF-AR-10003772,Boston 16750 Black Compact Battery Pencil Sharpener,Office Supplies,8.75
OFF-AR-10003811,Newell 327,Office Supplies,2.21
OFF-AR-10003829,Newell 35,Office Supplies,3.28
OFF-AR-10003856,Newell 344,Office Supplies,2.78
OFF-AR-10003876,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Office Supplies,2.9349999999999996
OFF-AR-10003896,"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",Office Supplies,5.98
OFF-AR-10003903,Sanford 52201 APSCO Electric Pencil Sharpener,Office Supplies,40.97
OFF-AR-10003958,Newell 337,Office Supplies,2.62
OFF-AR-10003986,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,3.85
OFF-AR-10004010,Hunt Boston Vacuum Mount KS Pencil Sharpener,Office Supplies,34.99
OFF-AR-10004022,Panasonic KP-380BK Classic Electric Pencil Sharpener,Office Supplies,32.379999999999995
OFF-AR-10004027,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,2.02
OFF-AR-10004042,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",Office Supplies,17.98
OFF-AR-10004062,Staples in misc. colors,Office Supplies,10.48
OFF-AR-10004078,Newell 312,Office Supplies,4.67
OFF-AR-10004165,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",Office Supplies,2.28
OFF-AR-10004260,Boston 1799 Powerhouse Electric Pencil Sharpener,Office Supplies,25.98
OFF-AR-10004269,Newell 31,Office Supplies,4.13
OFF-AR-10004272,Newell 308,Office Supplies,1.68
OFF-AR-10004344,Bulldog Vacuum Base Pencil Sharpener,Office Supplies,10.79
OFF-AR-10004441,BIC Brite Liner Highlighters,Office Supplies,4.14
OFF-AR-10004456,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,Office Supplies,14.64
OFF-AR-10004511,"Sanford Colorific Scented Colored Pencils, 12/Pack",Office Supplies,4.28
OFF-AR-10004582,BIC Brite Liner Grip Highlighters,Office Supplies,1.64
OFF-AR-10004587,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",Office Supplies,19.83
OFF-AR-10004602,Boston KS Multi-Size Manual Pencil Sharpener,Office Supplies,22.99
OFF-AR-10004648,Boston 19500 Mighty Mite Electric Pencil Sharpener,Office Supplies,20.15
OFF-AR-10004685,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Office Supplies,4.63
OFF-AR-10004691,Boston 1730 StandUp Electric Pencil Sharpener,Office Supplies,21.38
OFF-AR-10004707,Staples in misc. colors,Office Supplies,2.48
OFF-AR-10004752,Blackstonian Pencils,Office Supplies,2.67
OFF-AR-10004757,Crayola Colored Pencils,Office Supplies,2.62
OFF-AR-10004790,Staples in misc. colors,Office Supplies,9.58
OFF-AR-10004817,Colorific Watercolor Pencils,Office Supplies,5.16
OFF-AR-10004930,Turquoise Lead Holder with Pocket Clip,Office Supplies,6.7
OFF-AR-10004956,Newell 33,Office Supplies,4.46
OFF-AR-10004974,Newell 342,Office Supplies,3.28
OFF-AR-10004999,Newell 315,Office Supplies,5.98
OFF-BI-10000014,Heavy-Duty E-Z-D Binders,Office Supplies,3.27
