id,product_id,stock_level,reorder_point
822,OFF-BI-10004390,64,20
823,OFF-BI-10004410,34,20
824,OFF-BI-10004465,39,15
825,OFF-BI-10004492,9,20
826,OFF-BI-10004506,87,15
827,OFF-BI-10004519,127,15
828,OFF-BI-10004528,82,20
829,OFF-BI-10004584,66,20
830,OFF-BI-10004593,136,30
831,OFF-BI-10004600,93,15
832,OFF-BI-10004632,46,20
833,OFF-BI-10004654,93,20
834,OFF-BI-10004656,44,20
835,OFF-BI-10004716,76,30
836,OFF-BI-10004728,43,30
837,OFF-BI-10004738,108,25
838,OFF-BI-10004781,18,15
839,OFF-BI-10004817,36,25
840,OFF-BI-10004826,129,20
841,OFF-BI-10004828,101,30
842,OFF-BI-10004876,27,30
843,OFF-BI-10004965,67,25
844,OFF-BI-10004967,147,30
845,OFF-BI-10004970,149,20
846,OFF-BI-10004995,57,30
847,OFF-EN-10000056,108,25
848,OFF-EN-10000461,108,20
849,OFF-EN-10000483,43,25
850,OFF-EN-10000781,138,30
851,OFF-EN-10000927,71,25
852,OFF-EN-10001028,139,25
853,OFF-EN-10001099,46,15
854,OFF-EN-10001137,19,30
855,OFF-EN-10001141,115,30
856,OFF-EN-10001219,37,25
857,OFF-EN-10001335,42,15
858,OFF-EN-10001415,101,30
859,OFF-EN-10001434,37,20
860,OFF-EN-10001453,90,25
861,OFF-EN-10001509,70,30
862,OFF-EN-10001532,14,20
863,OFF-EN-10001535,9,30
864,OFF-EN-10001539,127,20
865,OFF-EN-10001749,78,25
866,OFF-EN-10001990,101,30
867,OFF-EN-10002230,122,30
868,OFF-EN-10002312,42,15
869,OFF-EN-10002500,145,25
870,OFF-EN-10002504,51,20
871,OFF-EN-10002592,113,30
872,OFF-EN-10002600,19,30
873,OFF-EN-10002621,140,20
874,OFF-EN-10002831,9,25
875,OFF-EN-10002973,51,15
876,OFF-EN-10002986,72,15
877,OFF-EN-10003001,80,30
878,OFF-EN-10003040,134,20
879,OFF-EN-10003055,99,30
880,OFF-EN-10003068,119,20
881,OFF-EN-10003072,40,15
882,OFF-EN-10003134,30,25
883,OFF-EN-10003160,47,20
884,OFF-EN-10003286,31,15
885,OFF-EN-10003296,73,30
886,OFF-EN-10003448,15,20
887,OFF-EN-10003567,78,25
888,OFF-EN-10003798,108,30
889,OFF-EN-10003845,42,30
890,OFF-EN-10003862,138,15
891,OFF-EN-10004007,27,20
892,OFF-EN-10004030,51,30
893,OFF-EN-10004147,94,25
894,OFF-EN-10004206,50,20
895,OFF-EN-10004386,111,25
896,OFF-EN-10004459,144,30
897,OFF-EN-10004483,145,25
898,OFF-EN-10004773,108,15
899,OFF-EN-10004846,115,25
900,OFF-EN-10004955,108,20
901,OFF-FA-10000053,64,25
902,OFF-FA-10000089,104,25
903,OFF-FA-10000134,72,15
904,OFF-FA-10000254,137,25
905,OFF-FA-10000304,124,25
906,OFF-FA-10000490,41,30
907,OFF-FA-10000585,76,30
908,OFF-FA-10000611,131,20
909,OFF-FA-10000621,110,30
910,OFF-FA-10000624,96,30
911,OFF-FA-10000735,35,30
912,OFF-FA-10000840,126,30
913,OFF-FA-10000936,141,15
914,OFF-FA-10000992,55,30
915,OFF-FA-10001135,33,15
916,OFF-FA-10001229,44,15
917,OFF-FA-10001332,45,30
918,OFF-FA-10001561,15,25
919,OFF-FA-10001754,5,15
920,OFF-FA-10001843,50,25
921,OFF-FA-10001883,105,25
922,OFF-FA-10002280,94,30
923,OFF-FA-10002676,114,20
924,OFF-FA-10002701,61,30
925,OFF-FA-10002763,5,20
926,OFF-FA-10002780,67,20
927,OFF-FA-10002815,59,30
928,OFF-FA-10002975,119,30
929,OFF-FA-10002983,147,20
930,OFF-FA-10002988,57,30
931,OFF-FA-10003021,141,20
932,OFF-FA-10003059,61,25
933,OFF-FA-10003112,121,30
934,OFF-FA-10003467,39,25
935,OFF-FA-10003472,67,15
936,OFF-FA-10003485,29,25
937,OFF-FA-10003495,94,25
938,OFF-FA-10004076,79,20
939,OFF-FA-10004248,42,25
940,OFF-FA-10004395,134,30
941,OFF-FA-10004838,139,20
942,OFF-FA-10004854,95,15
943,OFF-FA-10004968,21,30
944,OFF-LA-10000081,132,15
945,OFF-LA-10000121,112,25
946,OFF-LA-10000134,29,30
947,OFF-LA-10000240,92,30
948,OFF-LA-10000248,33,15
949,OFF-LA-10000262,67,30
950,OFF-LA-10000305,118,30
951,OFF-LA-10000407,53,30
952,OFF-LA-10000414,85,25
953,OFF-LA-10000443,88,15
954,OFF-LA-10000452,109,30
955,OFF-LA-10000476,122,20
956,OFF-LA-10000634,90,20
957,OFF-LA-10000973,67,20
958,OFF-LA-10001045,108,20
959,OFF-LA-10001074,53,25
960,OFF-LA-10001158,75,30
961,OFF-LA-10001175,5,15
962,OFF-LA-10001297,145,30
963,OFF-LA-10001317,127,25
964,OFF-LA-10001404,66,20
965,OFF-LA-10001474,36,25
966,OFF-LA-10001569,33,30
967,OFF-LA-10001613,53,15
968,OFF-LA-10001641,34,25
969,OFF-LA-10001771,148,15
970,OFF-LA-10001934,23,25
971,OFF-LA-10001982,22,15
972,OFF-LA-10002034,5,15
973,OFF-LA-10002043,82,20
974,OFF-LA-10002195,119,15
975,OFF-LA-10002271,117,20
976,OFF-LA-10002312,118,30
977,OFF-LA-10002368,67,30
978,OFF-LA-10002381,136,20
979,OFF-LA-10002473,133,20
980,OFF-LA-10002475,12,25
981,OFF-LA-10002762,59,25
982,OFF-LA-10002787,107,25
983,OFF-LA-10002945,135,30
984,OFF-LA-10003077,36,25
985,OFF-LA-10003121,14,15
986,OFF-LA-10003148,114,15
987,OFF-LA-10003190,128,25
988,OFF-LA-10003223,91,15
989,OFF-LA-10003388,59,30
990,OFF-LA-10003498,36,15
991,OFF-LA-10003510,139,30
992,OFF-LA-10003537,97,20
993,OFF-LA-10003663,12,20
994,OFF-LA-10003714,69,20
995,OFF-LA-10003720,61,20
996,OFF-LA-10003766,71,15
997,OFF-LA-10003923,76,25
998,OFF-LA-10003930,58,15
999,OFF-LA-10004008,71,30
1000,OFF-LA-10004055,55,15
1001,OFF-LA-10004093,101,15
1002,OFF-LA-10004178,96,30
1003,OFF-LA-10004272,12,20
1004,OFF-LA-10004345,39,20
1005,OFF-LA-10004409,100,20
1006,OFF-LA-10004425,92,25
1007,OFF-LA-10004484,82,30
1008,OFF-LA-10004544,36,30
1009,OFF-LA-10004545,124,15
1010,OFF-LA-10004559,50,25
1011,OFF-LA-10004677,148,20
1012,OFF-LA-10004689,146,25
1013,OFF-LA-10004853,59,30
1014,OFF-PA-10000007,11,30
1015,OFF-PA-10000019,78,15
1016,OFF-PA-10000029,11,15
1017,OFF-PA-10000048,89,30
1018,OFF-PA-10000061,116,20
1019,OFF-PA-10000062,129,20
1020,OFF-PA-10000069,40,25
1021,OFF-PA-10000100,33,30
1022,OFF-PA-10000130,86,30
1023,OFF-PA-10000141,6,20
1024,OFF-PA-10000143,133,20
1025,OFF-PA-10000157,51,30
1026,OFF-PA-10000167,15,15
1027,OFF-PA-10000174,134,30
1028,OFF-PA-10000176,123,30
1029,OFF-PA-10000210,144,20
1030,OFF-PA-10000213,24,20
1031,OFF-PA-10000223,9,15
1032,OFF-PA-10000232,41,15
1033,OFF-PA-10000241,141,25
1034,OFF-PA-10000246,57,30
1035,OFF-PA-10000249,103,20
1036,OFF-PA-10000289,90,15
1037,OFF-PA-10000295,112,25
1038,OFF-PA-10000300,28,25
1039,OFF-PA-10000304,85,20
1040,OFF-PA-10000308,124,20
1041,OFF-PA-10000312,63,25
1042,OFF-PA-10000327,132,15
1043,OFF-PA-10000349,118,25
1044,OFF-PA-10000350,119,30
1045,OFF-PA-10000357,18,30
1046,OFF-PA-10000380,13,20
1047,OFF-PA-10000418,44,15
1048,OFF-PA-10000466,29,15
1049,OFF-PA-10000474,107,30
1050,OFF-PA-10000477,26,25
1051,OFF-PA-10000482,8,20
1052,OFF-PA-10000483,33,25
1053,OFF-PA-10000501,113,25
1054,OFF-PA-10000520,102,25
1055,OFF-PA-10000528,41,15
1056,OFF-PA-10000533,79,30
1057,OFF-PA-10000551,74,15
1058,OFF-PA-10000552,132,30
1059,OFF-PA-10000556,89,20
1060,OFF-PA-10000565,46,20
1061,OFF-PA-10000575,104,25
1062,OFF-PA-10000587,45,30
1063,OFF-PA-10000595,38,30
1064,OFF-PA-10000605,21,30
1065,OFF-PA-10000659,126,25
1066,OFF-PA-10000673,80,25
1067,OFF-PA-10000675,91,20
1068,OFF-PA-10000682,121,15
1069,OFF-PA-10000697,110,30
1070,OFF-PA-10000726,90,30
1071,OFF-PA-10000740,31,15
1072,OFF-PA-10000743,61,30
1073,OFF-PA-10000788,35,25
1074,OFF-PA-10000791,138,25
1075,OFF-PA-10000806,102,30
1076,OFF-PA-10000807,16,25
1077,OFF-PA-10000809,57,25
1078,OFF-PA-10000859,142,30
1079,OFF-PA-10000919,149,20
1080,OFF-PA-10000955,126,15
1081,OFF-PA-10000994,50,25
1082,OFF-PA-10001001,68,20
1083,OFF-PA-10001019,134,25
1084,OFF-PA-10001033,58,25
1085,OFF-PA-10001125,111,15
1086,OFF-PA-10001144,55,25
1087,OFF-PA-10001166,40,15
1088,OFF-PA-10001184,119,15
1089,OFF-PA-10001204,30,15
1090,OFF-PA-10001215,33,20
1091,OFF-PA-10001243,15,30
1092,OFF-PA-10001246,44,20
1093,OFF-PA-10001260,15,30
1094,OFF-PA-10001274,117,30
1095,OFF-PA-10001281,43,15
1096,OFF-PA-10001289,58,25
1097,OFF-PA-10001293,102,15
1098,OFF-PA-10001295,59,25
1099,OFF-PA-10001307,115,30
1100,OFF-PA-10001357,73,15
1101,OFF-PA-10001363,60,25
1102,OFF-PA-10001450,37,20
1103,OFF-PA-10001457,40,25
1104,OFF-PA-10001461,85,15
1105,OFF-PA-10001471,113,20
1106,OFF-PA-10001497,77,25
1107,OFF-PA-10001509,44,25
1108,OFF-PA-10001526,21,25
1109,OFF-PA-10001534,133,25
1110,OFF-PA-10001560,65,25
1111,OFF-PA-10001569,108,20
1112,OFF-PA-10001583,46,30
1113,OFF-PA-10001593,29,20
1114,OFF-PA-10001609,43,20
1115,OFF-PA-10001622,39,20
1116,OFF-PA-10001639,135,30
1117,OFF-PA-10001661,112,15
1118,OFF-PA-10001667,106,30
1119,OFF-PA-10001685,102,20
1120,OFF-PA-10001712,16,25
1121,OFF-PA-10001725,23,25
1122,OFF-PA-10001736,105,20
1123,OFF-PA-10001745,48,25
1124,OFF-PA-10001752,53,20
1125,OFF-PA-10001763,21,25
1126,OFF-PA-10001776,78,30
1127,OFF-PA-10001790,61,15
1128,OFF-PA-10001800,59,15
1129,OFF-PA-10001801,51,30
1130,OFF-PA-10001804,16,30
1131,OFF-PA-10001815,66,20
1132,OFF-PA-10001826,84,20
1133,OFF-PA-10001837,87,20
1134,OFF-PA-10001838,12,25
1135,OFF-PA-10001846,85,20
1136,OFF-PA-10001870,122,30
1137,OFF-PA-10001878,29,15
1138,OFF-PA-10001892,93,25
1139,OFF-PA-10001934,16,20
1140,OFF-PA-10001937,147,25
1141,OFF-PA-10001947,63,25
1142,OFF-PA-10001950,113,20
1143,OFF-PA-10001952,30,25
1144,OFF-PA-10001954,51,15
1145,OFF-PA-10001970,36,30
1146,OFF-PA-10001972,14,30
1147,OFF-PA-10001977,20,15
1148,OFF-PA-10001994,149,25
1149,OFF-PA-10002001,30,20
1150,OFF-PA-10002005,90,25
1151,OFF-PA-10002036,139,15
1152,OFF-PA-10002105,18,25
1153,OFF-PA-10002109,83,30
1154,OFF-PA-10002120,121,25
1155,OFF-PA-10002137,11,15
1156,OFF-PA-10002160,141,30
1157,OFF-PA-10002195,119,25
1158,OFF-PA-10002222,76,25
1159,OFF-PA-10002230,63,30
1160,OFF-PA-10002245,86,20
1161,OFF-PA-10002246,120,30
1162,OFF-PA-10002250,107,20
1163,OFF-PA-10002254,21,15
1164,OFF-PA-10002259,18,15
1165,OFF-PA-10002262,112,30
1166,OFF-PA-10002319,49,30
1167,OFF-PA-10002333,102,15
1168,OFF-PA-10002365,135,20
1169,OFF-PA-10002377,41,15
1170,OFF-PA-10002421,112,30
1171,OFF-PA-10002464,43,15
1172,OFF-PA-10002479,19,30
1173,OFF-PA-10002499,124,30
1174,OFF-PA-10002552,8,15
1175,OFF-PA-10002558,97,20
1176,OFF-PA-10002581,145,25
1177,OFF-PA-10002586,20,15
1178,OFF-PA-10002606,112,25
1179,OFF-PA-10002615,130,15
1180,OFF-PA-10002659,59,25
1181,OFF-PA-10002666,38,20
1182,OFF-PA-10002689,17,20
1183,OFF-PA-10002709,145,15
1184,OFF-PA-10002713,22,30
1185,OFF-PA-10002741,100,25
1186,OFF-PA-10002749,127,30
1187,OFF-PA-10002751,43,30
1188,OFF-PA-10002764,50,30
1189,OFF-PA-10002787,33,20
1190,OFF-PA-10002870,66,15
1191,OFF-PA-10002893,20,15
1192,OFF-PA-10002923,125,20
1193,OFF-PA-10002947,14,20
1194,OFF-PA-10002960,107,15
1195,OFF-PA-10002968,88,30
1196,OFF-PA-10002986,137,25
1197,OFF-PA-10003001,69,25
1198,OFF-PA-10003016,7,25
1199,OFF-PA-10003022,146,30
1200,OFF-PA-10003036,124,15
1201,OFF-PA-10003039,72,20
1202,OFF-PA-10003063,41,15
1203,OFF-PA-10003072,77,30
1204,OFF-PA-10003127,147,20
1205,OFF-PA-10003129,53,30
1206,OFF-PA-10003134,125,25
1207,OFF-PA-10003172,92,25
1208,OFF-PA-10003177,144,30
1209,OFF-PA-10003205,41,20
1210,OFF-PA-10003228,65,20
1211,OFF-PA-10003256,128,15
1212,OFF-PA-10003270,43,25
1213,OFF-PA-10003302,67,15
1214,OFF-PA-10003309,50,15
1215,OFF-PA-10003349,92,30
1216,OFF-PA-10003363,15,30
1217,OFF-PA-10003395,66,15
1218,OFF-PA-10003424,81,25
1219,OFF-PA-10003441,56,30
1220,OFF-PA-10003465,8,15
1221,OFF-PA-10003543,63,15
1222,OFF-PA-10003591,76,15
1223,OFF-PA-10003625,97,15
1224,OFF-PA-10003641,67,15
1225,OFF-PA-10003651,58,15
1226,OFF-PA-10003656,121,30
1227,OFF-PA-10003657,114,25
1228,OFF-PA-10003673,78,15
1229,OFF-PA-10003724,111,20
1230,OFF-PA-10003729,61,30
1231,OFF-PA-10003739,7,30
1232,OFF-PA-10003790,124,15
1233,OFF-PA-10003797,10,30
1234,OFF-PA-10003823,9,15
1235,OFF-PA-10003845,9,25
1236,OFF-PA-10003848,58,25
1237,OFF-PA-10003883,51,30
1238,OFF-PA-10003892,13,30
1239,OFF-PA-10003893,103,20
1240,OFF-PA-10003919,24,30
1241,OFF-PA-10003936,126,20
1242,OFF-PA-10003953,65,25
1243,OFF-PA-10003971,127,25
1244,OFF-PA-10004000,86,15
1245,OFF-PA-10004022,66,25
1246,OFF-PA-10004039,149,20
1247,OFF-PA-10004040,7,30
1248,OFF-PA-10004041,17,15
1249,OFF-PA-10004071,124,20
1250,OFF-PA-10004082,129,30
1251,OFF-PA-10004092,93,15
1252,OFF-PA-10004100,77,25
1253,OFF-PA-10004101,72,20
1254,OFF-PA-10004156,146,30
1255,OFF-PA-10004239,105,15
1256,OFF-PA-10004243,102,15
1257,OFF-PA-10004248,15,25
1258,OFF-PA-10004255,109,30
1259,OFF-PA-10004285,71,25
1260,OFF-PA-10004327,127,25
1261,OFF-PA-10004353,33,30
1262,OFF-PA-10004355,141,30
1263,OFF-PA-10004359,80,30
1264,OFF-PA-10004381,13,20
1265,OFF-PA-10004405,44,30
1266,OFF-PA-10004438,29,15
1267,OFF-PA-10004451,9,25
1268,OFF-PA-10004470,143,20
1269,OFF-PA-10004475,128,30
1270,OFF-PA-10004519,42,20
1271,OFF-PA-10004530,76,30
1272,OFF-PA-10004569,137,20
1273,OFF-PA-10004609,94,25
1274,OFF-PA-10004610,41,25
1275,OFF-PA-10004621,64,15
1276,OFF-PA-10004665,32,15
1277,OFF-PA-10004675,85,30
1278,OFF-PA-10004733,118,25
1279,OFF-PA-10004734,44,20
1280,OFF-PA-10004735,49,20
1281,OFF-PA-10004782,66,20
1282,OFF-PA-10004888,97,15
1283,OFF-PA-10004911,119,20
1284,OFF-PA-10004947,71,15
1285,OFF-PA-10004948,60,15
1286,OFF-PA-10004965,44,30
1287,OFF-PA-10004971,102,20
1288,OFF-PA-10004983,44,20
1289,OFF-PA-10004996,95,25
1290,OFF-ST-10000025,37,30
1291,OFF-ST-10000036,10,25
1292,OFF-ST-10000046,84,30
1293,OFF-ST-10000060,96,20
1294,OFF-ST-10000078,101,15
1295,OFF-ST-10000107,63,15
1296,OFF-ST-10000129,63,15
1297,OFF-ST-10000136,52,15
1298,OFF-ST-10000142,17,15
1299,OFF-ST-10000321,111,25
1300,OFF-ST-10000344,49,30
1301,OFF-ST-10000352,93,20
1302,OFF-ST-10000419,104,25
1303,OFF-ST-10000464,11,30
1304,OFF-ST-10000532,137,15
1305,OFF-ST-10000563,49,30
1306,OFF-ST-10000585,62,30
1307,OFF-ST-10000604,35,15
1308,OFF-ST-10000615,27,15
1309,OFF-ST-10000617,142,15
1310,OFF-ST-10000636,111,20
1311,OFF-ST-10000642,43,15
1312,OFF-ST-10000649,86,20
1313,OFF-ST-10000675,104,15
1314,OFF-ST-10000676,6,20
1315,OFF-ST-10000689,81,30
1316,OFF-ST-10000736,16,25
1317,OFF-ST-10000760,43,30
1318,OFF-ST-10000777,17,30
1319,OFF-ST-10000798,50,15
1320,OFF-ST-10000876,117,20
1321,OFF-ST-10000877,21,25
1322,OFF-ST-10000885,108,15
1323,OFF-ST-10000918,102,15
1324,OFF-ST-10000934,92,15
1325,OFF-ST-10000943,113,30
1326,OFF-ST-10000991,74,20
1327,OFF-ST-10001031,78,20
1328,OFF-ST-10001034,67,25
1329,OFF-ST-10001097,64,20
1330,OFF-ST-10001128,83,20
1331,OFF-ST-10001172,41,15
1332,OFF-ST-10001228,26,15
1333,OFF-ST-10001272,100,30
1334,OFF-ST-10001291,72,15
1335,OFF-ST-10001321,21,15
1336,OFF-ST-10001325,16,15
1337,OFF-ST-10001328,149,15
1338,OFF-ST-10001370,142,30
1339,OFF-ST-10001414,122,15
1340,OFF-ST-10001418,26,25
1341,OFF-ST-10001469,124,25
1342,OFF-ST-10001476,54,25
1343,OFF-ST-10001490,18,25
1344,OFF-ST-10001496,33,15
1345,OFF-ST-10001505,129,25
1346,OFF-ST-10001511,11,15
1347,OFF-ST-10001522,33,30
1348,OFF-ST-10001526,143,25
1349,OFF-ST-10001558,37,20
1350,OFF-ST-10001580,138,25
1351,OFF-ST-10001590,115,25
1352,OFF-ST-10001627,83,15
1353,OFF-ST-10001713,62,25
1354,OFF-ST-10001780,30,20
1355,OFF-ST-10001809,33,15
1356,OFF-ST-10001837,8,15
1357,OFF-ST-10001932,103,30
1358,OFF-ST-10001963,145,30
1359,OFF-ST-10002011,43,25
1360,OFF-ST-10002182,19,30
1361,OFF-ST-10002205,123,30
1362,OFF-ST-10002214,33,30
1363,OFF-ST-10002276,79,15
1364,OFF-ST-10002289,120,15
1365,OFF-ST-10002292,36,15
1366,OFF-ST-10002301,134,30
1367,OFF-ST-10002344,88,15
1368,OFF-ST-10002352,26,30
1369,OFF-ST-10002370,31,15
1370,OFF-ST-10002406,85,15
1371,OFF-ST-10002444,130,20
1372,OFF-ST-10002485,96,25
1373,OFF-ST-10002486,25,30
1374,OFF-ST-10002554,51,20
1375,OFF-ST-10002562,105,15
1376,OFF-ST-10002574,88,30
1377,OFF-ST-10002583,10,15
1378,OFF-ST-10002615,135,25
1379,OFF-ST-10002743,5,20
1380,OFF-ST-10002756,62,25
1381,OFF-ST-10002790,128,20
1382,OFF-ST-10002957,19,15
1383,OFF-ST-10002974,68,25
1384,OFF-ST-10003058,29,25
1385,OFF-ST-10003123,28,15
1386,OFF-ST-10003208,16,25
1387,OFF-ST-10003221,22,30
1388,OFF-ST-10003282,19,20
1389,OFF-ST-10003306,31,20
1390,OFF-ST-10003324,76,20
1391,OFF-ST-10003327,64,30
1392,OFF-ST-10003442,149,20
1393,OFF-ST-10003455,97,15
1394,OFF-ST-10003470,57,25
1395,OFF-ST-10003479,12,30
1396,OFF-ST-10003572,83,20
1397,OFF-ST-10003638,31,15
1398,OFF-ST-10003641,54,25
1399,OFF-ST-10003656,135,25
1400,OFF-ST-10003692,97,30
1401,OFF-ST-10003716,28,30
1402,OFF-ST-10003722,64,30
1403,OFF-ST-10003805,126,15
1404,OFF-ST-10003816,135,15
1405,OFF-ST-10003994,50,30
1406,OFF-ST-10003996,19,20
1407,OFF-ST-10004123,21,25
1408,OFF-ST-10004180,130,25
1409,OFF-ST-10004186,88,15
1410,OFF-ST-10004258,13,25
1411,OFF-ST-10004337,67,20
1412,OFF-ST-10004340,121,25
1413,OFF-ST-10004459,134,15
1414,OFF-ST-10004507,92,15
1415,OFF-ST-10004634,76,20
1416,OFF-ST-10004804,143,20
1417,OFF-ST-10004835,68,25
1418,OFF-ST-10004946,76,25
1419,OFF-ST-10004950,25,15
1420,OFF-ST-10004963,22,20
1421,OFF-SU-10000151,68,20
1422,OFF-SU-10000157,86,20
1423,OFF-SU-10000381,114,25
1424,OFF-SU-10000432,99,20
1425,OFF-SU-10000646,36,15
1426,OFF-SU-10000898,15,15
1427,OFF-SU-10000946,49,25
1428,OFF-SU-10000952,37,30
1429,OFF-SU-10001165,106,25
1430,OFF-SU-10001212,140,30
1431,OFF-SU-10001218,15,20
1432,OFF-SU-10001225,92,25
1433,OFF-SU-10001574,45,15
1434,OFF-SU-10001664,149,20
1435,OFF-SU-10001935,80,15
1436,OFF-SU-10002189,125,20
1437,OFF-SU-10002301,50,25
1438,OFF-SU-10002503,84,30
1439,OFF-SU-10002522,58,20
1440,OFF-SU-10002537,90,30
1441,OFF-SU-10002557,96,20
1442,OFF-SU-10002573,101,15
1443,OFF-SU-10002881,6,15
1444,OFF-SU-10003002,37,20
1445,OFF-SU-10003505,81,30
1446,OFF-SU-10003567,120,25
1447,OFF-SU-10003936,107,25
1448,OFF-SU-10004115,107,15
1449,OFF-SU-10004231,94,25
1450,OFF-SU-10004261,126,15
1451,OFF-SU-10004290,147,25
1452,OFF-SU-10004498,110,20
1453,OFF-SU-10004661,123,15
1454,OFF-SU-10004664,53,15
1455,OFF-SU-10004737,108,20
1456,OFF-SU-10004768,65,15
1457,OFF-SU-10004782,127,25
1458,OFF-SU-10004884,138,25
1459,TEC-AC-10000023,13,15
1460,TEC-AC-10000057,10,25
1461,TEC-AC-10000109,77,30
1462,TEC-AC-10000158,107,15
1463,TEC-AC-10000171,45,20
1464,TEC-AC-10000199,118,30
1465,TEC-AC-10000290,12,15
1466,TEC-AC-10000303,76,20
1467,TEC-AC-10000358,96,25
1468,TEC-AC-10000387,66,20
1469,TEC-AC-10000397,88,30
1470,TEC-AC-10000420,66,25
1471,TEC-AC-10000474,115,15
1472,TEC-AC-10000487,131,25
1473,TEC-AC-10000521,11,15
1474,TEC-AC-10000580,88,15
1475,TEC-AC-10000682,136,20
1476,TEC-AC-10000710,138,20
1477,TEC-AC-10000736,62,20
1478,TEC-AC-10000844,26,30
1479,TEC-AC-10000865,131,30
1480,TEC-AC-10000892,7,20
1481,TEC-AC-10000926,131,30
1482,TEC-AC-10000927,45,25
1483,TEC-AC-10000990,110,25
1484,TEC-AC-10000991,18,30
1485,TEC-AC-10001013,16,30
1486,TEC-AC-10001090,91,25
1487,TEC-AC-10001101,16,15
1488,TEC-AC-10001109,145,25
1489,TEC-AC-10001114,29,25
1490,TEC-AC-10001142,49,30
1491,TEC-AC-10001266,126,25
1492,TEC-AC-10001267,59,30
1493,TEC-AC-10001284,104,30
1494,TEC-AC-10001314,140,20
1495,TEC-AC-10001383,123,25
1496,TEC-AC-10001432,57,15
1497,TEC-AC-10001445,36,20
1498,TEC-AC-10001465,55,30
1499,TEC-AC-10001539,48,30
1500,TEC-AC-10001542,86,15
1501,TEC-AC-10001552,41,30
1502,TEC-AC-10001553,100,25
1503,TEC-AC-10001590,60,20
1504,TEC-AC-10001606,109,30
1505,TEC-AC-10001635,63,30
1506,TEC-AC-10001714,135,15
1507,TEC-AC-10001767,39,25
1508,TEC-AC-10001772,97,30
1509,TEC-AC-10001838,101,15
1510,TEC-AC-10001874,139,30
1511,TEC-AC-10001908,80,15
1512,TEC-AC-10001956,53,15
1513,TEC-AC-10001990,98,25
1514,TEC-AC-10001998,28,30
1515,TEC-AC-10002001,41,25
1516,TEC-AC-10002006,8,15
1517,TEC-AC-10002018,112,20
1518,TEC-AC-10002049,130,30
1519,TEC-AC-10002076,24,20
1520,TEC-AC-10002134,54,30
1521,TEC-AC-10002167,100,25
1522,TEC-AC-10002217,109,25
1523,TEC-AC-10002253,121,25
1524,TEC-AC-10002305,102,25
1525,TEC-AC-10002323,70,25
1526,TEC-AC-10002331,83,20
1527,TEC-AC-10002335,10,25
1528,TEC-AC-10002345,43,15
1529,TEC-AC-10002370,119,15
1530,TEC-AC-10002380,129,20
1531,TEC-AC-10002399,16,30
1532,TEC-AC-10002402,135,15
1533,TEC-AC-10002473,22,30
1534,TEC-AC-10002550,44,20
1535,TEC-AC-10002558,25,30
1536,TEC-AC-10002567,147,30
1537,TEC-AC-10002600,103,30
1538,TEC-AC-10002637,30,30
1539,TEC-AC-10002647,12,20
1540,TEC-AC-10002718,104,15
1541,TEC-AC-10002800,91,25
1542,TEC-AC-10002842,46,30
1543,TEC-AC-10002857,18,15
1544,TEC-AC-10002926,82,15
1545,TEC-AC-10002942,6,20
1546,TEC-AC-10003023,123,15
1547,TEC-AC-10003027,41,20
1548,TEC-AC-10003033,73,30
1549,TEC-AC-10003038,45,30
1550,TEC-AC-10003063,66,25
1551,TEC-AC-10003095,64,25
1552,TEC-AC-10003116,129,25
1553,TEC-AC-10003133,115,15
1554,TEC-AC-10003174,18,30
1555,TEC-AC-10003198,88,20
1556,TEC-AC-10003237,134,25
1557,TEC-AC-10003280,74,20
1558,TEC-AC-10003289,149,20
1559,TEC-AC-10003399,127,25
1560,TEC-AC-10003433,93,30
1561,TEC-AC-10003441,32,25
1562,TEC-AC-10003447,70,20
1563,TEC-AC-10003499,9,25
1564,TEC-AC-10003590,49,20
1565,TEC-AC-10003610,51,20
1566,TEC-AC-10003614,35,25
1567,TEC-AC-10003628,143,15
1568,TEC-AC-10003657,14,25
1569,TEC-AC-10003709,122,15
1570,TEC-AC-10003832,18,20
1571,TEC-AC-10003870,84,20
1572,TEC-AC-10003911,97,15
1573,TEC-AC-10004001,14,20
1574,TEC-AC-10004114,80,15
1575,TEC-AC-10004127,98,15
1576,TEC-AC-10004145,109,20
1577,TEC-AC-10004171,5,30
1578,TEC-AC-10004209,137,15
1579,TEC-AC-10004227,24,25
1580,TEC-AC-10004353,12,25
1581,TEC-AC-10004396,5,20
1582,TEC-AC-10004420,61,30
1583,TEC-AC-10004469,68,20
1584,TEC-AC-10004510,122,30
1585,TEC-AC-10004518,32,15
1586,TEC-AC-10004568,125,15
1587,TEC-AC-10004571,111,15
1588,TEC-AC-10004595,53,15
1589,TEC-AC-10004633,124,25
1590,TEC-AC-10004659,48,25
1591,TEC-AC-10004666,60,20
1592,TEC-AC-10004708,115,30
1593,TEC-AC-10004761,138,15
1594,TEC-AC-10004803,112,15
1595,TEC-AC-10004814,118,30
1596,TEC-AC-10004855,82,30
1597,TEC-AC-10004859,134,20
1598,TEC-AC-10004864,41,30
1599,TEC-AC-10004877,24,15
1600,TEC-AC-10004901,30,15
1601,TEC-AC-10004975,33,15
1602,TEC-AC-10004992,5,15
1603,TEC-CO-10000971,123,15
1604,TEC-CO-10001046,39,20
1605,TEC-CO-10001449,63,15
1606,TEC-CO-10001571,73,20
1607,TEC-CO-10001766,16,15
