order_id,order_time,item_id,quantity,unit_price,total_amount,outlet_id,patron_id,payment_mode
ORD-50266,2025-03-16 16:13:00,M111,5,189.0,945.0,OUT-BLR,PAT-2004,Cash
ORD-50267,2025-03-19 13:36:00,M112,1,199.0,199.0,OUT-BLR,PAT-2005,Unknown
ORD-50268,2025-03-31 17:57:00,M106,5,179.0,895.0,OUT-BBSR,PAT-2007,Cash
ORD-50269,2025-03-16 08:26:00,M102,3,129.0,387.0,OUT-BBSR,PAT-2006,Card
ORD-50270,2025-03-15 10:35:00,M104,2,299.0,598.0,OUT-KOL,PAT-2013,Wallet
ORD-50271,2025-01-16 12:19:00,M112,2,199.0,398.0,OUT-BLR,PAT-2012,Card
ORD-50272,2025-01-01 13:02:00,M108,5,159.0,795.0,OUT-KOL,PAT-2001,Card
ORD-50273,2025-03-19 11:27:00,M108,2,159.0,318.0,OUT-BBSR,PAT-2013,Card
ORD-50274,2025-03-03 08:47:00,M109,4,269.0,1076.0,OUT-KOL,PAT-2008,Cash
ORD-50275,2025-01-23 18:32:00,M109,3,269.0,807.0,OUT-KOL,PAT-2025,Card
ORD-50276,2025-03-23 13:29:00,M104,1,299.0,299.0,OUT-BBSR,PAT-2013,Unknown
ORD-50277,2025-02-11 14:04:00,M101,2,249.0,498.0,OUT-KOL,PAT-2021,Cash
ORD-50278,2025-03-19 12:12:00,M106,5,179.0,895.0,OUT-BLR,PAT-2009,Cash
ORD-50279,2025-02-26 19:33:00,M106,2,179.0,358.0,OUT-BBSR,PAT-2012,UPI
ORD-50280,2025-03-22 15:38:00,M104,1,299.0,299.0,OUT-BLR,PAT-2004,Unknown
ORD-50281,2025-02-27 16:05:00,M112,4,199.0,796.0,OUT-BBSR,PAT-2013,Wallet
ORD-50282,2025-01-07 09:32:00,M107,4,219.0,876.0,OUT-KOL,PAT-2020,Unknown
ORD-50283,2025-02-22 17:19:00,M109,2,269.0,538.0,OUT-BLR,PAT-2006,Wallet
ORD-50284,2025-03-12 08:34:00,M112,2,199.0,398.0,OUT-KOL,PAT-2024,Unknown
ORD-50285,2025-01-16 22:57:00,M107,3,219.0,657.0,OUT-BLR,PAT-2009,Cash
ORD-50286,2025-01-31 22:59:00,M111,5,189.0,945.0,OUT-BLR,PAT-2011,Card
ORD-50287,2025-02-07 15:17:00,M105,1,149.0,149.0,OUT-BLR,PAT-2007,Cash
ORD-50288,2025-03-17 16:51:00,M112,2,199.0,398.0,OUT-BLR,PAT-2001,Wallet
ORD-50289,2025-03-16 21:35:00,M112,1,199.0,199.0,OUT-KOL,PAT-2023,Cash
ORD-50290,2025-01-31 21:55:00,M106,5,179.0,895.0,OUT-KOL,PAT-2018,Wallet
ORD-50291,2025-02-25 08:54:00,M104,2,299.0,598.0,OUT-BBSR,PAT-2017,Cash
ORD-50292,2025-03-21 15:06:00,M105,4,149.0,596.0,OUT-BBSR,PAT-2013,UPI
ORD-50293,2025-03-20 20:24:00,M111,3,189.0,567.0,OUT-BLR,PAT-2002,UPI
ORD-50294,2025-01-20 13:51:00,M101,3,249.0,747.0,OUT-BBSR,PAT-2002,UPI
ORD-50295,2025-03-23 22:59:00,M106,5,179.0,895.0,OUT-BBSR,PAT-2013,Unknown
ORD-50296,2025-01-13 14:53:00,M103,4,329.0,1316.0,OUT-KOL,PAT-2007,Cash
ORD-50297,2025-03-18 09:41:00,M102,4,129.0,516.0,OUT-KOL,PAT-2006,Unknown
ORD-50298,2025-01-14 14:36:00,M109,2,269.0,538.0,OUT-BLR,PAT-2001,UPI
ORD-50299,2025-01-31 15:48:00,M106,3,179.0,537.0,OUT-KOL,PAT-2003,UPI
ORD-50300,2025-02-12 11:18:00,M107,4,219.0,876.0,OUT-KOL,PAT-2023,Unknown
ORD-50301,2025-02-20 17:22:00,M103,3,329.0,987.0,OUT-BLR,PAT-2007,UPI
ORD-50302,2025-03-03 14:51:00,M111,1,189.0,189.0,OUT-BLR,PAT-2023,Unknown
ORD-50303,2025-02-07 12:38:00,M105,1,149.0,149.0,OUT-BLR,PAT-2010,Card
ORD-50304,2025-01-27 09:09:00,M103,3,329.0,987.0,OUT-BBSR,PAT-2007,Card
ORD-50305,2025-03-22 15:50:00,M110,1,239.0,239.0,OUT-BBSR,PAT-2023,Cash
ORD-50306,2025-01-03 16:24:00,M106,5,179.0,895.0,OUT-KOL,PAT-2010,Cash
ORD-50307,2025-01-18 13:09:00,M104,5,299.0,1495.0,OUT-KOL,PAT-2024,UPI
ORD-50308,2025-01-02 22:09:00,M101,4,249.0,996.0,OUT-BLR,PAT-2015,Cash
ORD-50309,2025-01-18 10:16:00,M104,4,299.0,1196.0,OUT-BBSR,PAT-2020,Cash
ORD-50310,2025-02-25 15:43:00,M105,1,149.0,149.0,OUT-KOL,PAT-2007,Card
ORD-50311,2025-03-06 16:47:00,M106,1,179.0,179.0,OUT-BLR,PAT-2020,Wallet
ORD-50312,2025-03-01 11:26:00,M103,1,329.0,329.0,OUT-BBSR,PAT-2014,UPI
ORD-50313,2025-03-22 14:13:00,M108,3,159.0,477.0,OUT-KOL,PAT-2006,Card
ORD-50314,2025-01-24 12:40:00,M106,4,179.0,716.0,OUT-BLR,PAT-2012,Card
ORD-50315,2025-03-08 09:51:00,M106,1,179.0,179.0,OUT-BLR,PAT-2009,Unknown
ORD-50316,2025-03-20 14:49:00,M108,2,159.0,318.0,OUT-BLR,PAT-2021,Cash
ORD-50317,2025-01-15 09:29:00,M110,3,239.0,717.0,OUT-KOL,PAT-2022,UPI
ORD-50318,2025-02-20 18:44:00,M109,3,269.0,807.0,OUT-BBSR,PAT-2004,UPI
ORD-50319,2025-02-26 09:18:00,M112,2,199.0,398.0,OUT-KOL,PAT-2001,Wallet
ORD-50320,2025-03-10 21:54:00,M111,2,189.0,378.0,OUT-BBSR,PAT-2020,Cash
ORD-50321,2025-03-25 13:18:00,M101,2,249.0,498.0,OUT-BLR,PAT-2006,Cash
ORD-50322,2025-01-12 12:26:00,M105,5,149.0,745.0,OUT-BBSR,PAT-2006,UPI
ORD-50323,2025-03-25 19:50:00,M107,2,219.0,438.0,OUT-BBSR,PAT-2020,Cash
ORD-50324,2025-03-10 21:00:00,M101,4,249.0,996.0,OUT-BLR,PAT-2024,Unknown
ORD-50325,2025-02-17 13:28:00,M109,2,269.0,538.0,OUT-KOL,PAT-2022,Wallet
ORD-50326,2025-02-23 21:42:00,M102,5,129.0,645.0,OUT-BLR,PAT-2019,UPI
ORD-50327,2025-03-08 19:13:00,M110,2,239.0,478.0,OUT-BBSR,PAT-2017,Cash
ORD-50328,2025-02-20 11:33:00,M105,4,149.0,596.0,OUT-KOL,PAT-2021,Card
ORD-50329,2025-03-19 13:43:00,M111,5,189.0,945.0,OUT-BBSR,PAT-2018,Cash
ORD-50330,2025-03-28 08:06:00,M101,4,249.0,996.0,OUT-BLR,PAT-2023,UPI
ORD-50331,2025-02-06 08:18:00,M107,1,219.0,219.0,OUT-BLR,PAT-2006,Unknown
ORD-50332,2025-01-20 10:48:00,M111,1,189.0,189.0,OUT-BLR,PAT-2022,Wallet
ORD-50333,2025-01-20 09:08:00,M102,2,129.0,258.0,OUT-BBSR,PAT-2012,UPI
ORD-50334,2025-03-06 12:23:00,M103,3,329.0,987.0,OUT-BLR,PAT-2025,Cash
ORD-50335,2025-02-23 10:31:00,M107,5,219.0,1095.0,OUT-BBSR,PAT-2023,UPI
ORD-50336,2025-03-05 18:34:00,M109,1,269.0,269.0,OUT-BBSR,PAT-2009,Unknown
ORD-50337,2025-01-20 17:22:00,M105,5,149.0,745.0,OUT-BLR,PAT-2006,Cash
ORD-50338,2025-01-04 13:16:00,M102,3,129.0,387.0,OUT-BLR,PAT-2022,UPI
ORD-50339,2025-02-17 12:05:00,M112,4,199.0,796.0,OUT-BLR,WALKIN,Card
ORD-50340,2025-03-05 14:39:00,M106,2,179.0,358.0,OUT-BBSR,PAT-2002,Wallet
ORD-50341,2025-01-28 22:29:00,M109,4,269.0,1076.0,OUT-KOL,PAT-2020,Cash
ORD-50342,2025-02-10 11:34:00,M105,4,149.0,596.0,OUT-BLR,PAT-2010,Wallet
ORD-50343,2025-03-04 13:06:00,M111,1,189.0,189.0,OUT-BLR,PAT-2024,Unknown
ORD-50344,2025-02-18 17:32:00,M111,2,189.0,378.0,OUT-KOL,PAT-2020,Card
ORD-50345,2025-01-27 19:49:00,M108,4,159.0,636.0,OUT-BBSR,PAT-2015,Card
ORD-50346,2025-02-16 12:47:00,M112,1,199.0,199.0,OUT-BBSR,WALKIN,UPI
ORD-50347,2025-03-15 20:05:00,M102,5,129.0,645.0,OUT-BBSR,PAT-2010,UPI
ORD-50348,2025-01-08 19:04:00,M105,1,149.0,149.0,OUT-BBSR,PAT-2011,Wallet
ORD-50349,2025-03-02 08:25:00,M111,2,189.0,378.0,OUT-BLR,PAT-2005,UPI
ORD-50350,2025-03-25 13:00:00,M106,5,179.0,895.0,OUT-KOL,PAT-2011,Cash
