id,sale_id,amount,payment_status
2666,2666,2.742,Pending
2667,2667,79.512,Paid
2668,2668,28.352,Paid
2669,2669,40.784,Paid
2670,2670,105.96,Paid
2671,2671,166.44,Paid
2672,2672,785.88,Paid
2673,2673,26.2,Paid
2674,2674,1325.85,Paid
2675,2675,166.44,Paid
2676,2676,8.76,Paid
2677,2677,43.584,Paid
2678,2678,11.088,Paid
2679,2679,25.164,Pending
2680,2680,14.4,Paid
2681,2681,619.95,Paid
2682,2682,89.52,Paid
2683,2683,350.973,Paid
2684,2684,164.99,Paid
2685,2685,312.552,Pending
2686,2686,95.952,Paid
2687,2687,3.204,Paid
2688,2688,3.98,Paid
2689,2689,15.7,Paid
2690,2690,5.248,Paid
2691,2691,5.346,Paid
2692,2692,15.48,Paid
2693,2693,108.576,Paid
2694,2694,109.9,Paid
2695,2695,15.384,Paid
2696,2696,30.352,Paid
2697,2697,821.3,Paid
2698,2698,22638.48,Paid
2699,2699,21.376,Paid
2700,2700,8.016,Paid
2701,2701,30.768,Paid
2702,2702,18.936,Paid
2703,2703,122.352,Paid
2704,2704,116.28,Pending
2705,2705,132.6,Paid
2706,2706,16.68,Paid
2707,2707,19.44,Paid
2708,2708,192.16,Paid
2709,2709,227.36,Paid
2710,2710,1919.976,Paid
2711,2711,12.828,Paid
2712,2712,45.888,Paid
2713,2713,60.12,Paid
2714,2714,302.376,Paid
2715,2715,13.9,Paid
2716,2716,129.98,Paid
2717,2717,71.98,Paid
2718,2718,377.97,Paid
2719,2719,124.36,Paid
2720,2720,23.976,Pending
2721,2721,8.376,Paid
2722,2722,58.24,Paid
2723,2723,81.2,Paid
2724,2724,14.45,Paid
2725,2725,95.648,Paid
2726,2726,359.97,Paid
2727,2727,350.352,Paid
2728,2728,1.641,Pending
2729,2729,629.958,Paid
2730,2730,6.63,Paid
2731,2731,799.96,Paid
2732,2732,107.53,Paid
2733,2733,73.98,Paid
2734,2734,5.58,Paid
2735,2735,49.12,Paid
2736,2736,377.97,Pending
2737,2737,42.28,Paid
2738,2738,299.97,Paid
2739,2739,89.98,Paid
2740,2740,477.24,Paid
2741,2741,25.98,Paid
2742,2742,46.72,Pending
2743,2743,35.34,Paid
2744,2744,257.64,Pending
2745,2745,125.976,Paid
2746,2746,79.992,Paid
2747,2747,700.056,Paid
2748,2748,27.168,Paid
2749,2749,8.226,Paid
2750,2750,585.552,Paid
2751,2751,423.28,Pending
2752,2752,225.296,Paid
2753,2753,5.56,Paid
2754,2754,323.37,Paid
2755,2755,783.96,Paid
2756,2756,1447.65,Paid
2757,2757,11.96,Paid
2758,2758,239.97,Paid
2759,2759,76.92,Paid
2760,2760,481.32,Paid
2761,2761,48.4,Paid
2762,2762,0.99,Paid
2763,2763,101.84,Paid
2764,2764,10.332,Paid
2765,2765,31.155,Paid
2766,2766,8.928,Paid
2767,2767,34.384,Paid
2768,2768,1924.16,Paid
2769,2769,32.192,Paid
2770,2770,50.12,Paid
2771,2771,47.976,Pending
2772,2772,54.5,Paid
2773,2773,19.104,Paid
2774,2774,49.44,Paid
2775,2775,10.368,Pending
2776,2776,154.44,Paid
2777,2777,60.984,Paid
2778,2778,195.466,Paid
2779,2779,23.68,Paid
2780,2780,2.376,Paid
2781,2781,59.2,Paid
2782,2782,22.0,Paid
2783,2783,257.98,Pending
2784,2784,23.988,Paid
2785,2785,23.976,Paid
2786,2786,601.536,Paid
2787,2787,7.9,Paid
2788,2788,58.36,Paid
2789,2789,16.464,Paid
2790,2790,39.96,Paid
2791,2791,25.96,Paid
2792,2792,36.27,Paid
2793,2793,6.48,Paid
2794,2794,1075.088,Paid
2795,2795,438.368,Paid
2796,2796,18.088,Paid
2797,2797,308.499,Paid
2798,2798,13.36,Paid
2799,2799,39.96,Paid
2800,2800,145.85,Paid
2801,2801,783.96,Paid
2802,2802,7.88,Paid
2803,2803,41.37,Paid
2804,2804,12.84,Paid
2805,2805,25.68,Paid
2806,2806,47.516,Paid
2807,2807,9.42,Paid
2808,2808,12.96,Paid
2809,2809,704.9,Paid
2810,2810,561.568,Paid
2811,2811,179.82,Paid
2812,2812,185.58,Paid
2813,2813,214.11,Paid
2814,2814,999.96,Paid
2815,2815,653.55,Paid
2816,2816,114.6,Paid
2817,2817,60.74,Paid
2818,2818,124.36,Paid
2819,2819,1088.76,Paid
2820,2820,6.72,Paid
2821,2821,298.776,Paid
2822,2822,302.376,Paid
2823,2823,8.928,Paid
2824,2824,47.584,Pending
2825,2825,33.792,Paid
2826,2826,300.5328,Paid
2827,2827,2.724,Paid
2828,2828,3.264,Paid
2829,2829,108.336,Paid
2830,2830,55.92,Paid
2831,2831,78.304,Paid
2832,2832,443.92,Paid
2833,2833,155.976,Paid
2834,2834,15.47,Paid
2835,2835,7.16,Paid
2836,2836,10.89,Paid
2837,2837,19.44,Paid
2838,2838,121.6,Paid
2839,2839,695.7,Paid
2840,2840,120.33,Paid
2841,2841,1139.92,Paid
2842,2842,229.544,Paid
2843,2843,143.728,Paid
2844,2844,36.048,Paid
2845,2845,845.488,Paid
2846,2846,50.94,Paid
2847,2847,762.594,Paid
2848,2848,56.28,Paid
2849,2849,2690.97,Pending
2850,2850,7.434,Paid
2851,2851,64.784,Paid
2852,2852,28.16,Paid
2853,2853,14.98,Paid
2854,2854,20.32,Paid
2855,2855,40.29,Paid
2856,2856,20.23,Paid
2857,2857,1603.136,Paid
2858,2858,225.296,Paid
2859,2859,67.8,Paid
2860,2860,377.97,Paid
2861,2861,1628.82,Paid
2862,2862,286.93,Paid
2863,2863,20.736,Paid
2864,2864,31.44,Paid
2865,2865,83.79,Pending
2866,2866,59.52,Paid
2867,2867,31.92,Paid
2868,2868,14.72,Paid
2869,2869,38.976,Paid
2870,2870,17.088,Paid
2871,2871,74.352,Paid
2872,2872,314.352,Pending
2873,2873,4.26,Paid
2874,2874,811.28,Paid
2875,2875,6.03,Paid
2876,2876,153.568,Paid
2877,2877,1013.488,Paid
2878,2878,52.34,Paid
2879,2879,4.66,Paid
2880,2880,254.97,Paid
2881,2881,25.44,Paid
2882,2882,27.93,Paid
2883,2883,8.85,Paid
2884,2884,6.96,Paid
2885,2885,17.456,Paid
2886,2886,307.92,Paid
2887,2887,6.63,Paid
2888,2888,12.96,Paid
2889,2889,32.4,Paid
2890,2890,23.85,Paid
2891,2891,51.96,Paid
2892,2892,17.94,Paid
2893,2893,11.56,Paid
2894,2894,26.4,Paid
2895,2895,69.08,Paid
2896,2896,35.88,Paid
2897,2897,49.65,Paid
2898,2898,959.968,Paid
2899,2899,408.422,Paid
2900,2900,479.984,Paid
2901,2901,12.6,Paid
2902,2902,184.66,Paid
2903,2903,23.12,Paid
2904,2904,37.464,Pending
2905,2905,539.658,Paid
2906,2906,310.12,Paid
2907,2907,8.56,Paid
2908,2908,52.4,Paid
2909,2909,14.94,Paid
2910,2910,11.22,Paid
2911,2911,387.136,Paid
2912,2912,41.4,Paid
2913,2913,35.0,Pending
2914,2914,39.552,Paid
2915,2915,135.72,Paid
2916,2916,12.56,Paid
2917,2917,263.96,Paid
2918,2918,5.952,Paid
2919,2919,15.8,Paid
2920,2920,14.368,Paid
2921,2921,70.448,Paid
2922,2922,129.3,Paid
2923,2923,3.882,Paid
2924,2924,6.08,Paid
2925,2925,19.9,Paid
2926,2926,70.71,Paid
2927,2927,18.84,Paid
2928,2928,8.64,Paid
2929,2929,1633.188,Paid
2930,2930,19.76,Paid
2931,2931,6.608,Paid
2932,2932,7.28,Paid
2933,2933,144.784,Paid
2934,2934,156.792,Paid
2935,2935,431.976,Pending
2936,2936,35.89,Paid
2937,2937,47.208,Paid
2938,2938,248.08,Paid
2939,2939,189.7,Paid
2940,2940,59.808,Paid
2941,2941,90.99,Paid
2942,2942,1526.56,Paid
2943,2943,368.97,Paid
2944,2944,305.01,Paid
2945,2945,18.7,Paid
2946,2946,38.29,Paid
2947,2947,26.25,Paid
2948,2948,64.96,Paid
2949,2949,43.7,Paid
2950,2950,41.6,Paid
2951,2951,23.12,Paid
2952,2952,113.888,Paid
2953,2953,113.568,Paid
2954,2954,7.92,Paid
2955,2955,671.984,Paid
2956,2956,39.99,Paid
2957,2957,191.646,Paid
2958,2958,2.313,Paid
2959,2959,19.936,Paid
2960,2960,45.92,Paid
2961,2961,20.34,Paid
2962,2962,39.28,Paid
2963,2963,81.568,Pending
2964,2964,97.184,Paid
2965,2965,24.32,Paid
2966,2966,18.96,Paid
2967,2967,32.952,Paid
2968,2968,30.016,Paid
2969,2969,499.584,Paid
2970,2970,31.104,Paid
2971,2971,13.272,Paid
2972,2972,28.272,Paid
2973,2973,259.136,Paid
2974,2974,10.8,Paid
2975,2975,244.006,Paid
2976,2976,15.936,Paid
2977,2977,188.552,Paid
2978,2978,22.58,Paid
2979,2979,545.94,Paid
2980,2980,20.736,Paid
2981,2981,43.296,Paid
2982,2982,123.136,Paid
2983,2983,11.264,Paid
2984,2984,53.424,Pending
2985,2985,275.49,Paid
2986,2986,24.96,Paid
2987,2987,19.36,Paid
2988,2988,1267.65,Pending
2989,2989,12.99,Paid
2990,2990,18.56,Paid
2991,2991,449.15,Paid
2992,2992,31.248,Paid
2993,2993,61.44,Paid
2994,2994,895.92,Paid
2995,2995,55.36,Paid
2996,2996,55.92,Pending
2997,2997,24.896,Paid
2998,2998,3.984,Paid
2999,2999,95.968,Paid
3000,3000,206.991,Paid
3001,3001,44.416,Paid
3002,3002,9.006,Paid
3003,3003,19.0,Paid
3004,3004,33.376,Paid
3005,3005,207.48,Paid
3006,3006,91.68,Paid
3007,3007,904.9,Paid
3008,3008,34.272,Paid
3009,3009,191.82,Paid
3010,3010,243.88,Paid
3011,3011,12.03,Paid
3012,3012,2549.985,Paid
3013,3013,21.594,Paid
3014,3014,8.964,Paid
3015,3015,20.736,Paid
3016,3016,344.22,Paid
3017,3017,727.296,Paid
3018,3018,22.608,Paid
3019,3019,666.4,Pending
3020,3020,5.04,Paid
3021,3021,92.94,Paid
3022,3022,66.69,Pending
3023,3023,91.68,Paid
3024,3024,327.7328,Paid
3025,3025,52.272,Pending
3026,3026,17.94,Paid
3027,3027,254.352,Paid
3028,3028,8.288,Paid
3029,3029,504.9,Paid
3030,3030,403.168,Paid
3031,3031,194.32,Paid
3032,3032,25.99,Paid
3033,3033,195.136,Paid
3034,3034,20.736,Paid
3035,3035,53.7,Paid
3036,3036,36.26,Paid
3037,3037,56.3,Paid
3038,3038,32.4,Pending
3039,3039,29.16,Pending
3040,3040,171.288,Paid
3041,3041,16.72,Paid
3042,3042,12.96,Paid
3043,3043,22.18,Paid
3044,3044,2054.272,Paid
3045,3045,1022.97,Paid
3046,3046,13.9,Pending
3047,3047,26.38,Paid
3048,3048,43.176,Paid
3049,3049,411.8,Paid
3050,3050,360.0,Paid
3051,3051,41.96,Paid
3052,3052,227.84,Paid
3053,3053,37.94,Paid
3054,3054,517.9,Paid
3055,3055,5.28,Paid
3056,3056,2799.96,Paid
3057,3057,8.96,Paid
3058,3058,31.5,Paid
3059,3059,30.56,Paid
3060,3060,24.368,Paid
3061,3061,119.976,Paid
3062,3062,26.88,Paid
3063,3063,83.97,Paid
3064,3064,104.97,Paid
3065,3065,90.8,Paid
3066,3066,140.736,Pending
3067,3067,214.95,Paid
3068,3068,45.36,Paid
3069,3069,288.24,Paid
3070,3070,663.936,Paid
3071,3071,2934.33,Paid
3072,3072,124.41,Pending
3073,3073,57.75,Paid
3074,3074,114.46,Paid
3075,3075,120.666,Pending
3076,3076,342.864,Pending
3077,3077,16.74,Paid
3078,3078,981.372,Paid
3079,3079,31.84,Paid
3080,3080,12.96,Paid
3081,3081,43.176,Paid
3082,3082,58.34,Paid
3083,3083,539.97,Paid
3084,3084,3.928,Paid
3085,3085,252.784,Paid
3086,3086,127.984,Paid
3087,3087,3.984,Paid
3088,3088,12.992,Paid
3089,3089,61.0,Paid
3090,3090,671.93,Paid
3091,3091,447.86,Paid
3092,3092,479.95,Paid
3093,3093,166.44,Paid
3094,3094,31.68,Paid
3095,3095,10.368,Paid
3096,3096,12.032,Paid
3097,3097,5.768,Paid
3098,3098,33.12,Paid
3099,3099,220.2656,Paid
3100,3100,10.776,Paid
3101,3101,242.352,Pending
3102,3102,695.16,Paid
3103,3103,220.98,Paid
3104,3104,12.957,Paid
3105,3105,25.68,Paid
3106,3106,15.712,Pending
3107,3107,298.464,Paid
3108,3108,21.93,Paid
3109,3109,242.94,Paid
3110,3110,7.64,Paid
3111,3111,51.84,Paid
3112,3112,265.17,Paid
3113,3113,837.6,Paid
3114,3114,135.9,Paid
3115,3115,34.68,Pending
3116,3116,532.704,Pending
3117,3117,43.1,Paid
3118,3118,15.88,Paid
3119,3119,1123.92,Paid
3120,3120,249.584,Paid
3121,3121,48.672,Paid
3122,3122,60.768,Paid
3123,3123,78.6,Paid
3124,3124,3.768,Paid
3125,3125,1036.624,Paid
3126,3126,563.808,Paid
3127,3127,258.528,Pending
3128,3128,49.12,Paid
3129,3129,44.46,Paid
3130,3130,241.568,Pending
3131,3131,395.0,Paid
3132,3132,627.168,Paid
3133,3133,13.28,Paid
3134,3134,12.672,Paid
3135,3135,30.56,Paid
3136,3136,77.952,Paid
3137,3137,67.992,Paid
3138,3138,12.224,Pending
3139,3139,44.784,Paid
3140,3140,22.848,Paid
3141,3141,206.43,Paid
3142,3142,210.392,Paid
3143,3143,119.96,Paid
3144,3144,10.608,Paid
3145,3145,347.802,Paid
3146,3146,963.136,Paid
3147,3147,88.776,Paid
3148,3148,32.4,Paid
3149,3149,32.4,Paid
3150,3150,31.05,Paid
3151,3151,2025.36,Paid
3152,3152,1799.994,Paid
3153,3153,101.988,Paid
3154,3154,262.864,Paid
3155,3155,735.98,Paid
3156,3156,93.024,Paid
3157,3157,284.364,Paid
3158,3158,26.0,Paid
3159,3159,67.64,Paid
3160,3160,119.976,Paid
3161,3161,5.18,Paid
3162,3162,15.56,Paid
3163,3163,78.35,Paid
3164,3164,59.52,Paid
3165,3165,38.52,Paid
3166,3166,239.984,Paid
3167,3167,19.35,Paid
3168,3168,67.0,Paid
3169,3169,390.272,Paid
3170,3170,62.192,Paid
3171,3171,23.88,Paid
3172,3172,3.168,Paid
3173,3173,528.43,Paid
3174,3174,13.392,Paid
3175,3175,181.86,Paid
3176,3176,180.588,Paid
3177,3177,47.984,Paid
3178,3178,18.76,Paid
3179,3179,20.94,Paid
3180,3180,58.68,Paid
3181,3181,254.9,Paid
3182,3182,9.64,Paid
3183,3183,826.62,Paid
3184,3184,1633.14,Paid
3185,3185,544.38,Paid
3186,3186,26.046,Paid
3187,3187,74.352,Paid
3188,3188,69.93,Paid
3189,3189,3.75,Paid
3190,3190,20.928,Paid
3191,3191,12.672,Paid
3192,3192,65.99,Paid
3193,3193,6.37,Pending
3194,3194,3.648,Pending
3195,3195,31.104,Paid
3196,3196,23.34,Paid
3197,3197,29.97,Paid
3198,3198,3.366,Paid
3199,3199,95.968,Paid
3200,3200,18.704,Paid
3201,3201,149.232,Paid
3202,3202,15.936,Paid
3203,3203,601.536,Paid
3204,3204,10.99,Paid
3205,3205,39.88,Paid
3206,3206,62.24,Paid
3207,3207,53.2,Paid
3208,3208,39.84,Paid
3209,3209,349.95,Paid
3210,3210,377.928,Pending
3211,3211,13.392,Pending
3212,3212,11.228,Paid
3213,3213,207.24,Paid
3214,3214,1.504,Paid
3215,3215,34.848,Paid
3216,3216,75.18,Paid
3217,3217,149.97,Paid
3218,3218,931.176,Paid
3219,3219,430.88,Paid
3220,3220,94.85,Paid
3221,3221,51.12,Paid
3222,3222,90.0,Paid
3223,3223,9.408,Paid
3224,3224,4.672,Paid
3225,3225,318.4,Paid
3226,3226,12.768,Paid
3227,3227,15.36,Pending
3228,3228,230.376,Paid
3229,3229,7.16,Paid
3230,3230,375.34,Paid
3231,3231,114.9,Paid
3232,3232,26.046,Paid
3233,3233,2.896,Paid
3234,3234,32.544,Paid
3235,3235,3.984,Paid
3236,3236,181.797,Paid
3237,3237,44.94,Paid
3238,3238,45.576,Paid
3239,3239,318.43,Paid
3240,3240,122.92,Paid
3241,3241,7.068,Paid
3242,3242,56.45,Paid
3243,3243,13.468,Paid
3244,3244,219.8,Paid
3245,3245,317.058,Paid
3246,3246,49.08,Paid
3247,3247,324.9,Paid
3248,3248,18.24,Paid
3249,3249,113.888,Paid
3250,3250,105.584,Paid
3251,3251,24.85,Paid
3252,3252,60.312,Paid
3253,3253,7.056,Paid
3254,3254,27.184,Pending
3255,3255,107.984,Paid
3256,3256,19.296,Paid
3257,3257,4.608,Paid
3258,3258,79.974,Paid
3259,3259,2.946,Paid
3260,3260,3.136,Paid
3261,3261,20.736,Paid
3262,3262,99.98,Paid
3263,3263,733.95,Paid
3264,3264,241.44,Paid
3265,3265,10.08,Paid
3266,3266,281.904,Paid
3267,3267,201.432,Paid
3268,3268,135.98,Paid
3269,3269,44.95,Paid
3270,3270,2.97,Paid
3271,3271,6.54,Paid
3272,3272,7.92,Paid
3273,3273,203.92,Paid
3274,3274,3359.952,Paid
3275,3275,18.24,Paid
3276,3276,27.78,Paid
3277,3277,22.96,Paid
3278,3278,28.99,Paid
3279,3279,12.96,Paid
3280,3280,22.96,Paid
3281,3281,4164.05,Pending
3282,3282,47.984,Paid
3283,3283,4.624,Paid
3284,3284,15.24,Paid
3285,3285,63.924,Paid
3286,3286,6.56,Paid
3287,3287,13.11,Paid
3288,3288,494.376,Pending
3289,3289,29.2,Paid
3290,3290,248.85,Paid
3291,3291,36.24,Paid
3292,3292,11.68,Paid
3293,3293,11.91,Paid
3294,3294,3.48,Paid
3295,3295,30.96,Paid
3296,3296,1704.89,Paid
3297,3297,19.194,Paid
3298,3298,121.792,Pending
3299,3299,1919.976,Paid
3300,3300,50.997,Paid
3301,3301,76.792,Paid
3302,3302,539.964,Paid
3303,3303,60.312,Paid
3304,3304,1.944,Paid
3305,3305,12.984,Paid
3306,3306,217.584,Paid
3307,3307,328.776,Paid
3308,3308,2.286,Paid
3309,3309,47.984,Paid
3310,3310,25.344,Paid
3311,3311,232.4,Paid
3312,3312,86.45,Paid
3313,3313,603.92,Paid
3314,3314,81.98,Paid
3315,3315,271.764,Paid
3316,3316,14.376,Paid
3317,3317,341.96,Paid
3318,3318,181.35,Paid
3319,3319,8.64,Paid
3320,3320,43.512,Paid
3321,3321,662.88,Paid
3322,3322,25.92,Paid
3323,3323,68.94,Paid
3324,3324,128.82,Paid
3325,3325,896.99,Paid
3326,3326,1.234,Paid
3327,3327,67.56,Paid
3328,3328,21.72,Paid
3329,3329,262.336,Paid
3330,3330,148.48,Pending
3331,3331,241.176,Paid
3332,3332,227.976,Paid
3333,3333,52.68,Paid
3334,3334,2.032,Paid
3335,3335,17.12,Pending
3336,3336,431.968,Paid
3337,3337,129.92,Paid
3338,3338,568.728,Paid
3339,3339,117.144,Paid
3340,3340,203.52,Paid
3341,3341,51.75,Paid
3342,3342,122.97,Pending
3343,3343,244.615,Pending
3344,3344,59.97,Paid
3345,3345,81.54,Paid
3346,3346,11.68,Paid
3347,3347,29.0,Paid
3348,3348,50.8,Paid
3349,3349,16.03,Paid
3350,3350,15.712,Paid
3351,3351,89.97,Paid
3352,3352,435.999,Paid
3353,3353,83.984,Pending
3354,3354,359.98,Pending
3355,3355,70.56,Paid
3356,3356,20.88,Paid
3357,3357,3.81,Pending
3358,3358,73.008,Paid
3359,3359,3.208,Paid
3360,3360,26.176,Paid
3361,3361,30.44,Paid
3362,3362,35.28,Paid
3363,3363,19.44,Paid
3364,3364,37.88,Paid
3365,3365,9.552,Paid
3366,3366,290.666,Pending
3367,3367,10.368,Paid
3368,3368,14.352,Paid
3369,3369,141.96,Paid
3370,3370,66.048,Paid
3371,3371,1287.45,Paid
3372,3372,25.824,Pending
3373,3373,160.96,Paid
3374,3374,28.44,Paid
3375,3375,364.41,Paid
3376,3376,39.96,Paid
3377,3377,361.764,Paid
3378,3378,111.672,Pending
3379,3379,13.776,Paid
3380,3380,10.272,Paid
3381,3381,24.048,Pending
3382,3382,2.896,Paid
3383,3383,17.94,Paid
3384,3384,384.174,Paid
3385,3385,1799.75,Paid
3386,3386,580.672,Paid
3387,3387,18.936,Paid
3388,3388,222.384,Paid
3389,3389,50.454,Paid
3390,3390,154.764,Paid
3391,3391,6.848,Paid
3392,3392,1091.168,Paid
3393,3393,219.168,Paid
3394,3394,6.928,Paid
3395,3395,40.032,Paid
3396,3396,443.92,Paid
3397,3397,169.99,Paid
3398,3398,25.92,Paid
3399,3399,36.99,Paid
3400,3400,629.1,Paid
3401,3401,193.95,Paid
3402,3402,5.46,Paid
3403,3403,22.288,Pending
3404,3404,65.424,Paid
3405,3405,77.88,Pending
3406,3406,281.372,Paid
3407,3407,281.372,Paid
3408,3408,7.488,Paid
3409,3409,22.336,Pending
3410,3410,10.368,Paid
3411,3411,65.79,Paid
3412,3412,271.984,Pending
3413,3413,11.76,Paid
3414,3414,77.52,Paid
3415,3415,48.64,Paid
3416,3416,1.81,Paid
3417,3417,8.26,Paid
3418,3418,43.56,Paid
3419,3419,5.84,Paid
3420,3420,271.764,Paid
3421,3421,262.24,Pending
3422,3422,182.72,Paid
3423,3423,131.6,Paid
3424,3424,22.72,Paid
3425,3425,558.4,Paid
3426,3426,15.24,Paid
3427,3427,1408.1,Paid
3428,3428,32.896,Paid
3429,3429,215.148,Paid
3430,3430,30.96,Paid
3431,3431,29.79,Paid
3432,3432,128.9,Paid
3433,3433,60.12,Paid
3434,3434,24.816,Paid
3435,3435,14.976,Paid
3436,3436,15.08,Paid
3437,3437,24.288,Paid
3438,3438,16.192,Paid
3439,3439,251.006,Paid
3440,3440,54.192,Paid
3441,3441,4.304,Paid
3442,3442,108.92,Paid
3443,3443,16.74,Pending
3444,3444,2504.74,Paid
3445,3445,84.784,Paid
3446,3446,29.9,Paid
3447,3447,70.88,Paid
3448,3448,3.76,Paid
3449,3449,27.264,Paid
3450,3450,56.65,Paid
3451,3451,14.97,Paid
3452,3452,4.02,Paid
3453,3453,471.92,Pending
3454,3454,58.72,Paid
3455,3455,5.16,Paid
3456,3456,16.496,Paid
3457,3457,71.976,Paid
3458,3458,22.512,Paid
3459,3459,3.444,Paid
3460,3460,538.194,Paid
3461,3461,47.984,Pending
3462,3462,492.768,Paid
3463,3463,286.79,Paid
3464,3464,5.08,Paid
3465,3465,47.992,Paid
3466,3466,61.96,Paid
3467,3467,361.96,Paid
3468,3468,278.82,Paid
3469,3469,133.38,Paid
3470,3470,47.952,Paid
3471,3471,16.74,Paid
3472,3472,10.848,Paid
3473,3473,18.544,Paid
3474,3474,180.98,Paid
3475,3475,99.98,Paid
3476,3476,34.95,Paid
3477,3477,152.0,Paid
3478,3478,92.52,Paid
3479,3479,8.56,Paid
3480,3480,45.36,Paid
3481,3481,1421.664,Paid
3482,3482,8.96,Paid
3483,3483,579.95,Paid
3484,3484,29.12,Paid
3485,3485,1202.94,Paid
3486,3486,7.92,Paid
3487,3487,36.192,Paid
3488,3488,147.184,Paid
3489,3489,408.422,Paid
3490,3490,382.116,Paid
3491,3491,68.6,Paid
3492,3492,435.504,Pending
3493,3493,11.168,Paid
3494,3494,72.0,Paid
3495,3495,655.9,Paid
3496,3496,603.92,Paid
3497,3497,513.024,Paid
3498,3498,487.92,Paid
3499,3499,15.24,Pending
3500,3500,209.97,Paid
3501,3501,62.94,Paid
3502,3502,25.92,Paid
3503,3503,10.368,Paid
3504,3504,95.736,Paid
3505,3505,900.08,Paid
3506,3506,201.584,Paid
3507,3507,3.392,Paid
3508,3508,193.0656,Paid
3509,3509,15.552,Paid
3510,3510,11.648,Paid
3511,3511,418.8,Paid
3512,3512,509.488,Paid
3513,3513,825.174,Paid
3514,3514,17.76,Paid
3515,3515,6.912,Paid
3516,3516,66.3,Paid
3517,3517,30.816,Paid
3518,3518,44.784,Paid
3519,3519,569.536,Paid
3520,3520,796.425,Paid
3521,3521,12.832,Paid
3522,3522,40.46,Paid
3523,3523,404.94,Paid
3524,3524,116.0,Pending
3525,3525,657.552,Paid
3526,3526,599.97,Paid
3527,3527,38.97,Paid
3528,3528,45.84,Paid
3529,3529,38.24,Paid
3530,3530,87.168,Paid
3531,3531,21.4,Paid
3532,3532,54.9,Paid
3533,3533,287.968,Paid
3534,3534,13.12,Paid
3535,3535,10.75,Paid
3536,3536,11.62,Paid
3537,3537,40.74,Paid
3538,3538,83.25,Paid
3539,3539,9.45,Paid
3540,3540,20.65,Paid
3541,3541,45.36,Paid
3542,3542,5.352,Paid
3543,3543,99.372,Paid
3544,3544,2.672,Paid
3545,3545,28.672,Paid
3546,3546,29.312,Paid
3547,3547,105.98,Paid
3548,3548,35.06,Paid
3549,3549,33.94,Paid
3550,3550,30.0,Paid
3551,3551,45.528,Paid
3552,3552,844.116,Paid
3553,3553,812.736,Paid
3554,3554,7.476,Paid
3555,3555,330.4,Paid
3556,3556,604.752,Paid
3557,3557,45.36,Paid
3558,3558,10.128,Paid
3559,3559,21.792,Paid
3560,3560,439.8,Paid
3561,3561,8.256,Paid
3562,3562,25.56,Paid
3563,3563,4.368,Paid
3564,3564,11.52,Paid
3565,3565,12.96,Paid
3566,3566,3.96,Paid
3567,3567,1577.94,Paid
3568,3568,15.008,Paid
3569,3569,59.98,Paid
3570,3570,2395.2,Paid
3571,3571,1687.8,Paid
3572,3572,7.992,Pending
3573,3573,5.184,Paid
3574,3574,11.68,Paid
3575,3575,104.8,Paid
3576,3576,14.496,Paid
3577,3577,4.784,Paid
3578,3578,4.73,Paid
3579,3579,7.89,Pending
3580,3580,65.5,Paid
3581,3581,2430.08,Paid
3582,3582,104.85,Paid
3583,3583,3.9,Paid
3584,3584,801.96,Paid
3585,3585,191.96,Paid
3586,3586,2.61,Paid
3587,3587,5.96,Paid
3588,3588,1169.694,Pending
3589,3589,1665.62,Paid
3590,3590,2.88,Paid
3591,3591,1443.96,Pending
3592,3592,2.92,Paid
3593,3593,465.18,Paid
3594,3594,22.428,Paid
3595,3595,37.52,Paid
3596,3596,2.624,Paid
3597,3597,15.552,Paid
3598,3598,64.704,Paid
3599,3599,17.472,Paid
3600,3600,135.516,Paid
3601,3601,431.928,Paid
3602,3602,12.448,Paid
3603,3603,657.93,Paid
3604,3604,277.4,Paid
3605,3605,25.16,Paid
3606,3606,91.92,Paid
3607,3607,29.34,Paid
3608,3608,139.44,Paid
3609,3609,6.912,Paid
3610,3610,27.096,Paid
3611,3611,177.568,Paid
3612,3612,58.416,Paid
3613,3613,16.448,Paid
3614,3614,36.784,Paid
3615,3615,718.116,Paid
3616,3616,31.776,Paid
3617,3617,9.555,Paid
3618,3618,487.984,Paid
3619,3619,5.56,Paid
3620,3620,217.85,Paid
3621,3621,40.776,Paid
3622,3622,63.936,Paid
3623,3623,142.4,Pending
3624,3624,7.16,Paid
3625,3625,681.408,Paid
3626,3626,3.52,Paid
3627,3627,5.58,Pending
3628,3628,36.32,Paid
3629,3629,2060.744,Pending
3630,3630,52.272,Paid
3631,3631,213.136,Paid
3632,3632,69.52,Paid
3633,3633,763.44,Paid
3634,3634,9.216,Paid
3635,3635,41.958,Paid
3636,3636,89.568,Pending
3637,3637,22.248,Paid
3638,3638,334.88,Paid
3639,3639,148.288,Paid
3640,3640,4.624,Paid
3641,3641,178.92,Paid
3642,3642,69.888,Paid
3643,3643,487.984,Paid
3644,3644,47.3,Pending
3645,3645,4.13,Paid
3646,3646,155.12,Paid
3647,3647,6.48,Paid
3648,3648,15.52,Paid
3649,3649,2.946,Paid
3650,3650,55.104,Paid
3651,3651,104.88,Paid
3652,3652,34.7,Paid
3653,3653,33.72,Paid
3654,3654,14.94,Paid
3655,3655,638.73,Paid
3656,3656,113.568,Paid
3657,3657,9.096,Pending
3658,3658,8.688,Paid
3659,3659,30.88,Paid
3660,3660,6.408,Paid
