CustomerID,country,total_orders,total_quantity,total_spending
13390,United Kingdom,1,224,544.08
13391,United Kingdom,1,4,59.8
13394,United Kingdom,8,2392,2520.02
13395,United Kingdom,1,336,307.72
13396,United Kingdom,2,600,1360.99
13397,United Kingdom,5,430,1544.13
13398,United Kingdom,1,281,457.34
13402,United Kingdom,2,479,621.23
13403,United Kingdom,1,44,75.0
13404,United Kingdom,2,111,252.49
13405,United Kingdom,3,165,572.451
13408,United Kingdom,62,16232,28117.04
13410,United Kingdom,5,518,1003.06
13411,United Kingdom,1,72,213.55
13414,United Kingdom,3,1574,1390.5
13416,United Kingdom,2,142,712.5
13417,United Kingdom,2,162,640.83
13418,United Kingdom,18,3918,6127.43
13419,United Kingdom,1,275,221.06
13420,United Kingdom,2,101,159.85
13421,United Kingdom,2,1128,1833.71
13422,United Kingdom,1,1326,2626.3
13425,United Kingdom,3,1123,1624.21
13426,United Kingdom,10,2245,3641.32
13427,United Kingdom,3,545,582.6
13428,United Kingdom,1,151,201.78
13429,United Kingdom,4,1390,1006.8
13430,United Kingdom,2,751,679.45
13431,United Kingdom,2,672,1269.1
13434,United Kingdom,2,300,534.24
13435,United Kingdom,7,2129,3809.8900000000003
13436,United Kingdom,1,76,196.89
13437,United Kingdom,7,1283,3408.06
13439,United Kingdom,1,242,283.71
13441,United Kingdom,1,204,296.64
13447,United Kingdom,3,584,1129.14
13448,United Kingdom,6,1648,3534.69
13449,United Kingdom,1,222,291.88
13450,United Kingdom,6,1982,2043.7199999999998
13451,United Kingdom,5,2128,2898.2599999999998
13452,United Kingdom,2,2,590.0
13453,United Kingdom,2,134,356.97999999999996
13455,United Kingdom,2,354,1058.34
13456,United Kingdom,6,765,1766.72
13458,United Kingdom,14,5508,9646.57
13460,United Kingdom,2,286,183.44
13461,United Kingdom,3,1170,1445.0
13462,United Kingdom,1,62,151.5
13464,United Kingdom,1,403,674.68
13466,United Kingdom,1,259,307.9
13467,United Kingdom,2,580,1071.91
13468,United Kingdom,37,2589,5704.97
13470,United Kingdom,2,100,165.0
13471,United Kingdom,4,1583,2501.84
13473,United Kingdom,2,266,422.64
13474,United Kingdom,1,129,226.84
13475,United Kingdom,4,1012,1431.78
13476,United Kingdom,2,417,1238.47
13477,United Kingdom,6,1021,1454.58
13479,United Kingdom,2,134,300.95
13481,United Kingdom,5,1142,1804.56
13482,United Kingdom,1,116,184.64
13483,United Kingdom,1,160,140.34
13484,United Kingdom,1,44,313.8
13485,United Kingdom,1,277,454.24
13486,United Kingdom,3,669,1122.41
13487,United Kingdom,3,265,575.4
13488,United Kingdom,13,4518,8968.31
13489,United Kingdom,4,560,449.52
13491,United Kingdom,10,903,1215.82
13492,Switzerland,3,408,1269.84
13493,Switzerland,2,380,618.63
13494,United Kingdom,1,162,316.26000000000005
13495,United Kingdom,5,829,2044.8700000000001
13496,United Kingdom,2,341,653.33
13497,United Kingdom,2,163,348.05
13499,United Kingdom,5,1365,1159.11
13500,United Kingdom,3,609,1166.77
13501,Switzerland,1,560,1340.32
13502,United Kingdom,3,264,292.0
13503,United Kingdom,1,248,216.85
13504,United Kingdom,1,178,295.93
13505,Switzerland,4,2486,4393.63
13506,United Kingdom,2,324,458.52
13507,United Kingdom,4,1597,2479.16
13508,United Kingdom,1,24,110.97
13509,United Kingdom,7,1106,979.72
13510,United Kingdom,4,1386,1791.56
13512,United Kingdom,1,143,251.21
13513,United Kingdom,1,109,205.1
13514,United Kingdom,1,40,152.20000000000002
13515,United Kingdom,4,681,891.12
13516,United Kingdom,3,985,1389.41
13517,United Kingdom,3,1369,2128.42
13518,United Kingdom,1,382,627.16
13519,United Kingdom,1,23,122.75
13520,Switzerland,6,1649,3624.35
13521,United Kingdom,3,718,1071.73
13522,United Kingdom,1,44,125.80000000000001
13523,United Kingdom,5,1752,3964.88
13524,United Kingdom,5,324,680.1800000000001
13525,United Kingdom,2,394,628.78
13527,United Kingdom,7,1683,2242.36
13529,United Kingdom,2,74,307.76
13531,United Kingdom,2,174,483.8
13532,United Kingdom,1,129,210.31
13533,United Kingdom,3,202,269.09
13534,United Kingdom,25,2961,5870.08
13536,United Kingdom,7,2126,3444.39
13538,United Kingdom,7,175,1280.85
13539,United Kingdom,3,320,631.34
13544,United Kingdom,2,112,276.06
13546,United Kingdom,3,357,621.09
13548,United Kingdom,2,436,678.16
13549,United Kingdom,7,458,918.2
13551,United Kingdom,1,12,91.80000000000001
13552,United Kingdom,12,1417,3740.07
13555,United Kingdom,4,2636,4098.88
13557,United Kingdom,2,546,584.06
13558,United Kingdom,4,338,594.52
13560,United Kingdom,1,63,171.42000000000002
13561,United Kingdom,1,83,141.85999999999999
13562,United Kingdom,3,757,1799.33
13563,United Kingdom,2,209,777.53
13564,United Kingdom,3,636,1724.67
13565,United Kingdom,2,172,240.22
13566,United Kingdom,2,567,856.84
13568,United Kingdom,1,66,187.05
13569,United Kingdom,2,156,338.62
13570,United Kingdom,1,161,239.49
13571,United Kingdom,12,1757,2088.94
13572,United Kingdom,1,534,1384.25
13573,United Kingdom,2,302,290.25
13575,United Kingdom,5,449,732.0699999999999
13576,United Kingdom,18,2646,6717.34
13577,United Kingdom,4,791,1687.6000000000001
13579,United Kingdom,2,176,467.04
13581,United Kingdom,1,30,118.0
13583,United Kingdom,1,725,781.03
13584,United Kingdom,1,37,142.4
13587,United Kingdom,1,180,712.4
13588,United Kingdom,9,2606,2478.95
13589,United Kingdom,2,114,379.65
13590,United Kingdom,6,1848,1981.92
13591,United Kingdom,3,485,1117.13
13592,United Kingdom,4,84,247.95999999999998
13593,United Kingdom,5,719,2011.88
13594,United Kingdom,1,359,396.97
13596,United Kingdom,2,384,664.11
13598,United Kingdom,1,52,160.04
13599,United Kingdom,21,3293,5149.92
13600,United Kingdom,1,324,219.52
13601,United Kingdom,2,548,693.32
13602,United Kingdom,1,267,428.89
13603,United Kingdom,1,164,164.34
13606,United Kingdom,3,276,276.75
13607,United Kingdom,1,288,675.51
13610,United Kingdom,7,488,1082.33
13611,United Kingdom,3,754,1154.4
13614,United Kingdom,4,564,1585.46
13615,United Kingdom,1,189,417.69
13617,United Kingdom,3,300,544.18
13618,United Kingdom,1,246,177.34
13621,United Kingdom,1,343,213.85
13623,United Kingdom,5,286,727.74
13626,United Kingdom,1,209,257.23
13627,United Kingdom,5,1269,1638.47
13629,United Kingdom,11,4372,7792.36
13630,United Kingdom,7,1391,2031.78
13631,United Kingdom,11,467,3070.42
13632,United Kingdom,5,1031,2118.93
13634,United Kingdom,5,700,1547.3600000000001
13635,United Kingdom,1,677,1071.03
13636,United Kingdom,5,592,949.12
13637,United Kingdom,3,405,804.3
13638,United Kingdom,1,93,122.64
13639,United Kingdom,1,800,1033.34
13642,United Kingdom,1,151,312.28
13643,United Kingdom,3,273,519.44
13644,United Kingdom,4,2067,2624.26
13645,United Kingdom,1,158,252.1
13647,United Kingdom,4,887,1648.1200000000001
13649,United Kingdom,2,139,346.6
13650,United Kingdom,6,922,1836.34
13651,United Kingdom,2,33,94.2
13652,United Kingdom,3,578,1095.08
13654,United Kingdom,6,2182,2707.33
13655,United Kingdom,2,605,932.97
13656,United Kingdom,2,490,379.65
13657,United Kingdom,2,209,382.14
13658,United Kingdom,5,1019,2639.17
13659,United Kingdom,2,882,1563.0
13662,United Kingdom,3,533,881.26
13663,United Kingdom,1,91,189.47
13666,United Kingdom,3,41,84.65
13667,United Kingdom,1,149,299.05
13668,United Kingdom,21,3722,6309.83
13669,United Kingdom,2,237,218.55
13670,United Kingdom,1,282,349.7
13672,United Kingdom,2,57,186.39000000000001
13673,United Kingdom,2,114,387.44
13675,United Kingdom,2,330,486.82000000000005
13678,United Kingdom,1,924,232.6
13680,United Kingdom,4,1934,3719.12
13681,United Kingdom,4,360,827.83
13682,United Kingdom,1,10,59.5
13684,United Kingdom,1,38,65.13
13685,United Kingdom,7,5056,3119.44
13686,United Kingdom,1,70,72.0
13689,United Kingdom,1,512,910.0
13690,United Kingdom,1,67,172.25
13692,United Kingdom,3,1226,1488.32
13694,United Kingdom,50,63312,65039.62
13695,United Kingdom,15,1603,2504.13
13697,United Kingdom,1,177,151.29999999999998
13699,United Kingdom,1,66,308.58000000000004
13700,United Kingdom,10,2281,2248.63
13703,United Kingdom,1,10,99.5
13704,United Kingdom,9,1531,2308.06
13705,United Kingdom,3,363,711.86
13706,United Kingdom,1,189,330.79
13707,United Kingdom,2,351,806.41
13708,United Kingdom,1,301,285.33
13709,United Kingdom,13,3508,6307.650000000001
13710,United Kingdom,1,176,180.48
13711,United Kingdom,2,140,252.06
13712,United Kingdom,1,352,228.84
13715,United Kingdom,5,562,1077.39
13716,United Kingdom,1,138,138.28
13717,United Kingdom,6,1959,1445.01
13718,United Kingdom,2,173,306.55
13719,United Kingdom,5,609,1041.68
13720,United Kingdom,4,501,799.9
13721,United Kingdom,1,316,524.14
13722,United Kingdom,3,1401,2375.41
13723,United Kingdom,1,43,199.85000000000002
13725,United Kingdom,8,806,1980.56
13726,United Kingdom,2,1054,1079.6599999999999
13727,United Kingdom,2,162,333.48
13728,United Kingdom,6,458,1016.14
13730,United Kingdom,2,488,752.6
13731,United Kingdom,2,278,610.59
13732,United Kingdom,1,498,491.86
13735,United Kingdom,4,1128,2883.54
13736,United Kingdom,2,496,729.8
13737,United Kingdom,1,125,339.59999999999997
13739,United Kingdom,1,54,216.9
13740,United Kingdom,1,425,350.75
13741,United Kingdom,3,218,668.4300000000001
13742,United Kingdom,12,1115,3107.87
13743,United Kingdom,7,1776,1341.6
13744,United Kingdom,2,1153,1080.52
13745,United Kingdom,1,496,300.04
13747,United Kingdom,1,8,79.6
13748,United Kingdom,5,439,948.25
13750,United Kingdom,5,516,1647.26
13751,United Kingdom,1,152,296.25
13752,United Kingdom,6,874,1175.38
13753,United Kingdom,1,512,741.26
13754,United Kingdom,2,214,282.59999999999997
13755,United Kingdom,9,1242,2108.06
13756,United Kingdom,14,3188,5189.52
13758,United Kingdom,7,1844,3190.55
13759,United Kingdom,2,287,659.4100000000001
13760,United Kingdom,2,197,286.79
13761,United Kingdom,2,642,1070.65
13762,United Kingdom,1,272,306.72
13763,United Kingdom,1,728,1714.96
13764,United Kingdom,3,926,1519.42
13767,United Kingdom,37,7322,17220.36
13769,United Kingdom,10,1163,2796.51
13771,United Kingdom,4,1477,2634.45
13772,United Kingdom,3,540,1122.63
13774,United Kingdom,1,192,345.0
13777,United Kingdom,33,12897,25977.16
13778,United Kingdom,1,70,178.7
13780,United Kingdom,2,318,360.01
13781,United Kingdom,1,30,127.84
13782,United Kingdom,6,369,908.86
13784,United Kingdom,11,2493,2462.79
13786,United Kingdom,1,136,230.39999999999998
13787,United Kingdom,2,337,309.04
13790,United Kingdom,1,748,348.8
13791,United Kingdom,2,1200,1516.0
13792,United Kingdom,2,92,195.55
13798,United Kingdom,57,23948,37153.85
13799,United Kingdom,2,402,688.86
13800,United Kingdom,1,331,558.32
13801,United Kingdom,1,168,324.8
13802,United Kingdom,3,2572,4599.42
13803,United Kingdom,1,121,277.07
13804,United Kingdom,7,1462,2588.39
13805,United Kingdom,2,1900,924.6
13806,United Kingdom,1,56,256.38
13807,United Kingdom,1,36,112.6
13808,United Kingdom,5,782,1747.66
13809,Cyprus,1,29,155.05
13810,Germany,3,312,1499.01
13811,Germany,3,68,814.5
13812,Germany,3,333,539.0
13813,Germany,4,552,1366.8600000000001
13814,Germany,2,864,1579.12
13815,Germany,4,2560,4027.36
13816,Germany,2,269,571.6700000000001
13817,Germany,2,211,382.98
13819,United Kingdom,3,1109,1140.35
13821,United Kingdom,2,153,385.64
13822,United Kingdom,2,611,632.0
13823,United Kingdom,2,439,957.66
13824,United Kingdom,5,768,1698.94
13826,United Kingdom,1,82,189.5
13827,United Kingdom,3,138,409.8
13828,United Kingdom,1,311,209.49
13831,United Kingdom,6,743,2198.45
13832,United Kingdom,1,28,52.199999999999996
13833,United Kingdom,1,117,383.85
13835,United Kingdom,4,442,834.57
13837,United Kingdom,2,182,266.59000000000003
13838,United Kingdom,4,254,674.82
13841,United Kingdom,1,100,85.0
13842,United Kingdom,9,1768,3385.62
13844,United Kingdom,1,196,361.62
13845,United Kingdom,1,182,312.98
13846,United Kingdom,3,388,865.0600000000001
13848,United Kingdom,3,3700,1255.0
13849,United Kingdom,2,1016,1537.95
13850,United Kingdom,1,944,1595.48
13851,United Kingdom,3,1705,2651.46
13853,United Kingdom,1,312,1090.14
13854,United Kingdom,25,2296,8109.5199999999995
13856,United Kingdom,3,494,388.5
13858,United Kingdom,1,75,216.17
13859,United Kingdom,1,129,201.16
13860,United Kingdom,5,591,1245.9
13862,United Kingdom,8,1688,2209.36
13863,United Kingdom,1,224,305.78
13865,United Kingdom,4,204,501.56
13866,United Kingdom,1,57,145.67000000000002
13867,United Kingdom,3,501,1005.09
13868,United Kingdom,2,1964,3192.54
13869,United Kingdom,4,1709,3083.65
13870,United Kingdom,8,1325,2770.94
13871,United Kingdom,13,2806,6403.25
13873,United Kingdom,3,140,389.6
13874,United Kingdom,1,180,540.45
13875,United Kingdom,5,1316,1786.79
13876,United Kingdom,1,36,122.7
13877,United Kingdom,1,108,117.24
13878,United Kingdom,1,463,1271.57
13880,United Kingdom,13,1842,3219.77
13881,United Kingdom,20,10118,17159.52
13882,United Kingdom,5,953,1191.13
13883,United Kingdom,5,1436,2674.48
13884,United Kingdom,5,300,787.6
13885,United Kingdom,2,182,506.8
13886,United Kingdom,1,126,243.56
13887,United Kingdom,1,147,349.55
13888,United Kingdom,2,254,595.67
13889,United Kingdom,1,146,416.90000000000003
13890,United Kingdom,10,831,1883.8100000000002
13892,United Kingdom,4,983,632.97
13893,United Kingdom,1,190,821.1
13894,United Kingdom,3,354,564.62
13895,United Kingdom,4,1365,2593.07
13897,United Kingdom,1,200,311.16
13898,United Kingdom,1,133,155.93
13899,United Kingdom,2,156,388.52
13900,United Kingdom,3,430,740.95
13901,United Kingdom,5,1739,2867.2
13904,United Kingdom,2,332,332.64
13908,United Kingdom,4,1478,2369.55
13911,United Kingdom,9,2731,2580.91
13914,United Kingdom,2,380,626.45
13917,United Kingdom,2,228,272.04
13918,United Kingdom,2,1140,1212.8400000000001
13919,Denmark,2,474,384.81
13922,United Kingdom,1,93,172.25
13923,United Kingdom,1,185,351.13
13924,United Kingdom,6,1575,1838.8500000000001
13925,United Kingdom,4,331,678.25
13926,United Kingdom,1,104,223.85000000000002
13927,United Kingdom,1,214,348.99
13928,United Kingdom,4,129,464.57
13929,United Kingdom,2,143,842.65
13930,United Kingdom,2,274,337.34
13931,United Kingdom,2,725,1237.53
13932,United Kingdom,1,72,307.4
13933,United Kingdom,2,205,608.7900000000001
13934,United Kingdom,1,390,922.1
13936,United Kingdom,1,330,376.58
13937,United Kingdom,1,123,158.85
13938,United Kingdom,1,70,71.66
13939,United Kingdom,3,847,568.55
13940,United Kingdom,4,516,839.14
13941,United Kingdom,5,2364,5112.96
13946,United Kingdom,3,443,561.5699999999999
13947,United Kingdom,1,44,90.6
13948,United Kingdom,1,40,102.0
13949,United Kingdom,6,2474,2427.32
13950,United Kingdom,4,323,745.06
13951,United Kingdom,3,459,674.45
13952,United Kingdom,2,1431,3251.071
13953,United Kingdom,7,2724,3515.68
13954,United Kingdom,2,150,439.92
13955,United Kingdom,2,154,322.96
13956,United Kingdom,5,486,1019.27
13959,United Kingdom,3,355,594.04
13960,United Kingdom,2,142,230.22
13962,United Kingdom,2,87,169.55
13963,United Kingdom,4,460,664.54
13967,United Kingdom,1,42,80.7
13969,United Kingdom,18,4528,9024.17
13971,United Kingdom,8,1844,2758.26
13972,United Kingdom,2,187,190.25
13973,United Kingdom,1,109,264.7
13974,United Kingdom,1,249,413.59000000000003
13975,United Kingdom,6,1697,2461.2400000000002
13976,United Kingdom,1,154,357.98
13978,United Kingdom,2,315,196.79000000000002
13979,United Kingdom,1,639,869.87
13980,United Kingdom,1,172,200.14
13982,United Kingdom,4,1136,1871.81
13983,United Kingdom,12,1183,2603.43
13984,United Kingdom,5,679,920.51
13985,United Kingdom,15,3445,7060.13
13986,United Kingdom,1,430,320.46
13988,United Kingdom,6,3044,4147.96
13989,United Kingdom,2,1313,1266.08
13990,United Kingdom,1,190,311.3
13991,United Kingdom,6,995,852.88
13992,United Kingdom,1,64,76.8
13993,United Kingdom,9,900,3466.36
13994,United Kingdom,6,932,2274.14
13995,United Kingdom,5,879,1393.69
13999,United Kingdom,12,2243,3901.81
14000,United Kingdom,1,710,635.66
14001,United Kingdom,3,962,2043.0800000000002
14002,United Kingdom,2,877,529.73
14004,United Kingdom,7,2668,4582.64
14005,United Kingdom,5,2478,2874.72
14006,United Kingdom,3,641,962.19
14009,United Kingdom,2,365,695.61
14012,United Kingdom,1,160,328.8
14013,United Kingdom,3,462,473.02
14014,United Kingdom,1,1076,505.18
14015,United Kingdom,1,378,917.34
14016,EIRE,4,2125,4341.21
14019,United Kingdom,3,1037,1421.61
14020,United Kingdom,2,441,642.8
14021,United Kingdom,3,192,631.9
14022,United Kingdom,1,487,440.0
14023,United Kingdom,2,345,584.07
14024,United Kingdom,2,150,327.7
14027,United Kingdom,1,62,104.82
14029,United Kingdom,2,198,467.66
14030,United Kingdom,8,1478,2358.84
14031,United Kingdom,19,5788,17286.86
14032,United Kingdom,11,2032,2975.59
14034,United Kingdom,3,420,648.89
14035,United Kingdom,5,739,1428.02
14036,United Kingdom,1,268,626.65
14037,United Kingdom,2,46,147.20000000000002
14038,United Kingdom,3,965,1560.38
14039,United Kingdom,1,92,152.2
14040,United Kingdom,12,1544,3560.32
14041,United Kingdom,1,94,141.41
14044,United Kingdom,4,304,646.42
14045,United Kingdom,4,535,1659.75
14046,United Kingdom,1,460,154.99
14047,United Kingdom,5,381,1308.6100000000001
14048,United Kingdom,1,288,409.93
14049,United Kingdom,4,3808,5578.72
14050,United Kingdom,2,689,746.36
14051,United Kingdom,23,3756,15610.390000000001
14052,United Kingdom,1,89,225.36
14053,United Kingdom,2,215,260.25
14054,United Kingdom,1,62,92.46
14055,United Kingdom,1,216,725.6400000000001
14056,United Kingdom,23,4252,8152.71
14057,United Kingdom,17,4873,6211.66
14059,United Kingdom,1,128,183.6
14060,United Kingdom,19,5386,6140.42
14062,United Kingdom,12,5593,10464.85
14064,United Kingdom,5,1772,1334.34
14066,United Kingdom,1,45,152.55
14067,United Kingdom,2,361,374.7
14068,United Kingdom,1,73,265.85
14071,United Kingdom,8,994,1437.57
14073,United Kingdom,1,130,151.04
14075,United Kingdom,3,754,942.26
14076,United Kingdom,1,79,118.67
14077,United Kingdom,5,268,499.41999999999996
14078,United Kingdom,6,310,1049.37
14079,United Kingdom,1,301,375.1
14080,United Kingdom,1,48,45.599999999999994
14081,United Kingdom,2,592,921.62
14082,United Kingdom,1,110,182.25
14083,United Kingdom,9,705,1002.9
14085,United Kingdom,18,3177,4421.29
14087,United Kingdom,1,250,191.47
14088,United Kingdom,13,12665,50491.81
14089,United Kingdom,1,133,158.75
14090,United Kingdom,1,72,76.32000000000001
14092,United Kingdom,14,2066,4076.91
14093,United Kingdom,1,391,433.86
14096,United Kingdom,17,16352,65164.79
14098,United Kingdom,1,104,147.35
14099,United Kingdom,11,2179,3104.17
14100,United Kingdom,1,63,191.95000000000002
14101,United Kingdom,6,6942,5976.79
14102,United Kingdom,5,769,1105.8799999999999
14104,United Kingdom,2,72,216.20999999999998
14105,United Kingdom,1,800,1266.23
14107,United Kingdom,7,1793,2703.23
14108,United Kingdom,2,381,597.91
14109,United Kingdom,1,88,144.2
14110,United Kingdom,12,2445,5683.15
14111,United Kingdom,4,458,692.85
14112,United Kingdom,7,1651,2915.15
14113,United Kingdom,4,745,1840.42
14114,United Kingdom,2,101,386.53
14116,United Kingdom,5,707,1382.74
14117,United Kingdom,1,72,90.0
14121,United Kingdom,4,2082,2780.15
14124,United Kingdom,1,1618,419.58000000000004
14125,United Kingdom,3,1628,2720.63
14126,United Kingdom,3,508,706.1300000000001
14127,United Kingdom,3,321,709.71
14128,United Kingdom,2,564,637.5
14129,United Kingdom,5,592,1123.8600000000001
14130,United Kingdom,1,257,480.91
14132,United Kingdom,11,3368,3586.0299999999997
14133,United Kingdom,3,348,605.64
14135,United Kingdom,15,3850,4690.31
14138,United Kingdom,2,600,965.8800000000001
14139,United Kingdom,1,510,415.82
14140,United Kingdom,2,811,935.05
14141,United Kingdom,4,355,915.13
14142,United Kingdom,1,313,311.81
14143,United Kingdom,1,30,115.8
14145,United Kingdom,4,756,3742.2
14146,United Kingdom,5,2437,4191.0
14147,United Kingdom,2,108,483.4
14148,United Kingdom,1,16,157.2
14149,United Kingdom,1,218,446.62
14150,United Kingdom,2,496,658.64
14152,United Kingdom,2,711,621.29
14154,United Kingdom,2,465,1345.62
14155,United Kingdom,1,25,118.75
14156,EIRE,55,57768,117210.08
14157,United Kingdom,2,271,424.89000000000004
14158,United Kingdom,1,781,507.66
14159,United Kingdom,11,4348,4630.35
14161,United Kingdom,3,450,1097.6200000000001
14162,United Kingdom,2,142,289.36
14163,United Kingdom,4,893,2445.91
14164,United Kingdom,2,1033,1631.77
14165,United Kingdom,1,53,120.44
14167,United Kingdom,4,147,562.59
14171,United Kingdom,1,167,363.79
14173,United Kingdom,4,150,450.84
14174,United Kingdom,1,94,134.46
14175,United Kingdom,3,1515,3222.3
14176,United Kingdom,4,209,576.9000000000001
14177,United Kingdom,4,204,549.46
14178,United Kingdom,7,1494,1600.26
14179,United Kingdom,2,319,701.57
14180,United Kingdom,25,719,4748.52
14184,United Kingdom,1,127,452.89
14185,United Kingdom,1,6,197.65
14188,United Kingdom,6,1162,2054.36
14189,United Kingdom,15,3937,4654.08
14191,United Kingdom,13,3662,4684.76
14193,United Kingdom,2,445,853.39
14194,United Kingdom,21,5840,11349.52
14195,United Kingdom,2,760,1012.0
14196,United Kingdom,1,142,335.52
14198,United Kingdom,4,290,701.4
14199,United Kingdom,1,28,185.39999999999998
14201,United Kingdom,7,590,747.44
14204,United Kingdom,1,72,150.61
14205,United Kingdom,2,204,466.7
14206,United Kingdom,1,276,328.15999999999997
14208,United Kingdom,1,114,151.74
14209,United Kingdom,6,691,2073.43
14210,United Kingdom,6,760,1905.8400000000001
14211,United Kingdom,9,1242,2241.1
14212,United Kingdom,1,1152,1070.48
14214,United Kingdom,5,751,1004.38
14215,United Kingdom,6,1358,1789.72
14216,United Kingdom,4,594,1839.3
14217,United Kingdom,17,689,2004.98
14218,United Kingdom,1,160,169.48000000000002
14219,United Kingdom,1,78,89.94
14220,United Kingdom,2,272,632.4
14221,United Kingdom,9,2191,3432.8
14222,United Kingdom,1,607,683.17
14223,United Kingdom,3,585,991.13
14224,United Kingdom,4,483,1009.73
14226,United Kingdom,5,1296,2214.79
14227,United Kingdom,10,1820,3350.96
14229,United Kingdom,3,610,1547.2
14231,United Kingdom,3,409,925.71
14232,United Kingdom,5,1941,2048.07
14233,United Kingdom,4,680,1462.72
14234,United Kingdom,4,951,754.12
14235,United Kingdom,5,1959,3144.86
14236,United Kingdom,2,310,490.86
14237,United Kingdom,1,38,161.0
14238,United Kingdom,1,111,146.85
14239,United Kingdom,11,993,2380.85
14240,United Kingdom,2,418,890.34
14241,United Kingdom,1,146,213.70000000000002
14242,United Kingdom,2,123,280.55
14243,United Kingdom,10,1221,2588.77
14245,United Kingdom,2,976,1693.45
14246,United Kingdom,3,804,1474.06
14247,United Kingdom,1,47,136.76999999999998
14248,United Kingdom,1,102,302.58
14250,United Kingdom,3,1200,1904.05
14251,United Kingdom,5,1674,2879.7000000000003
14256,United Kingdom,2,414,969.0600000000001
14257,United Kingdom,5,1682,3099.7200000000003
14258,United Kingdom,9,7100,12669.98
14259,United Kingdom,1,68,120.0
14261,United Kingdom,2,406,1163.45
14262,United Kingdom,8,1645,2618.23
14264,United Kingdom,2,70,333.97
14265,Unspecified,2,330,530.18
14267,United Kingdom,3,530,1516.24
14270,United Kingdom,1,197,492.65000000000003
14271,United Kingdom,1,88,112.32
14272,United Kingdom,2,599,437.96
14273,United Kingdom,4,264,559.97
14276,United Kingdom,3,744,1119.74
14277,France,3,1976,4188.0
14280,United Kingdom,1,52,134.04
14282,United Kingdom,15,2656,3701.44
14284,United Kingdom,2,161,595.25
14285,United Kingdom,4,541,1910.01
14286,United Kingdom,3,4338,4628.75
14287,United Kingdom,3,261,176.63
14288,United Kingdom,1,188,426.6
14289,United Kingdom,6,292,911.26
14290,United Kingdom,5,915,2314.65
14291,United Kingdom,11,2749,3883.25
14292,United Kingdom,9,1663,4871.93
14293,United Kingdom,4,709,1046.56
14295,United Kingdom,1,84,166.20000000000002
14297,United Kingdom,4,865,1305.33
14298,United Kingdom,44,58343,51527.3
14299,United Kingdom,9,2149,3965.62
14300,United Kingdom,1,32,43.2
14301,United Kingdom,1,606,640.14
14304,United Kingdom,1,139,383.45
14305,United Kingdom,3,1089,1858.96
14306,United Kingdom,2,1075,2093.32
14307,United Kingdom,6,2058,2995.72
14309,United Kingdom,9,1633,2352.53
14311,United Kingdom,1,146,310.26
14312,United Kingdom,6,1012,1611.59
14314,United Kingdom,1,296,120.0
14315,United Kingdom,6,1021,2481.13
14317,United Kingdom,1,255,508.58000000000004
14320,United Kingdom,2,325,477.79
14321,United Kingdom,5,2406,1530.75
14323,United Kingdom,2,350,605.0600000000001
14326,United Kingdom,1,103,183.85
14327,United Kingdom,1,139,311.65
14329,United Kingdom,7,3087,4975.24
14331,United Kingdom,2,252,462.65999999999997
14332,United Kingdom,3,463,840.21
14333,United Kingdom,1,58,415.2
14334,United Kingdom,8,1731,2552.21
14335,Germany,2,375,454.86
14336,United Kingdom,4,1759,1614.91
14338,United Kingdom,2,335,588.22
14339,United Kingdom,1,168,309.52
14340,United Kingdom,1,58,134.7
14341,United Kingdom,8,1397,2166.98
14342,United Kingdom,4,347,668.5600000000001
14344,United Kingdom,8,477,889.9300000000001
14345,United Kingdom,1,50,108.97999999999999
14346,United Kingdom,2,605,1021.58
14348,United Kingdom,1,183,409.57
14349,United Kingdom,1,86,133.5
14350,United Kingdom,1,183,282.93
14351,United Kingdom,1,12,51.0
14352,United Kingdom,4,538,1078.96
14353,United Kingdom,1,64,90.6
14354,United Kingdom,2,210,163.62
14355,United Kingdom,1,92,174.4
14356,United Kingdom,2,277,701.23
14357,United Kingdom,1,147,225.12
14359,United Kingdom,3,371,912.18
14360,United Kingdom,4,1139,2118.03
14362,United Kingdom,1,96,151.5
14364,United Kingdom,8,1967,3717.35
14367,United Kingdom,16,4426,9227.82
14368,United Kingdom,1,36,155.0
14371,United Kingdom,1,34,100.5
14373,United Kingdom,1,17,76.55
14375,United Kingdom,1,184,235.56
14377,United Kingdom,2,219,617.05
14379,United Kingdom,2,292,348.1
14381,United Kingdom,1,146,202.68
14382,United Kingdom,1,1231,615.49
14383,United Kingdom,3,817,1247.69
14385,United Kingdom,3,159,202.11
14386,United Kingdom,1,54,142.4
14387,United Kingdom,3,795,1727.6
14388,United Kingdom,8,1941,3212.84
14389,United Kingdom,2,729,1043.46
14390,United Kingdom,9,2133,4642.57
14393,United Kingdom,1,13,67.95
14395,United Kingdom,9,1689,3479.91
14396,United Kingdom,2,225,487.99
14397,United Kingdom,19,1890,2612.96
14400,United Kingdom,1,454,574.7
14401,United Kingdom,13,4507,4051.48
14403,United Kingdom,4,519,1475.81
14404,United Kingdom,6,827,1449.32
14406,United Kingdom,1,77,156.75
14407,United Kingdom,6,1415,2157.73
14408,United Kingdom,7,1610,2599.03
14409,United Kingdom,6,1230,2059.4500000000003
14410,United Kingdom,9,567,1100.27
14411,United Kingdom,1,196,1063.0
14412,United Kingdom,2,786,770.03
14413,United Kingdom,1,67,121.05
14414,United Kingdom,7,2512,1496.98
14415,United Kingdom,13,2996,5855.57
