Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,estimated_stock_after_sales,inventory_to_demand_ratio,forecast_error,absolute_forecast_error,stockout_risk,high_demand,discount_applied,price_difference_competitor
2022-03-17,S003,P0002,Furniture,West,423,271,99,279.13,99.67,0,Rainy,1,95.94,Summer,152,1.5154229212195034,8.129999999999995,8.129999999999995,0,1,0,3.730000000000004
2022-03-17,S003,P0003,Electronics,East,220,14,164,25.8,55.38,5,Rainy,1,50.55,Winter,206,8.527131782945736,11.8,11.8,0,0,1,4.830000000000005
2022-03-17,S003,P0004,Electronics,West,318,26,74,36.79,19.85,0,Rainy,1,18.17,Spring,292,8.643653166621364,10.79,10.79,0,0,0,1.6799999999999995
2022-03-17,S003,P0005,Electronics,West,438,42,82,37.38,74.8,0,Snowy,1,79.23,Winter,396,11.717495987158909,-4.619999999999997,4.619999999999997,0,0,0,-4.430000000000007
2022-03-17,S003,P0006,Toys,East,134,24,32,25.99,55.88,20,Cloudy,1,60.32,Autumn,110,5.155829165063486,1.9899999999999984,1.9899999999999984,0,0,1,-4.439999999999998
2022-03-17,S003,P0007,Clothing,South,380,352,129,358.37,92.01,5,Sunny,1,93.18,Spring,28,1.060356614671987,6.3700000000000045,6.3700000000000045,0,1,1,-1.1700000000000017
2022-03-17,S003,P0008,Groceries,South,483,105,80,113.29,46.35,15,Sunny,1,45.16,Summer,378,4.263394827434019,8.290000000000006,8.290000000000006,0,0,1,1.1900000000000048
2022-03-17,S003,P0009,Electronics,West,157,16,93,6.87,15.03,15,Cloudy,0,18.4,Summer,141,22.852983988355167,-9.13,9.13,0,0,1,-3.369999999999999
2022-03-17,S003,P0010,Electronics,West,134,60,93,76.23,30.04,10,Rainy,1,33.68,Summer,74,1.757838121474485,16.230000000000004,16.230000000000004,0,0,1,-3.640000000000001
2022-03-17,S003,P0011,Groceries,West,239,138,84,141.3,84.72,5,Rainy,1,83.83,Summer,101,1.6914366595895256,3.300000000000012,3.300000000000012,0,1,1,0.8900000000000006
2022-03-17,S003,P0012,Electronics,South,299,195,152,190.31,75.69,5,Snowy,1,75.49,Winter,104,1.5711208029005308,-4.689999999999998,4.689999999999998,0,1,1,0.2000000000000028
2022-03-17,S003,P0013,Electronics,South,338,139,26,135.12,71.84,0,Sunny,0,73.21,Autumn,199,2.5014801657785672,-3.879999999999996,3.879999999999996,0,1,0,-1.3699999999999903
2022-03-17,S003,P0014,Furniture,East,428,294,141,293.3,87.33,15,Snowy,1,84.26,Winter,134,1.4592567337197409,-0.6999999999999886,0.6999999999999886,0,1,1,3.069999999999993
2022-03-17,S003,P0015,Groceries,East,479,171,59,186.39,31.01,20,Sunny,0,26.11,Winter,308,2.5698803583883256,15.389999999999986,15.389999999999986,0,1,1,4.900000000000002
2022-03-17,S003,P0016,Furniture,North,86,71,32,81.67,16.32,5,Cloudy,1,19.78,Winter,15,1.0530182441532998,10.670000000000002,10.670000000000002,0,0,1,-3.460000000000001
2022-03-17,S003,P0017,Electronics,South,109,37,142,27.56,64.77,20,Rainy,1,69.11,Winter,72,3.9550072568940497,-9.44,9.44,0,0,1,-4.340000000000003
2022-03-17,S003,P0018,Groceries,West,288,222,60,217.25,29.35,20,Rainy,0,31.57,Winter,66,1.3256616800920598,-4.75,4.75,0,1,1,-2.219999999999999
2022-03-17,S003,P0019,Electronics,North,323,317,162,317.89,44.54,10,Sunny,0,48.84,Spring,6,1.016074742835572,0.8899999999999864,0.8899999999999864,0,1,1,-4.300000000000004
2022-03-17,S003,P0020,Electronics,West,391,360,130,351.23,49.13,20,Cloudy,0,52.77,Winter,31,1.113230646584859,-8.769999999999982,8.769999999999982,0,1,1,-3.640000000000001
2022-03-17,S004,P0001,Furniture,East,311,114,36,124.09,11.18,20,Snowy,0,12.98,Autumn,197,2.5062454669997583,10.090000000000003,10.090000000000003,0,1,1,-1.8000000000000007
2022-03-17,S004,P0002,Electronics,East,400,226,48,225.44,47.49,20,Cloudy,0,44.08,Spring,174,1.7743080198722498,-0.5600000000000023,0.5600000000000023,0,1,1,3.410000000000004
2022-03-17,S004,P0003,Groceries,East,154,77,127,95.53,65.95,10,Snowy,0,63.12,Spring,77,1.612059039045326,18.53,18.53,0,0,1,2.8300000000000054
2022-03-17,S004,P0004,Groceries,South,399,141,192,146.61,96.38,5,Sunny,1,99.12,Winter,258,2.721506036423164,5.610000000000014,5.610000000000014,0,1,1,-2.740000000000009
2022-03-17,S004,P0005,Toys,North,398,226,169,233.52,33.88,5,Sunny,0,30.53,Winter,172,1.7043508050702294,7.52000000000001,7.52000000000001,0,1,1,3.3500000000000014
2022-03-17,S004,P0006,Toys,North,441,210,187,208.69,79.99,15,Rainy,0,84.43,Summer,231,2.113182232018784,-1.3100000000000025,1.3100000000000025,0,1,1,-4.440000000000012
2022-03-17,S004,P0007,Clothing,East,404,183,147,175.3,41.49,5,Snowy,1,38.27,Summer,221,2.304620650313748,-7.699999999999989,7.699999999999989,0,1,1,3.219999999999999
2022-03-17,S004,P0008,Toys,North,123,106,114,106.75,69.42,5,Snowy,1,73.65,Summer,17,1.1522248243559718,0.75,0.75,0,0,1,-4.230000000000004
2022-03-17,S004,P0009,Clothing,West,311,41,116,49.93,71.28,0,Snowy,1,75.1,Summer,270,6.228720208291608,8.93,8.93,0,0,0,-3.819999999999993
2022-03-17,S004,P0010,Clothing,East,117,83,125,92.53,36.63,0,Rainy,1,37.34,Winter,34,1.2644547714254837,9.53,9.53,0,0,0,-0.7100000000000009
2022-03-17,S004,P0011,Groceries,West,455,105,122,109.03,30.59,20,Sunny,0,31.26,Summer,350,4.173163349536825,4.030000000000001,4.030000000000001,0,0,1,-0.6700000000000017
2022-03-17,S004,P0012,Groceries,North,429,187,24,189.15,12.75,10,Rainy,1,16.87,Spring,242,2.268041237113402,2.1500000000000057,2.1500000000000057,0,1,1,-4.120000000000001
2022-03-17,S004,P0013,Groceries,West,151,87,48,92.54,76.63,10,Sunny,1,77.15,Summer,64,1.6317268208342337,5.540000000000006,5.540000000000006,0,0,1,-0.5200000000000102
2022-03-17,S004,P0014,Toys,East,217,38,180,44.1,51.72,10,Snowy,1,50.17,Spring,179,4.920634920634921,6.100000000000001,6.100000000000001,0,0,1,1.5499999999999972
2022-03-17,S004,P0015,Groceries,South,212,171,95,184.96,90.09,15,Cloudy,1,87.85,Summer,41,1.1461937716262975,13.960000000000008,13.960000000000008,0,1,1,2.240000000000009
2022-03-17,S004,P0016,Clothing,East,284,196,175,200.17,41.27,10,Cloudy,1,42.45,Autumn,88,1.4187940250786832,4.169999999999988,4.169999999999988,0,1,1,-1.1799999999999995
2022-03-17,S004,P0017,Groceries,South,341,272,96,275.96,61.82,0,Sunny,0,66.35,Spring,69,1.23568633135237,3.95999999999998,3.95999999999998,0,1,0,-4.529999999999994
2022-03-17,S004,P0018,Groceries,East,131,130,73,134.75,43.36,5,Cloudy,0,44.9,Summer,1,0.9721706864564008,4.75,4.75,1,1,1,-1.5399999999999991
2022-03-17,S004,P0019,Groceries,North,250,135,156,153.68,71.86,20,Cloudy,0,68.64,Spring,115,1.626756897449245,18.680000000000007,18.680000000000007,0,1,1,3.219999999999999
2022-03-17,S004,P0020,Clothing,West,50,48,132,59.0,46.26,0,Sunny,0,47.64,Spring,2,0.847457627118644,11.0,11.0,1,0,0,-1.3800000000000026
2022-03-17,S005,P0001,Toys,East,248,191,55,208.4,69.0,20,Sunny,1,65.1,Spring,57,1.1900191938579654,17.400000000000006,17.400000000000006,0,1,1,3.9000000000000057
2022-03-17,S005,P0002,Toys,North,278,104,47,95.39,74.18,5,Cloudy,1,74.59,Autumn,174,2.914351609183353,-8.61,8.61,0,0,1,-0.4099999999999966
2022-03-17,S005,P0003,Electronics,North,236,103,195,108.17,78.46,20,Snowy,1,82.28,Summer,133,2.181750947582509,5.170000000000002,5.170000000000002,0,0,1,-3.820000000000008
2022-03-17,S005,P0004,Groceries,East,189,122,35,129.96,10.05,0,Snowy,1,11.94,Autumn,67,1.454293628808864,7.960000000000008,7.960000000000008,0,1,0,-1.8899999999999988
2022-03-17,S005,P0005,Clothing,South,204,114,127,109.83,27.97,20,Rainy,1,27.56,Summer,90,1.857416006555586,-4.170000000000002,4.170000000000002,0,1,1,0.4100000000000001
2022-03-17,S005,P0006,Toys,South,113,67,39,81.46,44.18,10,Rainy,0,39.29,Autumn,46,1.387183893935674,14.459999999999994,14.459999999999994,0,0,1,4.890000000000001
2022-03-17,S005,P0007,Electronics,West,176,79,155,78.02,87.8,15,Cloudy,0,91.7,Spring,97,2.255831837990259,-0.980000000000004,0.980000000000004,0,0,1,-3.9000000000000057
2022-03-17,S005,P0008,Furniture,South,66,0,119,1.35,33.36,15,Sunny,1,33.36,Spring,66,48.888888888888886,1.35,1.35,0,0,1,0.0
2022-03-17,S005,P0009,Furniture,West,119,87,22,91.67,18.71,20,Rainy,1,18.44,Summer,32,1.2981346132867897,4.670000000000002,4.670000000000002,0,0,1,0.2699999999999996
2022-03-17,S005,P0010,Clothing,South,77,8,158,0.0,66.79,20,Snowy,1,63.92,Winter,69,,-8.0,8.0,0,0,1,2.8700000000000045
2022-03-17,S005,P0011,Electronics,West,300,289,127,284.64,63.12,20,Snowy,0,68.1,Summer,11,1.053962900505902,-4.360000000000014,4.360000000000014,0,1,1,-4.979999999999997
2022-03-17,S005,P0012,Furniture,West,313,283,188,301.65,53.72,5,Snowy,1,58.61,Spring,30,1.037626388198243,18.649999999999977,18.649999999999977,0,1,1,-4.890000000000001
2022-03-17,S005,P0013,Groceries,East,327,313,53,329.31,82.73,20,Snowy,1,82.35,Summer,14,0.992985332968935,16.310000000000002,16.310000000000002,1,1,1,0.3800000000000096
2022-03-17,S005,P0014,Electronics,West,390,290,163,301.65,88.48,20,Snowy,0,88.81,Winter,100,1.2928891098955744,11.649999999999975,11.649999999999975,0,1,1,-0.3299999999999983
2022-03-17,S005,P0015,Groceries,East,52,14,57,9.12,92.57,5,Snowy,0,89.71,Summer,38,5.701754385964913,-4.880000000000001,4.880000000000001,0,0,1,2.8599999999999994
2022-03-17,S005,P0016,Furniture,West,392,67,73,80.98,10.23,10,Sunny,1,11.42,Summer,325,4.840701407755001,13.980000000000004,13.980000000000004,0,0,1,-1.1899999999999995
2022-03-17,S005,P0017,Toys,South,228,85,172,93.87,69.67,15,Sunny,1,69.56,Spring,143,2.428891019495046,8.870000000000005,8.870000000000005,0,0,1,0.1099999999999994
2022-03-17,S005,P0018,Furniture,North,250,206,64,214.22,43.17,15,Snowy,0,45.41,Spring,44,1.1670245541966202,8.219999999999999,8.219999999999999,0,1,1,-2.239999999999995
2022-03-17,S005,P0019,Clothing,East,269,92,24,85.76,56.86,5,Sunny,0,52.52,Spring,177,3.136660447761194,-6.239999999999995,6.239999999999995,0,0,1,4.339999999999996
2022-03-17,S005,P0020,Toys,North,236,236,144,227.98,88.49,10,Rainy,1,89.36,Autumn,0,1.0351785244319678,-8.02000000000001,8.02000000000001,0,1,1,-0.8700000000000045
2022-03-18,S001,P0001,Electronics,North,282,150,41,142.21,47.2,15,Snowy,0,43.88,Autumn,132,1.982982912594051,-7.789999999999992,7.789999999999992,0,1,1,3.3200000000000003
2022-03-18,S001,P0002,Groceries,South,139,126,188,138.1,50.22,20,Cloudy,1,46.13,Summer,13,1.0065170166545985,12.099999999999994,12.099999999999994,0,1,1,4.089999999999996
2022-03-18,S001,P0003,Furniture,North,87,81,156,83.88,28.03,20,Snowy,1,23.16,Winter,6,1.0371959942775395,2.8799999999999955,2.8799999999999955,0,0,1,4.870000000000001
2022-03-18,S001,P0004,Groceries,West,264,41,77,31.97,18.97,10,Rainy,1,18.99,Winter,223,8.257741632780732,-9.03,9.03,0,0,1,-0.0199999999999995
2022-03-18,S001,P0005,Groceries,South,193,139,161,133.4,65.39,10,Snowy,1,68.29,Summer,54,1.446776611694153,-5.599999999999994,5.599999999999994,0,1,1,-2.9000000000000057
2022-03-18,S001,P0006,Groceries,East,415,119,136,113.79,56.81,0,Sunny,1,56.37,Autumn,296,3.6470691624923104,-5.209999999999994,5.209999999999994,0,1,0,0.4400000000000048
2022-03-18,S001,P0007,Toys,South,219,124,148,115.12,68.19,5,Cloudy,0,63.4,Autumn,95,1.9023627519110493,-8.879999999999995,8.879999999999995,0,1,1,4.789999999999999
2022-03-18,S001,P0008,Clothing,South,174,172,117,167.98,33.67,15,Cloudy,0,31.19,Spring,2,1.0358375997142515,-4.02000000000001,4.02000000000001,0,1,1,2.4800000000000004
2022-03-18,S001,P0009,Furniture,East,104,60,33,52.57,13.17,10,Cloudy,1,16.14,Summer,44,1.9783146281148944,-7.43,7.43,0,0,1,-2.9700000000000006
2022-03-18,S001,P0010,Clothing,South,330,291,90,310.11,51.92,5,Rainy,1,47.11,Autumn,39,1.0641385314888263,19.110000000000014,19.110000000000014,0,1,1,4.810000000000002
2022-03-18,S001,P0011,Groceries,East,464,453,143,454.02,35.29,5,Snowy,0,34.21,Winter,11,1.0219814105105502,1.0199999999999818,1.0199999999999818,0,1,1,1.0799999999999983
2022-03-18,S001,P0012,Electronics,South,370,311,145,319.52,26.34,15,Rainy,1,21.76,Spring,59,1.157986980470706,8.519999999999982,8.519999999999982,0,1,1,4.579999999999998
2022-03-18,S001,P0013,Groceries,West,365,77,113,81.61,45.72,20,Cloudy,1,42.42,Winter,288,4.472491116284769,4.609999999999999,4.609999999999999,0,0,1,3.299999999999997
2022-03-18,S001,P0014,Clothing,North,287,54,187,72.75,30.46,20,Sunny,1,32.62,Spring,233,3.945017182130584,18.75,18.75,0,0,1,-2.1599999999999966
2022-03-18,S001,P0015,Furniture,North,404,266,169,261.6,49.53,5,Cloudy,1,53.64,Spring,138,1.5443425076452597,-4.399999999999977,4.399999999999977,0,1,1,-4.109999999999999
2022-03-18,S001,P0016,Groceries,East,51,44,182,36.75,30.17,20,Cloudy,1,32.52,Autumn,7,1.3877551020408163,-7.25,7.25,0,0,1,-2.3500000000000014
2022-03-18,S001,P0017,Furniture,North,379,351,130,349.12,25.96,20,Sunny,1,27.39,Winter,28,1.0855866177818514,-1.8799999999999957,1.8799999999999957,0,1,1,-1.4299999999999995
2022-03-18,S001,P0018,Clothing,South,79,50,185,48.34,12.77,10,Rainy,0,11.09,Summer,29,1.6342573438146462,-1.6599999999999966,1.6599999999999966,0,0,1,1.6799999999999995
2022-03-18,S001,P0019,Clothing,East,370,35,179,38.56,41.33,10,Sunny,1,44.37,Summer,335,9.595435684647304,3.5600000000000023,3.5600000000000023,0,0,1,-3.039999999999999
2022-03-18,S001,P0020,Groceries,South,90,89,23,83.97,71.95,0,Rainy,0,71.63,Summer,1,1.0718113612004287,-5.030000000000001,5.030000000000001,0,0,0,0.3200000000000074
2022-03-18,S002,P0001,Clothing,North,198,87,75,86.22,95.02,5,Rainy,0,95.4,Autumn,111,2.2964509394572024,-0.7800000000000011,0.7800000000000011,0,0,1,-0.3800000000000096
2022-03-18,S002,P0002,Electronics,North,252,93,184,111.64,39.34,20,Cloudy,0,41.88,Spring,159,2.257255463991401,18.64,18.64,0,0,1,-2.539999999999999
2022-03-18,S002,P0003,Furniture,South,449,228,55,236.37,65.02,0,Cloudy,0,66.67,Winter,221,1.8995642425011636,8.370000000000005,8.370000000000005,0,1,0,-1.6500000000000057
2022-03-18,S002,P0004,Toys,East,54,38,87,54.9,64.75,15,Cloudy,1,67.54,Autumn,16,0.9836065573770492,16.9,16.9,1,0,1,-2.7900000000000063
2022-03-18,S002,P0005,Furniture,South,410,260,140,258.05,39.17,10,Sunny,1,36.6,Summer,150,1.588839372214687,-1.9499999999999889,1.9499999999999889,0,1,1,2.5700000000000003
2022-03-18,S002,P0006,Electronics,West,430,150,190,144.51,21.13,20,Sunny,0,17.0,Autumn,280,2.975572624731853,-5.490000000000009,5.490000000000009,0,1,1,4.129999999999999
2022-03-18,S002,P0007,Electronics,North,351,29,119,28.76,32.55,15,Sunny,1,29.7,Summer,322,12.204450625869262,-0.2399999999999984,0.2399999999999984,0,0,1,2.849999999999998
2022-03-18,S002,P0008,Toys,East,197,163,114,165.46,23.77,0,Rainy,0,25.05,Autumn,34,1.190620089447601,2.460000000000008,2.460000000000008,0,1,0,-1.2800000000000011
2022-03-18,S002,P0009,Toys,East,119,84,76,97.61,64.57,20,Snowy,1,64.05,Summer,35,1.219137383464809,13.61,13.61,0,0,1,0.519999999999996
2022-03-18,S002,P0010,Electronics,North,411,89,49,108.21,80.15,0,Cloudy,0,85.13,Autumn,322,3.798170224563349,19.209999999999997,19.209999999999997,0,0,0,-4.97999999999999
2022-03-18,S002,P0011,Clothing,East,220,147,150,142.49,27.77,15,Rainy,1,31.57,Spring,73,1.5439679977542282,-4.509999999999991,4.509999999999991,0,1,1,-3.8000000000000007
2022-03-18,S002,P0012,Toys,North,362,328,184,335.35,79.43,0,Cloudy,1,81.49,Spring,34,1.0794692112718054,7.350000000000023,7.350000000000023,0,1,0,-2.059999999999988
2022-03-18,S002,P0013,Groceries,East,454,376,47,385.87,26.95,10,Snowy,1,23.55,Autumn,78,1.1765620545779667,9.870000000000005,9.870000000000005,0,1,1,3.3999999999999986
2022-03-18,S002,P0014,Furniture,South,184,25,164,36.4,27.65,10,Rainy,1,25.32,Autumn,159,5.054945054945055,11.4,11.4,0,0,1,2.3299999999999983
2022-03-18,S002,P0015,Furniture,North,302,17,108,22.74,78.7,10,Rainy,1,81.68,Winter,285,13.28056288478452,5.739999999999998,5.739999999999998,0,0,1,-2.980000000000004
2022-03-18,S002,P0016,Electronics,South,350,172,106,181.33,94.11,20,Rainy,0,93.18,Spring,178,1.9301825401202224,9.330000000000013,9.330000000000013,0,1,1,0.9299999999999926
2022-03-18,S002,P0017,Clothing,East,163,66,72,59.47,86.24,20,Sunny,1,89.57,Spring,97,2.7408777534891544,-6.530000000000001,6.530000000000001,0,0,1,-3.3299999999999983
2022-03-18,S002,P0018,Electronics,West,336,150,34,161.24,37.49,5,Rainy,0,35.83,Spring,186,2.08385016125031,11.240000000000007,11.240000000000007,0,1,1,1.6600000000000037
2022-03-18,S002,P0019,Clothing,East,464,370,136,372.31,97.56,10,Snowy,1,99.73,Autumn,94,1.2462732669012382,2.3100000000000023,2.3100000000000023,0,1,1,-2.1700000000000017
2022-03-18,S002,P0020,Toys,North,340,207,120,213.89,32.08,10,Rainy,1,27.61,Autumn,133,1.589602131936977,6.889999999999986,6.889999999999986,0,1,1,4.469999999999999
2022-03-18,S003,P0001,Electronics,North,494,44,150,38.5,98.02,5,Sunny,1,97.34,Winter,450,12.831168831168831,-5.5,5.5,0,0,1,0.6799999999999926
2022-03-18,S003,P0002,Furniture,East,263,174,99,187.83,40.26,5,Cloudy,0,43.42,Autumn,89,1.4002023106000103,13.830000000000013,13.830000000000013,0,1,1,-3.160000000000004
2022-03-18,S003,P0003,Furniture,South,134,121,136,119.85,27.12,10,Snowy,0,29.54,Autumn,13,1.118064246975386,-1.1500000000000057,1.1500000000000057,0,1,1,-2.419999999999998
2022-03-18,S003,P0004,Furniture,North,253,42,144,41.57,88.16,0,Sunny,0,86.24,Summer,211,6.0861197979312,-0.4299999999999997,0.4299999999999997,0,0,0,1.9200000000000017
2022-03-18,S003,P0005,Clothing,South,209,94,61,87.1,81.19,0,Snowy,0,83.85,Winter,115,2.399540757749713,-6.900000000000006,6.900000000000006,0,0,0,-2.6599999999999966
2022-03-18,S003,P0006,Toys,North,344,324,21,337.02,26.03,10,Snowy,1,22.99,Spring,20,1.0207109370363776,13.019999999999982,13.019999999999982,0,1,1,3.0400000000000027
2022-03-18,S003,P0007,Furniture,North,67,30,101,35.73,37.79,15,Snowy,1,35.98,Summer,37,1.8751749230338648,5.729999999999997,5.729999999999997,0,0,1,1.8100000000000025
2022-03-18,S003,P0008,Clothing,South,304,31,37,30.2,47.6,10,Rainy,1,42.84,Autumn,273,10.066225165562914,-0.8000000000000007,0.8000000000000007,0,0,1,4.759999999999998
2022-03-18,S003,P0009,Groceries,North,151,84,109,101.42,73.71,15,Sunny,0,71.19,Summer,67,1.488858213370144,17.42,17.42,0,0,1,2.519999999999996
2022-03-18,S003,P0010,Toys,South,357,187,117,192.49,81.56,10,Cloudy,0,81.69,Winter,170,1.854641799574004,5.490000000000009,5.490000000000009,0,1,1,-0.1299999999999954
2022-03-18,S003,P0011,Electronics,East,387,186,68,199.92,40.45,5,Sunny,0,42.04,Spring,201,1.9357743097238895,13.919999999999987,13.919999999999987,0,1,1,-1.5899999999999963
2022-03-18,S003,P0012,Toys,South,234,67,125,69.62,58.19,0,Rainy,0,53.88,Spring,167,3.3611031312841138,2.6200000000000045,2.6200000000000045,0,0,0,4.309999999999995
2022-03-18,S003,P0013,Groceries,North,458,126,155,117.61,31.01,5,Sunny,0,28.09,Winter,332,3.8942266814046422,-8.39,8.39,0,1,1,2.9200000000000017
2022-03-18,S003,P0014,Toys,South,163,86,87,102.32,43.46,10,Sunny,0,47.17,Spring,77,1.593041438623925,16.319999999999993,16.319999999999993,0,0,1,-3.710000000000001
2022-03-18,S003,P0015,Clothing,South,268,217,92,219.38,96.5,10,Rainy,1,101.38,Spring,51,1.2216245783571884,2.3799999999999955,2.3799999999999955,0,1,1,-4.879999999999996
2022-03-18,S003,P0016,Groceries,South,202,171,103,173.36,58.5,5,Rainy,1,57.47,Autumn,31,1.165205353022612,2.3600000000000136,2.3600000000000136,0,1,1,1.0300000000000011
2022-03-18,S003,P0017,Clothing,South,379,285,98,280.8,98.53,15,Cloudy,1,99.65,Winter,94,1.3497150997150995,-4.199999999999989,4.199999999999989,0,1,1,-1.1200000000000043
2022-03-18,S003,P0018,Groceries,North,56,7,44,14.05,92.46,5,Sunny,1,87.74,Winter,49,3.98576512455516,7.050000000000001,7.050000000000001,0,0,1,4.719999999999999
2022-03-18,S003,P0019,Toys,West,242,33,44,52.23,93.95,0,Cloudy,1,94.13,Spring,209,4.633352479417959,19.23,19.23,0,0,0,-0.1799999999999926
2022-03-18,S003,P0020,Electronics,North,84,75,98,77.17,92.27,15,Rainy,0,91.52,Summer,9,1.0885058960736038,2.1700000000000017,2.1700000000000017,0,0,1,0.75
2022-03-18,S004,P0001,Clothing,South,226,56,131,52.58,90.59,15,Cloudy,1,87.72,Winter,170,4.298212248003043,-3.4200000000000017,3.4200000000000017,0,0,1,2.8700000000000045
2022-03-18,S004,P0002,Clothing,West,477,353,146,353.19,28.37,5,Rainy,0,23.92,Winter,124,1.350547863756052,0.1899999999999977,0.1899999999999977,0,1,1,4.449999999999999
2022-03-18,S004,P0003,Electronics,West,313,269,39,286.81,48.41,10,Rainy,0,49.67,Summer,44,1.0913148077124228,17.810000000000002,17.810000000000002,0,1,1,-1.2600000000000051
2022-03-18,S004,P0004,Toys,West,397,306,172,322.74,61.19,15,Cloudy,0,58.57,Spring,91,1.2300923343868129,16.74000000000001,16.74000000000001,0,1,1,2.619999999999997
2022-03-18,S004,P0005,Clothing,South,172,72,152,78.5,72.85,20,Snowy,0,69.39,Winter,100,2.1910828025477707,6.5,6.5,0,0,1,3.4599999999999937
2022-03-18,S004,P0006,Toys,South,449,308,53,313.7,51.67,10,Rainy,0,51.68,Spring,141,1.4313037934332165,5.699999999999989,5.699999999999989,0,1,1,-0.009999999999998
2022-03-18,S004,P0007,Toys,East,98,17,58,27.81,68.02,20,Sunny,0,72.31,Winter,81,3.5239122617763394,10.81,10.81,0,0,1,-4.290000000000006
2022-03-18,S004,P0008,Toys,West,406,247,80,258.61,79.35,15,Rainy,1,78.59,Winter,159,1.5699315571710295,11.610000000000014,11.610000000000014,0,1,1,0.7599999999999909
2022-03-18,S004,P0009,Toys,South,258,138,70,144.66,25.41,15,Cloudy,1,27.84,Spring,120,1.783492326835338,6.659999999999997,6.659999999999997,0,1,1,-2.43
2022-03-18,S004,P0010,Toys,West,322,216,117,226.62,42.28,20,Cloudy,1,39.32,Summer,106,1.4208807695702057,10.620000000000005,10.620000000000005,0,1,1,2.960000000000001
2022-03-18,S004,P0011,Electronics,West,350,289,184,281.57,33.72,15,Cloudy,1,28.89,Winter,61,1.2430301523599816,-7.430000000000007,7.430000000000007,0,1,1,4.829999999999998
2022-03-18,S004,P0012,Toys,West,368,316,129,322.74,37.21,0,Rainy,1,37.97,Autumn,52,1.1402367230588089,6.740000000000009,6.740000000000009,0,1,0,-0.759999999999998
2022-03-18,S004,P0013,Groceries,North,312,193,97,195.1,24.38,15,Sunny,0,22.88,Autumn,119,1.5991799077396207,2.0999999999999943,2.0999999999999943,0,1,1,1.5
2022-03-18,S004,P0014,Furniture,North,144,32,173,35.56,28.4,15,Sunny,0,31.52,Summer,112,4.04949381327334,3.5600000000000023,3.5600000000000023,0,0,1,-3.120000000000001
2022-03-18,S004,P0015,Clothing,South,228,121,187,138.44,27.17,5,Snowy,0,27.51,Winter,107,1.6469228546662815,17.439999999999998,17.439999999999998,0,1,1,-0.3399999999999998
2022-03-18,S004,P0016,Toys,East,405,82,120,101.27,64.81,5,Sunny,0,59.91,Autumn,323,3.999210032586156,19.27,19.27,0,0,1,4.900000000000006
2022-03-18,S004,P0017,Furniture,West,326,230,156,241.42,28.67,5,Snowy,0,30.49,Winter,96,1.3503437991881369,11.419999999999987,11.419999999999987,0,1,1,-1.8199999999999967
2022-03-18,S004,P0018,Clothing,West,119,55,134,74.71,16.63,5,Snowy,1,15.89,Spring,64,1.5928255922901888,19.709999999999997,19.709999999999997,0,0,1,0.7399999999999984
2022-03-18,S004,P0019,Groceries,South,69,40,101,53.69,97.6,5,Cloudy,1,93.35,Spring,29,1.2851555224436582,13.689999999999998,13.689999999999998,0,0,1,4.25
2022-03-18,S004,P0020,Electronics,South,170,61,118,68.49,21.6,15,Cloudy,1,18.07,Winter,109,2.482114177252154,7.489999999999995,7.489999999999995,0,0,1,3.530000000000001
2022-03-18,S005,P0001,Clothing,East,134,115,85,121.66,54.59,20,Snowy,0,54.97,Spring,19,1.101430215354266,6.659999999999997,6.659999999999997,0,1,1,-0.3799999999999954
2022-03-18,S005,P0002,Furniture,West,73,54,25,48.95,62.54,0,Snowy,1,63.33,Spring,19,1.491317671092952,-5.049999999999997,5.049999999999997,0,0,0,-0.7899999999999991
2022-03-18,S005,P0003,Groceries,North,392,291,115,296.0,63.8,0,Snowy,0,62.51,Spring,101,1.3243243243243243,5.0,5.0,0,1,0,1.2899999999999991
2022-03-18,S005,P0004,Clothing,West,276,132,64,132.72,30.0,15,Rainy,1,26.84,Spring,144,2.079566003616637,0.7199999999999989,0.7199999999999989,0,1,1,3.16
2022-03-18,S005,P0005,Furniture,North,104,50,175,69.55,60.08,5,Snowy,1,59.68,Winter,54,1.4953271028037385,19.55,19.55,0,0,1,0.3999999999999986
2022-03-18,S005,P0006,Clothing,South,427,159,153,167.45,38.36,10,Sunny,0,42.53,Summer,268,2.5500149298298003,8.449999999999989,8.449999999999989,0,1,1,-4.170000000000002
2022-03-18,S005,P0007,Clothing,South,244,155,59,171.39,55.2,15,Cloudy,1,50.84,Autumn,89,1.4236536554057997,16.389999999999986,16.389999999999986,0,1,1,4.359999999999999
2022-03-18,S005,P0008,Groceries,East,75,53,117,71.99,79.72,20,Sunny,0,84.28,Summer,22,1.0418113626892624,18.989999999999995,18.989999999999995,0,0,1,-4.560000000000002
2022-03-18,S005,P0009,Clothing,South,287,42,22,50.58,27.62,5,Rainy,0,32.61,Winter,245,5.674179517595888,8.579999999999998,8.579999999999998,0,0,1,-4.989999999999998
2022-03-18,S005,P0010,Groceries,East,331,299,114,300.53,45.71,0,Sunny,1,49.12,Spring,32,1.101387548664027,1.5299999999999727,1.5299999999999727,0,1,0,-3.4099999999999966
